Departure,Return,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-02-01 0:00,2022-02-01 0:00,0055 Keefer & Columbia,0011 Ontario & Seawall,365 Corporate Plus,1112,519,3602,3710,6,7,0,0
2022-02-01 0:00,2022-02-01 0:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,30 Day Pass,0,83,3482,3602,7,7,0,0
2022-02-01 0:00,2022-02-01 0:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,30 Day Pass,28,83,3706,3802,7,6,0,0
2022-02-01 0:00,2022-02-01 0:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,30 Day Pass,57,147,3494,3634,7,6,0,0
2022-02-01 0:00,2022-02-01 0:00,0014 Canada Place,0138 Richards & Helmcken,365 Standard,1613,468,3735,3853,6,8,0,0
2022-02-01 0:00,2022-02-01 1:00,0039 Helmcken & Burrard,0063 Robson & Granville,30 Day Pass,2360,1307,3934,4076,7,7,0,0
2022-02-01 1:00,2022-02-01 1:00,0075 Arbutus & 10th,0166 Alder & 11th,VIP,1690,566,3619,3742,6,8,0,0
2022-02-01 1:00,2022-02-01 1:00,0075 Arbutus & 10th,0166 Alder & 11th,VIP,1674,592,3674,3790,6,8,0,0
2022-02-01 1:00,2022-02-01 1:00,0300 Bute & Barclay,0088 Harwood & Bute,365 Plus,735,178,3692,3723,6,8,0,0
2022-02-01 1:00,2022-02-01 1:00,0014 Canada Place,0041 Cardero & Robson,365 Day Founding Standard,1678,419,3750,3869,6,8,0,0
2022-02-01 1:00,2022-02-01 1:00,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,2530,2272,3735,3892,6,6,0,0
2022-02-01 2:00,2022-02-01 2:00,0053 Keefer & Abbott,0053 Keefer & Abbott,24 Hour,0,17,3474,3613,6,5,0,0
2022-02-01 2:00,2022-02-01 3:00,0053 Keefer & Abbott,0053 Keefer & Abbott,24 Hour,3967,1642,3640,3918,5,6,0,0
2022-02-01 2:00,2022-02-01 3:00,0053 Keefer & Abbott,0053 Keefer & Abbott,24 Hour,3620,1922,3732,3924,6,7,0,0
2022-02-01 2:00,2022-02-01 3:00,0053 Keefer & Abbott,0053 Keefer & Abbott,24 Hour,4039,1973,3394,3671,6,7,0,0
2022-02-01 5:00,2022-02-01 5:00,0129 Richards & Robson,0016 Pender & Burrard,365 Day Founding Standard,1106,297,3631,3806,6,7,0,0
2022-02-01 5:00,2022-02-01 6:00,0089 Burrard & Drake,0089 Burrard & Drake,365 Day Founding Plus,12392,2564,3503,3897,5,5,0,0
2022-02-01 6:00,2022-02-01 6:00,0019 Robson & Hornby,0024 Hornby & Pender,365 Standard,592,138,3578,3798,5,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0166 Alder & 11th,0001 10th & Cambie,365 Standard,1362,286,3426,3655,2,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0032 Comox & Denman,0060 Bidwell & Burnaby,365 Day Founding Plus,504,222,3826,3898,4,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus,1290,415,3534,3681,3,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0266 St Catherines & 7th,0225 McLean & Pender,365 Day Founding Standard,2685,927,3490,3668,2,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2205,667,3569,3758,4,5,0,0
2022-02-01 6:00,2022-02-01 6:00,0187 Bute & Davie,0015 Granville & Georgia,365 Standard,892,468,3492,3589,3,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0221 Glen & Union,0280 Triumph & Victoria,365 Standard,1933,603,3629,3776,1,3,0,0
2022-02-01 6:00,2022-02-01 6:00,0050 Bute & Comox,0035 Coal Harbour Community Centre,30 Day Pass,1335,576,3702,3790,4,4,0,0
2022-02-01 6:00,2022-02-01 6:00,0112 10th & Oak,0211 14th & Alder,Community Pass,837,322,3610,3831,4,6,0,0
2022-02-01 6:00,2022-02-01 7:00,0142 Beach & Cardero,0084 Beach & Broughton,365 Day Founding Plus,338,188,3843,3863,2,3,0,0
2022-02-01 7:00,2022-02-01 7:00,0193 Science World,0006 Olympic Village Station,Community Pass,3033.33,364,3997,4134,3,5,0,0
2022-02-01 7:00,2022-02-01 7:00,0190 Melville & Bute,0124 Richards & Cordova,30 Day Pass,1208,314,3758,3892,4,4,0,0
2022-02-01 7:00,2022-02-01 7:00,0088 Harwood & Bute,0024 Hornby & Pender,365 Corporate Standard Renewal,1958,451,3590,3800,3,4,0,0
2022-02-01 7:00,2022-02-01 7:00,0011 Ontario & Seawall,0108 1st & Chestnut,365 Standard,3857,959,3615,3890,1,2,0,0
2022-02-01 7:00,2022-02-01 7:00,0256 Prince Edward & 16th,0261 8th & Fraser,365 Plus,1556,445,3611,3877,0,2,0,0
2022-02-01 7:00,2022-02-01 7:00,0138 Richards & Helmcken,0098 Carrall & Hastings,30 Day Pass,1988,787,3906,3971,4,4,0,0
2022-02-01 7:00,2022-02-01 7:00,0088 Harwood & Bute,0016 Pender & Burrard,365 Plus,2170,912,3742,3956,2,1,0,0
2022-02-01 7:00,2022-02-01 7:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2452,838,3621,3769,4,5,0,0
2022-02-01 7:00,2022-02-01 7:00,0140 Burrard & 7th,0234 Station & National,30 Day Pass,4527,945,3892,4087,3,4,0,0
2022-02-01 7:00,2022-02-01 7:00,0126 Thurlow & Pendrell,0123 Georgia & Thurlow,365 Standard,1155,387,3921,4077,3,3,0,0
2022-02-01 7:00,2022-02-01 7:00,0139 Burrard & 4th,0153 Arbutus Greenway & Fir,365 Day Founding Plus,567,212,3524,3682,3,5,0,0
2022-02-01 7:00,2022-02-01 7:00,0039 Helmcken & Burrard,0096 Nicola & Robson,365 Standard,1300,422,3795,4042,4,6,0,0
2022-02-01 7:00,2022-02-01 7:00,0266 St Catherines & 7th,0171 5th & Yukon,30 Day Pass,2180,549,3558,3731,2,5,0,0
2022-02-01 7:00,2022-02-01 7:00,0204 York & Yew,0012 Dunsmuir & Richards,365 Day Pass Standard SALE,3873,1394,3610,3792,3,4,0,0
2022-02-01 7:00,2022-02-01 7:00,0215 Princess & Union,0305 Georgia & Homer,30 Day Pass,2005,753,3715,3805,2,4,0,0
2022-02-01 7:00,2022-02-01 7:00,0082 Richards & Davie,0024 Hornby & Pender,365 Plus,1658,414,3594,3855,4,6,0,0
2022-02-01 7:00,2022-02-01 7:00,0048 Comox & Broughton,0126 Thurlow & Pendrell,365 Corporate Standard,696,425,3924,4043,3,1,0,0
2022-02-01 7:00,2022-02-01 7:00,0123 Georgia & Thurlow,0021 Cordova & Granville,30 Day Pass,1131,214,3534,3639,5,7,0,0
2022-02-01 7:00,2022-02-01 7:00,0088 Harwood & Bute,0108 1st & Chestnut,365 Day Founding Plus,1864,534,3985,4037,4,5,0,0
2022-02-01 7:00,2022-02-01 7:00,0096 Nicola & Robson,0040 Cardero & Davie,30 Day Pass,655,167,3724,3903,3,5,0,0
2022-02-01 7:00,2022-02-01 7:00,0096 Nicola & Robson,0096 Nicola & Robson,30 Day Pass,0,19,3402,3571,3,2,0,0
2022-02-01 7:00,2022-02-01 7:00,0150 Alexander & Main,0124 Richards & Cordova,365 Plus,880,310,3528,3631,2,2,0,0
2022-02-01 7:00,2022-02-01 7:00,0206 8th & Scotia,0258 13th & St George,365 Standard,1021,307,3861,3979,2,3,0,0
2022-02-01 7:00,2022-02-01 7:00,0044 Pacific & Richards,0123 Georgia & Thurlow,Archived Monthly Standard,1931,590,3553,3682,6,7,0,0
2022-02-01 7:00,2022-02-01 8:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,945,257,3608,3706,1,3,0,0
2022-02-01 7:00,2022-02-01 8:00,0190 Melville & Bute,0075 Arbutus & 10th,365 Standard,4467,1556,3710,3922,4,5,0,0
2022-02-01 7:00,2022-02-01 8:00,0174 1st & Manitoba,0081 7th & Heather,30 Day Pass,1562,411,3932,4100,3,5,0,0
2022-02-01 7:00,2022-02-01 8:00,0174 1st & Manitoba,0024 Hornby & Pender,365 Standard,3163,665,3499,3797,2,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0148 Creekside Park North,0057 Marinaside & Cooperage,365 Standard,1151,281,3495,3648,2,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0265 St Catherines & 10th,0236 Keith & 6th,365 Day Founding Plus,835,168,3837,3964,0,0,0,0
2022-02-01 8:00,2022-02-01 8:00,0026 Beatty & Robson,0006 Olympic Village Station,365 Corporate Plus Renewal,1455,422,3740,4014,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0159 Vine & 4th,0002 Burrard Station (Melville & Dunsmuir),365 Plus,3918,787,3515,3835,2,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0053 Keefer & Abbott,0081 7th & Heather,365 Plus,2568,742,3597,3861,3,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0297 6th & Prince Edward,0253 Charles & Woodland,365 Corporate Plus Renewal,2756,689,3814,4055,-1,0,0,0
2022-02-01 8:00,2022-02-01 8:00,0092 Chilco & Barclay,0014 Canada Place,30 Day Pass,3109,858,3819,4040,2,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0089 Burrard & Drake,0108 1st & Chestnut,365 Corporate Plus,1539,298,3550,3656,3,6,0,0
2022-02-01 8:00,2022-02-01 8:00,0122 Haro & Denman,0002 Burrard Station (Melville & Dunsmuir),365 Plus,1966,570,3561,3689,3,6,0,0
2022-02-01 8:00,2022-02-01 8:00,0223 Commercial & Adanac,0024 Hornby & Pender,365 Plus,4145,1059,3134,3540,1,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0177 Quebec & 1st,0218 Carrall & Seawall,365 Standard,935,273,3715,3732,1,2,0,0
2022-02-01 8:00,2022-02-01 8:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,365 Standard,12,34,3449,3616,4,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,365 Standard,10,28,3653,3753,4,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0034 Cordova & Bute,0073 Ontario & 5th,365 Plus,3734,975,3866,4063,2,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0197 1st & Scotia,0053 Keefer & Abbott,365 Plus,1788,518,3998,4105,2,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0173 1st & Columbia,0030 Abbott & Cordova,30 Day Pass,2507,928,3698,3911,2,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0190 Melville & Bute,0035 Coal Harbour Community Centre,365 Standard,504,214,3937,3964,4,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0129 Richards & Robson,0035 Coal Harbour Community Centre,30 Day Pass,1819,650,3637,3798,4,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0242 8th & Commercial,0232 Britannia Parking Lot,Community Pass,1801,406,3507,3610,1,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0031 Morton & Denman,0234 Station & National,24 Hour,5537,1697,3932,4105,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0225 McLean & Pender,0223 Commercial & Adanac,365 Plus,657,254,3374,3292,1,2,0,0
2022-02-01 8:00,2022-02-01 8:00,0070 10th & Granville,0112 10th & Oak,365 Corporate Plus Renewal,974,350,3673,3761,3,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0089 Burrard & Drake,0063 Robson & Granville,365 Corporate Standard,1174,424,3674,3816,-1,2,0,0
2022-02-01 8:00,2022-02-01 8:00,0129 Richards & Robson,0129 Richards & Robson,30 Day Pass,0,22,3735,3955,4,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0211 14th & Alder,0112 10th & Oak,365 Day Founding Standard,827,234,3560,3797,1,2,0,0
2022-02-01 8:00,2022-02-01 8:00,0187 Bute & Davie,0124 Richards & Cordova,365 Standard,2211,686,3984,4161,3,6,0,0
2022-02-01 8:00,2022-02-01 8:00,0180 Columbia & 14th,0001 10th & Cambie,365 Corporate Standard Renewal,696,239,3647,3773,0,1,0,0
2022-02-01 8:00,2022-02-01 8:00,0084 Beach & Broughton,0225 McLean & Pender,365 Standard,6593,1422,3937,4153,2,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0297 6th & Prince Edward,0004 Yaletown-Roundhouse Station,365 Standard,3314,967,3689,3856,1,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,2407,684,3779,4006,1,2,0,0
2022-02-01 8:00,2022-02-01 8:00,0005 Dunsmuir & Beatty,0199 Georgia & Main,365 Standard,984,242,3690,3779,1,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0148 Creekside Park North,0108 1st & Chestnut,365 Standard,4439,1013,3753,3984,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0075 Arbutus & 10th,0112 10th & Oak,365 Standard,1999,504,3921,4066,2,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0159 Vine & 4th,0053 Keefer & Abbott,365 Corporate Standard,4892,1095,3608,3819,1,6,0,0
2022-02-01 8:00,2022-02-01 8:00,0087 Broughton & Burnaby,0016 Pender & Burrard,365 Corporate Plus Renewal,1839,507,3924,4066,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0002 Burrard Station (Melville & Dunsmuir),0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,3352,1482,3882,4051,4,6,297,1
2022-02-01 8:00,2022-02-01 8:00,0075 Arbutus & 10th,0113 Arbutus & 16th,365 Day Pass Plus SALE,704,292,3735,3829,2,2,0,0
2022-02-01 8:00,2022-02-01 8:00,0219 Hawks & Union,0024 Hornby & Pender,365 Standard,2856,857,3516,3729,1,1,0,0
2022-02-01 8:00,2022-02-01 8:00,0089 Burrard & Drake,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,933,263,3619,3810,4,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0045 Beach & Hornby,0150 Alexander & Main,Community Pass,3885,844,3930,4153,4,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0087 Broughton & Burnaby,0190 Melville & Bute,365 Plus,1353,521,3866,3977,-2,1,0,0
2022-02-01 8:00,2022-02-01 8:00,0050 Bute & Comox,0191 7th & Laurel,365 Corporate Standard,3465,790,3655,3823,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0283 15th & Knight,0244 10th & Commercial,365 Standard,922,315,3632,3768,0,0,0,0
2022-02-01 8:00,2022-02-01 8:00,0297 6th & Prince Edward,0016 Pender & Burrard,365 Corporate Plus,0,1164,3402,3605,1,1,0,0
2022-02-01 8:00,2022-02-01 8:00,0297 6th & Prince Edward,0016 Pender & Burrard,365 Corporate Plus,3814,1235,3716,3877,1,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,490,233,3524,3607,2,0,0,0
2022-02-01 8:00,2022-02-01 8:00,0231 Napier & Commercial,0242 8th & Commercial,365 Standard,2109,585,3471,3602,2,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0179 11th & Kingsway,0193 Science World,365 Day Founding Plus,2097,708,3768,3893,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0179 11th & Kingsway,0001 10th & Cambie,365 Standard,1357,308,3571,3726,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0134 14th & Main,0001 10th & Cambie,365 Plus,1439,378,3597,3864,0,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0088 Harwood & Bute,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,1703,433,3513,3737,2,5,0,0
2022-02-01 8:00,2022-02-01 8:00,0027 Beatty & Nelson,0004 Yaletown-Roundhouse Station,Community Pass,477,195,3563,3729,3,4,0,0
2022-02-01 8:00,2022-02-01 8:00,0211 14th & Alder,0171 5th & Yukon,365 Standard,2770,771,3476,3592,1,3,0,0
2022-02-01 8:00,2022-02-01 8:00,0005 Dunsmuir & Beatty,0030 Abbott & Cordova,365 Standard,496,142,3565,3816,2,1,0,0
2022-02-01 8:00,2022-02-01 9:00,0212 Union & Dunlevy,0222 Adanac & McLean,Community Pass,1682,347,3608,3739,1,3,0,0
2022-02-01 8:00,2022-02-01 9:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Plus,1488,366,3618,3715,3,5,0,0
2022-02-01 8:00,2022-02-01 9:00,0040 Cardero & Davie,0037 Hornby & Nelson,30 Day Pass,1386,381,3950,4088,3,4,0,0
2022-02-01 8:00,2022-02-01 9:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus Renewal,1278,355,3602,3779,2,4,0,0
2022-02-01 8:00,2022-02-01 9:00,0092 Chilco & Barclay,0165 Columbia & 5th,365 Corporate Plus,6918,1386,3879,4209,0,6,0,0
2022-02-01 8:00,2022-02-01 9:00,0092 Chilco & Barclay,0161 Alexander & Dunlevy,Community Pass,4580,1188,3700,3984,2,5,0,0
2022-02-01 8:00,2022-02-01 9:00,0040 Cardero & Davie,0011 Ontario & Seawall,365 Standard,5194,1210,3637,3932,3,6,0,0
2022-02-01 8:00,2022-02-01 9:00,0079 Nelson & Richards,0065 Cypress & Cornwall,30 Day Pass,2503,787,3682,3856,4,6,0,0
2022-02-01 8:00,2022-02-01 9:00,0088 Harwood & Bute,0112 10th & Oak,365 Plus,4194,1386,3629,3897,2,5,0,0
2022-02-01 8:00,2022-02-01 9:00,0060 Bidwell & Burnaby,0052 Cambie & Water,365 Standard,3677,1131,3573,3832,1,4,0,0
2022-02-01 8:00,2022-02-01 14:00,0124 Richards & Cordova,0092 Chilco & Barclay,30 Day Pass,3785,1378,0,3848,0,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0014 Canada Place,0014 Canada Place,24 Hour,12,18,3598,3624,4,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0087 Broughton & Burnaby,0032 Comox & Denman,365 Standard,816,170,3594,3792,4,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0014 Canada Place,0014 Canada Place,24 Hour,0,19,3540,3666,4,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0191 7th & Laurel,0072 14th & Cambie,365 Standard,1341,462,3740,3935,1,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0211 14th & Alder,0112 10th & Oak,Community Pass,829,253,3826,3924,5,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0076 Cypress & 4th,0153 Arbutus Greenway & Fir,Community Pass,747,288,3500,3632,3,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0050 Bute & Comox,0089 Burrard & Drake,365 Plus,847,218,3658,3803,3,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0050 Bute & Comox,0050 Bute & Comox,365 Plus,10,33,3621,3777,3,1,0,0
2022-02-01 9:00,2022-02-01 9:00,0019 Robson & Hornby,0230 Alexander & Railway,365 Day Pass Plus SALE,2689,808,3932,4122,5,7,0,0
2022-02-01 9:00,2022-02-01 9:00,0011 Ontario & Seawall,0012 Dunsmuir & Richards,Community Pass,2221,578,3705,3948,3,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0177 Quebec & 1st,0173 1st & Columbia,365 Corporate Standard,539,162,3539,3615,3,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0197 1st & Scotia,0199 Georgia & Main,365 Standard,1427,360,3569,3719,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0177 Quebec & 1st,0081 7th & Heather,365 Standard,1551,405,3553,3692,3,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0262 8th & Prince Edward,0008 8th & Ash,365 Corporate Plus,1733,734,3656,3816,3,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0212 Union & Dunlevy,0028 Davie & Beach,365 Standard,5509,1267,3852,4161,1,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0187 Bute & Davie,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,2583,865,3627,3750,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0089 Burrard & Drake,0014 Canada Place,365 Standard,1841,473,3455,3726,3,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0040 Cardero & Davie,0153 Arbutus Greenway & Fir,365 Day Pass Plus SALE,3420,878,3727,4022,3,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0040 Cardero & Davie,0129 Richards & Robson,365 Corporate Plus,3722,1035,3740,3905,3,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0126 Thurlow & Pendrell,0300 Bute & Barclay,365 Corporate Plus Renewal,618,184,3579,3802,5,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0300 Bute & Barclay,0052 Cambie & Water,365 Corporate Plus Renewal,2084,689,3434,3666,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0016 Pender & Burrard,0197 1st & Scotia,365 Corporate Plus,0,1600,3544,3569,4,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0191 7th & Laurel,0108 1st & Chestnut,365 Standard,2583,687,3673,3835,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0186 10th & Kingsway,0174 1st & Manitoba,365 Standard,1621,650,3492,3640,1,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0088 Harwood & Bute,0173 1st & Columbia,365 Day Pass Plus SALE,4929,1055,3689,3814,3,7,0,0
2022-02-01 9:00,2022-02-01 9:00,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus Renewal,1278,436,3603,3761,2,2,0,0
2022-02-01 9:00,2022-02-01 9:00,0079 Nelson & Richards,0064 Expo & Smithe,365 Corporate Plus,673,223,3644,3724,4,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0174 1st & Manitoba,0236 Keith & 6th,365 Standard,2284,478,3742,3989,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0048 Comox & Broughton,0125 Hamilton & Robson,365 Corporate Standard Renewal,2015,454,3702,3868,3,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0180 Columbia & 14th,0001 10th & Cambie,365 Corporate Plus,765,184,3569,3690,0,2,0,0
2022-02-01 9:00,2022-02-01 9:00,0057 Marinaside & Cooperage,0052 Cambie & Water,30 Day Pass,1676,400,3898,3950,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,30 Day Pass,4,33,3586,3744,4,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0068 Cypress & Broadway,0001 10th & Cambie,365 Corporate Plus Renewal,2670,643,3590,3790,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0174 1st & Manitoba,0198 5th & Main,365 Day Founding Standard,876,260,3905,4048,2,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0187 Bute & Davie,0123 Georgia & Thurlow,365 Corporate Standard Renewal,984,299,3623,3860,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0213 Pender & Gore,0230 Alexander & Railway,365 Standard,945,286,3653,3918,2,2,0,0
2022-02-01 9:00,2022-02-01 9:00,0006 Olympic Village Station,0024 Hornby & Pender,365 Standard,2840,738,3473,3750,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0228 Keefer & Hawks,0177 Quebec & 1st,365 Day Founding Standard,2174,658,3494,3734,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0218 Carrall & Seawall,0174 1st & Manitoba,30 Day Pass,1214,297,3726,3758,1,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0050 Bute & Comox,0122 Haro & Denman,365 Standard,1165,232,3895,4019,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0211 14th & Alder,0173 1st & Columbia,365 Standard,2695,665,3518,3634,1,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0044 Pacific & Richards,0193 Science World,365 Standard,0,584,3536,3590,5,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0153 Arbutus Greenway & Fir,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus Renewal,3432,735,3550,3784,1,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0039 Helmcken & Burrard,0073 Ontario & 5th,30 Day Pass,2979,721,3507,3784,5,7,0,0
2022-02-01 9:00,2022-02-01 9:00,0054 Expo & Carrall,0287 Carolina & Great Northern Way,365 Corporate Plus Renewal,2599,650,3529,3645,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0089 Burrard & Drake,0026 Beatty & Robson,365 Corporate Standard Renewal,1721,481,3555,3711,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,30 Day Pass,6,331,3441,3547,4,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0166 Alder & 11th,0205 Pine & 10th,365 Plus,998,397,3984,4108,1,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0037 Hornby & Nelson,0024 Hornby & Pender,365 Corporate Plus Renewal,882,246,3637,3821,4,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0206 8th & Scotia,0258 13th & St George,Community Pass,1018,451,3387,3613,2,3,0,0
2022-02-01 9:00,2022-02-01 9:00,0026 Beatty & Robson,0227 Campbell & Hastings,365 Plus,2752,782,3784,3774,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0073 Ontario & 5th,0001 10th & Cambie,365 Standard,1212,416,3584,3726,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0079 Nelson & Richards,0096 Nicola & Robson,365 Standard,1611,523,3569,3803,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0089 Burrard & Drake,0069 7th & Granville,365 Plus,2683,627,3702,3866,4,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0119 3rd & Quebec,0034 Cordova & Bute,365 Plus,3397,886,3603,3860,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0019 Robson & Hornby,0015 Granville & Georgia,365 Corporate Plus,377,116,0,3932,0,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0005 Dunsmuir & Beatty,0016 Pender & Burrard,365 Standard,1219,477,3468,3594,2,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0066 Anderson & 2nd,0057 Marinaside & Cooperage,365 Standard,4786,919,3661,3945,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0084 Beach & Broughton,0011 Ontario & Seawall,365 Corporate Standard Renewal,4298,920,3735,4032,2,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0044 Pacific & Richards,0081 7th & Heather,365 Day Pass Plus SALE,2501,762,3760,3919,7,8,0,0
2022-02-01 9:00,2022-02-01 9:00,0082 Richards & Davie,0026 Beatty & Robson,30 Day Pass,1104,360,3460,3616,3,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0087 Broughton & Burnaby,0122 Haro & Denman,365 Day Founding Plus,1172,236,3827,3934,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0044 Pacific & Richards,0044 Pacific & Richards,365 Day Pass Plus SALE,8,35,3383,3515,5,4,0,0
2022-02-01 9:00,2022-02-01 9:00,0089 Burrard & Drake,0099 Vancouver Art Gallery - North Plaza,365 Corporate Plus Renewal,1125,309,3776,3900,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0070 10th & Granville,0019 Robson & Hornby,365 Standard,3820,1071,3826,4055,2,5,0,0
2022-02-01 9:00,2022-02-01 9:00,0079 Nelson & Richards,0099 Vancouver Art Gallery - North Plaza,30 Day Pass,941,365,3482,3721,4,6,0,0
2022-02-01 9:00,2022-02-01 9:00,0153 Arbutus Greenway & Fir,0026 Beatty & Robson,365 Plus,5519,1137,3769,4003,0,4,0,0
