Departure,Return,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-02-09 21:00,2022-02-09 22:00,0082 Richards & Davie,0129 Richards & Robson,24 Hour,1586,990,3579,3668,10,10,16,1
2022-02-09 21:00,2022-02-09 22:00,0030 Abbott & Cordova,0030 Abbott & Cordova,Community Pass,4143,1873,3776,3924,9,11,213,1
2022-02-09 22:00,2022-02-09 22:00,0231 Napier & Commercial,0215 Princess & Union,365 Plus,1978,342,4053,4188,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0064 Expo & Smithe,0044 Pacific & Richards,365 Day Pass Plus SALE,1135,415,3835,3893,8,10,0,0
2022-02-09 22:00,2022-02-09 22:00,0064 Expo & Smithe,0064 Expo & Smithe,365 Day Pass Plus SALE,4,57,3802,3842,10,10,0,0
2022-02-09 22:00,2022-02-09 22:00,0305 Georgia & Homer,0044 Pacific & Richards,365 Standard,1310,319,3708,3879,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0240 2nd & Commercial,0272 Pender & Victoria,30 Day Pass,1678,665,3813,3982,9,9,0,0
2022-02-09 22:00,2022-02-09 22:00,0019 Robson & Hornby,0025 Homer & Robson (Vancouver Public Library),365 Day Founding Plus,573,155,3634,3686,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0099 Vancouver Art Gallery - North Plaza,0044 Pacific & Richards,365 Standard,1629,471,3634,3785,10,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0305 Georgia & Homer,0212 Union & Dunlevy,365 Standard,1711,397,3613,3814,11,13,0,0
2022-02-09 22:00,2022-02-09 22:00,0148 Creekside Park North,0076 Cypress & 4th,365 Plus,4768,837,3582,3750,9,10,0,0
2022-02-09 22:00,2022-02-09 22:00,0239 Grant & Commercial,0231 Napier & Commercial,365 Plus,430,100,3700,3866,5,5,0,0
2022-02-09 22:00,2022-02-09 22:00,0122 Haro & Denman,0015 Granville & Georgia,365 Plus,1921,916,3947,4058,10,10,0,0
2022-02-09 22:00,2022-02-09 22:00,0129 Richards & Robson,0082 Richards & Davie,24 Hour,737,296,3694,3785,9,9,0,0
2022-02-09 22:00,2022-02-09 22:00,0055 Keefer & Columbia,0193 Science World,365 Standard,906,406,3397,3639,10,8,0,0
2022-02-09 22:00,2022-02-09 22:00,0005 Dunsmuir & Beatty,0187 Bute & Davie,30 Day Pass,3583,1162,3663,3792,10,9,0,0
2022-02-09 22:00,2022-02-09 22:00,0187 Bute & Davie,0040 Cardero & Davie,365 Corporate Standard Renewal,698,200,4055,4134,10,10,0,0
2022-02-09 22:00,2022-02-09 22:00,0179 11th & Kingsway,0234 Station & National,365 Corporate Plus Renewal,1649,356,3919,4024,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0066 Anderson & 2nd,0153 Arbutus Greenway & Fir,365 Standard,577,200,3602,3677,9,10,0,0
2022-02-09 22:00,2022-02-09 22:00,0099 Vancouver Art Gallery - North Plaza,0041 Cardero & Robson,365 Corporate Standard,0,722,3492,3565,10,9,0,0
2022-02-09 22:00,2022-02-09 22:00,0028 Davie & Beach,0082 Richards & Davie,365 Day Founding Plus,2820,860,3974,4155,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0028 Davie & Beach,0082 Richards & Davie,365 Day Founding Plus,2807,899,3847,4146,8,9,0,0
2022-02-09 22:00,2022-02-09 22:00,0213 Pender & Gore,0218 Carrall & Seawall,Community Pass,1376,705,3626,3843,10,8,0,0
2022-02-09 22:00,2022-02-09 22:00,0148 Creekside Park North,0044 Pacific & Richards,365 Standard,2101,442,3895,4032,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0011 Ontario & Seawall,0218 Carrall & Seawall,365 Plus,859,307,3832,4029,9,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0066 Anderson & 2nd,0174 1st & Manitoba,365 Standard,3024,720,3816,4014,9,12,0,0
2022-02-09 22:00,2022-02-09 22:00,0030 Abbott & Cordova,0098 Carrall & Hastings,365 Standard,984,506,3723,3843,10,8,0,0
2022-02-09 22:00,2022-02-09 22:00,0081 7th & Heather,0174 1st & Manitoba,365 Standard,1294,323,3763,3877,10,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0005 Dunsmuir & Beatty,0187 Bute & Davie,365 Corporate Plus Renewal,2505,876,3950,4074,10,11,0,0
2022-02-09 22:00,2022-02-09 22:00,0221 Glen & Union,0223 Commercial & Adanac,365 Plus,857,222,3665,3810,9,9,0,0
2022-02-09 22:00,2022-02-09 22:00,0005 Dunsmuir & Beatty,0044 Pacific & Richards,365 Standard,1605,522,3787,3922,9,12,0,0
2022-02-09 22:00,2022-02-09 22:00,0010 Stamps Landing,0006 Olympic Village Station,365 Standard,561,229,3895,3993,9,10,0,0
2022-02-09 22:00,2022-02-09 23:00,0035 Coal Harbour Community Centre,0235 Charles & Commercial,365 Plus,0,1383,3486,3586,8,8,0,0
2022-02-09 23:00,2022-02-09 23:00,0124 Richards & Cordova,0126 Thurlow & Pendrell,30 Day Pass,1976,521,3739,3922,10,12,0,0
2022-02-09 23:00,2022-02-09 23:00,0060 Bidwell & Burnaby,0129 Richards & Robson,365 Plus,3003,843,3660,3823,9,9,0,0
2022-02-09 23:00,2022-02-09 23:00,0004 Yaletown-Roundhouse Station,0004 Yaletown-Roundhouse Station,365 Day Pass Plus SALE,0,26,3852,3900,10,10,0,0
2022-02-09 23:00,2022-02-09 23:00,0107 8th & Ontario,0054 Expo & Carrall,365 Day Founding Plus,2031,504,3603,3776,9,12,0,0
2022-02-09 23:00,2022-02-09 23:00,0300 Bute & Barclay,0060 Bidwell & Burnaby,30 Day Pass,1366,240,3682,3790,9,10,0,0
2022-02-09 23:00,2022-02-09 23:00,0173 1st & Columbia,0057 Marinaside & Cooperage,365 Standard,2191,432,4032,4253,9,10,0,0
2022-02-09 23:00,2022-02-09 23:00,0030 Abbott & Cordova,0032 Comox & Denman,365 Standard,3416,1206,3608,3773,9,11,0,0
2022-02-09 23:00,2022-02-10 0:00,0134 14th & Main,0084 Beach & Broughton,365 Corporate Plus,6132,1482,3656,3858,8,11,0,0
2022-02-10 0:00,2022-02-10 0:00,0239 Grant & Commercial,0227 Campbell & Hastings,365 Plus,2446,475,3713,3856,9,11,0,0
2022-02-10 0:00,2022-02-10 0:00,0057 Marinaside & Cooperage,0173 1st & Columbia,365 Standard,2250,467,4053,4287,9,9,0,0
2022-02-10 0:00,2022-02-10 0:00,0070 10th & Granville,0114 Cypress & 14th,365 Day Pass Standard SALE,1116,451,3860,3961,8,9,0,0
2022-02-10 0:00,2022-02-10 0:00,0148 Creekside Park North,0083 Aquatic Centre,365 Day Pass Standard SALE,3808,1035,3655,3914,8,10,0,0
2022-02-10 0:00,2022-02-10 0:00,0212 Union & Dunlevy,0285 Commercial & Pandora,365 Standard,2536,774,3677,3834,9,10,0,0
2022-02-10 0:00,2022-02-10 0:00,0015 Granville & Georgia,0123 Georgia & Thurlow,365 Standard,635,294,3835,3971,9,9,0,0
2022-02-10 0:00,2022-02-10 0:00,0122 Haro & Denman,0084 Beach & Broughton,365 Standard,1413,329,3856,4019,9,11,0,0
2022-02-10 0:00,2022-02-10 0:00,0148 Creekside Park North,0173 1st & Columbia,30 Day Pass,1280,441,3621,3795,9,10,0,0
2022-02-10 0:00,2022-02-10 0:00,0212 Union & Dunlevy,0079 Nelson & Richards,365 Day Founding Standard,2325,590,3940,4095,9,8,0,0
2022-02-10 0:00,2022-02-10 0:00,0084 Beach & Broughton,0028 Davie & Beach,365 Corporate Plus,822,182,3879,3987,8,10,0,0
2022-02-10 0:00,2022-02-10 0:00,0075 Arbutus & 10th,0211 14th & Alder,365 Corporate Plus,2084,874,3581,3718,8,9,0,0
2022-02-10 0:00,2022-02-10 1:00,0039 Helmcken & Burrard,0087 Broughton & Burnaby,30 Day Pass,1006,268,3774,3848,8,11,0,0
2022-02-10 0:00,2022-02-10 1:00,0235 Charles & Commercial,0190 Melville & Bute,365 Plus,0,1171,3536,3582,8,8,0,0
2022-02-10 1:00,2022-02-10 1:00,0089 Burrard & Drake,0204 York & Yew,365 Standard,2186,427,3861,4100,8,8,0,0
2022-02-10 3:00,2022-02-10 3:00,0273 Victoria & 4th,0280 Triumph & Victoria,365 Standard,2068,540,3893,4077,8,11,0,0
2022-02-10 4:00,2022-02-13 17:00,0119 3rd & Quebec,0150 Alexander & Main,365 Day Founding Plus,1980,615,0,3674,0,14,0,0
2022-02-10 5:00,2022-02-10 5:00,0041 Cardero & Robson,0015 Granville & Georgia,365 Corporate Standard,1486,445,3895,4009,8,11,0,0
2022-02-10 5:00,2022-02-10 6:00,0089 Burrard & Drake,0201 Shaw Tower,365 Day Founding Plus,6471,1429,3826,4159,7,8,0,0
2022-02-10 6:00,2022-02-10 6:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2215,700,3742,3853,9,10,0,0
2022-02-10 6:00,2022-02-10 6:00,0150 Alexander & Main,0052 Cambie & Water,365 Plus,712,199,3719,3785,8,9,0,0
2022-02-10 6:00,2022-02-10 6:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus,1278,304,3834,3968,8,10,0,0
2022-02-10 6:00,2022-02-10 6:00,0126 Thurlow & Pendrell,0123 Georgia & Thurlow,365 Standard,1159,336,3756,3905,9,10,0,0
2022-02-10 6:00,2022-02-10 6:00,0212 Union & Dunlevy,0019 Robson & Hornby,365 Standard,2415,733,3474,3647,9,10,0,0
2022-02-10 6:00,2022-02-10 6:00,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,853,301,3787,3876,8,8,0,0
2022-02-10 6:00,2022-02-10 7:00,0205 Pine & 10th,0037 Hornby & Nelson,30 Day Pass,3150,1010,3842,3987,8,5,0,0
2022-02-10 6:00,2022-02-10 7:00,0228 Keefer & Hawks,0228 Keefer & Hawks,365 Day Pass Plus SALE,4596,2385,3671,3810,9,9,741,1
2022-02-10 6:00,2022-02-10 9:00,0074 10th & Main,0001 10th & Cambie,365 Corporate Plus Renewal,900,201,0,3726,0,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,939,266,3971,4048,3,7,0,0
2022-02-10 7:00,2022-02-10 7:00,0193 Science World,0006 Olympic Village Station,Community Pass,1811,424,3518,3669,8,9,0,0
2022-02-10 7:00,2022-02-10 7:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus Renewal,1266,378,3847,3960,8,10,0,0
2022-02-10 7:00,2022-02-10 7:00,0060 Bidwell & Burnaby,0063 Robson & Granville,30 Day Pass,2217,597,3872,3998,9,10,0,0
2022-02-10 7:00,2022-02-10 7:00,0087 Broughton & Burnaby,0016 Pender & Burrard,365 Corporate Plus Renewal,1894,469,3508,3615,8,9,0,0
2022-02-10 7:00,2022-02-10 7:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2452,829,3732,3889,9,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0166 Alder & 11th,0001 10th & Cambie,365 Standard,1368,617,3763,3932,8,8,0,0
2022-02-10 7:00,2022-02-10 7:00,0282 14th & Fraser,0078 Nelson & Mainland,365 Corporate Plus,4104,867,3993,4179,9,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0082 Richards & Davie,0098 Carrall & Hastings,30 Day Pass,2156,687,3963,4138,9,10,0,0
2022-02-10 7:00,2022-02-10 7:00,0112 10th & Oak,0218 Carrall & Seawall,365 Standard,3585,967,3616,3808,8,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0215 Princess & Union,0305 Georgia & Homer,30 Day Pass,2015,582,3684,3734,9,9,0,0
2022-02-10 7:00,2022-02-10 7:00,0039 Helmcken & Burrard,0096 Nicola & Robson,365 Standard,1317,444,3500,3587,9,10,0,0
2022-02-10 7:00,2022-02-10 7:00,0106 Heather & 14th,0066 Anderson & 2nd,365 Day Founding Standard,2456,581,3797,3955,8,10,0,0
2022-02-10 7:00,2022-02-10 7:00,0082 Richards & Davie,0024 Hornby & Pender,365 Plus,1666,368,3653,3752,8,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0028 Davie & Beach,0045 Beach & Hornby,365 Plus,1692,453,3756,3910,8,9,0,0
2022-02-10 7:00,2022-02-10 7:00,0159 Vine & 4th,0140 Burrard & 7th,365 Plus,1212,217,3655,3752,8,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0079 Nelson & Richards,0005 Dunsmuir & Beatty,365 Plus,1165,381,3930,3985,4,5,0,0
2022-02-10 7:00,2022-02-10 7:00,0273 Victoria & 4th,0001 10th & Cambie,365 Standard,4212,926,3961,4190,8,11,0,0
2022-02-10 7:00,2022-02-10 7:00,0262 8th & Prince Edward,0161 Alexander & Dunlevy,365 Plus,3679,990,3740,3951,8,10,0,0
2022-02-10 7:00,2022-02-10 7:00,0123 Georgia & Thurlow,0308 Seymour & Cordova,30 Day Pass,1231,257,3735,3910,9,11,0,0
2022-02-10 7:00,2022-02-10 8:00,0187 Bute & Davie,0308 Seymour & Cordova,30 Day Pass,2189,467,3831,3992,8,10,0,0
2022-02-10 7:00,2022-02-10 8:00,0075 Arbutus & 10th,0039 Helmcken & Burrard,365 Standard,3220,743,3598,3742,8,10,0,0
2022-02-10 7:00,2022-02-10 8:00,0173 1st & Columbia,0039 Helmcken & Burrard,365 Corporate Standard Renewal,3207,1018,3629,3766,8,9,0,0
2022-02-10 7:00,2022-02-10 8:00,0298 6th & Carolina,0017 Marinaside & Davie,365 Standard,3308,1005,3674,3898,8,10,0,0
2022-02-10 7:00,2022-02-10 8:00,0193 Science World,0045 Beach & Hornby,30 Day Pass,3318,949,3597,3835,8,8,0,0
2022-02-10 7:00,2022-02-10 8:00,0201 Shaw Tower,0187 Bute & Davie,365 Day Founding Plus,7153,1688,3945,4277,8,7,0,0
2022-02-10 8:00,2022-02-10 8:00,0174 1st & Manitoba,0198 5th & Main,365 Day Founding Standard,882,350,3982,4084,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus,1027,326,3887,3960,9,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0026 Beatty & Robson,0006 Olympic Village Station,365 Corporate Plus Renewal,1464,467,3673,3895,9,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0265 St Catherines & 10th,0236 Keith & 6th,365 Day Founding Plus,859,194,3597,3621,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0019 Robson & Hornby,0212 Union & Dunlevy,365 Standard,2409,695,3470,3677,9,12,0,0
2022-02-10 8:00,2022-02-10 8:00,0281 Windsor & 14th,0222 Adanac & McLean,VIP,3238,584,3860,4069,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0140 Burrard & 7th,0002 Burrard Station (Melville & Dunsmuir),365 Plus,3326,669,3608,3889,9,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0297 6th & Prince Edward,0253 Charles & Woodland,365 Corporate Plus Renewal,2748,745,3586,3777,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0044 Pacific & Richards,0024 Hornby & Pender,365 Standard,1970,590,3632,3766,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0129 Richards & Robson,0035 Coal Harbour Community Centre,30 Day Pass,1735,425,3805,4072,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0089 Burrard & Drake,0108 1st & Chestnut,365 Corporate Plus,1543,356,3595,3789,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0166 Alder & 11th,0028 Davie & Beach,365 Standard,5231,1181,3918,4098,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0098 Carrall & Hastings,0053 Keefer & Abbott,365 Corporate Plus,477,116,3474,3689,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0060 Bidwell & Burnaby,0052 Cambie & Water,365 Standard,3649,1003,3853,4108,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0011 Ontario & Seawall,0053 Keefer & Abbott,30 Day Pass,1331,322,3956,4095,9,12,0,0
2022-02-10 8:00,2022-02-10 8:00,0177 Quebec & 1st,0218 Carrall & Seawall,365 Standard,943,317,3732,3818,9,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0242 8th & Commercial,0253 Charles & Woodland,Community Pass,1388,387,3735,3845,9,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0173 1st & Columbia,0011 Ontario & Seawall,30 Day Pass,506,159,3653,3774,9,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0122 Haro & Denman,0016 Pender & Burrard,365 Plus,1580,496,3853,4029,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0045 Beach & Hornby,0028 Davie & Beach,365 Plus,1694,618,3602,3773,8,7,0,0
2022-02-10 8:00,2022-02-10 8:00,0187 Bute & Davie,0190 Melville & Bute,365 Standard,988,526,3834,3918,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0005 Dunsmuir & Beatty,0030 Abbott & Cordova,365 Standard,0,215,3516,3605,8,7,0,0
2022-02-10 8:00,2022-02-10 8:00,0187 Bute & Davie,0124 Richards & Cordova,365 Standard,2385,600,4084,4266,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,2366,633,3731,3871,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0044 Pacific & Richards,0123 Georgia & Thurlow,365 Plus,1933,641,3550,3713,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0084 Beach & Broughton,0225 McLean & Pender,365 Standard,6375,1320,3856,4111,8,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0201 Shaw Tower,0124 Richards & Cordova,365 Corporate Plus Renewal,851,257,3744,3827,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0075 Arbutus & 10th,0113 Arbutus & 16th,365 Day Pass Plus SALE,706,286,3768,3843,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0076 Cypress & 4th,0065 Cypress & Cornwall,30 Day Pass,516,143,3930,4027,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0197 1st & Scotia,0016 Pender & Burrard,365 Corporate Plus,3232,943,3731,3908,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0244 10th & Commercial,0980 Workshop - Balancer Bike Check In,VIP,2329,722,3544,3661,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0174 1st & Manitoba,0081 7th & Heather,30 Day Pass,1568,423,3782,3916,9,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0126 Thurlow & Pendrell,0300 Bute & Barclay,Archived Monthly Standard,639,193,3520,3663,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,365 Corporate Plus,0,310,3544,3598,8,7,0,0
2022-02-10 8:00,2022-02-10 8:00,0173 1st & Columbia,0213 Pender & Gore,30 Day Pass,1974,564,3611,3721,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0045 Beach & Hornby,0150 Alexander & Main,Community Pass,3896,814,3787,3985,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0143 South False Creek Seawall,0193 Science World,365 Corporate Standard Renewal,2427,488,3542,3784,8,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0173 1st & Columbia,0150 Alexander & Main,365 Plus,2672,700,4095,4279,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,365 Plus,1359,356,3413,3597,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0134 14th & Main,0001 10th & Cambie,365 Plus,1388,327,3607,3721,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0040 Cardero & Davie,0153 Arbutus Greenway & Fir,365 Day Pass Plus SALE,3410,908,3882,4019,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0179 11th & Kingsway,0248 St George & Broadway,365 Standard,471,121,3713,3789,9,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0092 Chilco & Barclay,0165 Columbia & 5th,365 Corporate Plus,6950,1461,3808,4058,9,11,0,0
2022-02-10 8:00,2022-02-10 8:00,0177 Quebec & 1st,0081 7th & Heather,365 Standard,1202,457,3542,3663,9,6,0,0
2022-02-10 8:00,2022-02-10 8:00,0041 Cardero & Robson,0008 8th & Ash,365 Standard,3712,896,3752,3919,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0205 Pine & 10th,0066 Anderson & 2nd,365 Standard,1127,267,3602,3716,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0229 Keefer & Princess,0037 Hornby & Nelson,Community Pass,3259,878,3581,3603,8,10,0,0
2022-02-10 8:00,2022-02-10 8:00,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,722,144,3819,3855,8,9,0,0
2022-02-10 8:00,2022-02-10 8:00,0087 Broughton & Burnaby,0035 Coal Harbour Community Centre,365 Corporate Plus Renewal,1194,364,3673,3797,8,8,0,0
2022-02-10 8:00,2022-02-10 8:00,0190 Melville & Bute,0075 Arbutus & 10th,365 Standard,4488,1651,4022,4124,3,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0300 Bute & Barclay,0147 Chestnut & McNicoll,365 Corporate Plus,2815,813,3816,3971,8,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0242 8th & Commercial,0250 Woodland & 4th,365 Corporate Plus,641,139,3650,3747,9,11,0,0
2022-02-10 8:00,2022-02-10 9:00,0154 Kitsilano Beach Park,0026 Beatty & Robson,365 Standard,7792,1548,3573,3808,8,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Plus,1460,317,3684,3872,9,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0174 1st & Manitoba,0037 Hornby & Nelson,365 Standard,2918,1137,3906,4038,9,9,0,0
2022-02-10 8:00,2022-02-10 9:00,0037 Hornby & Nelson,0124 Richards & Cordova,365 Corporate Plus,1421,494,3490,3676,9,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0088 Harwood & Bute,0173 1st & Columbia,365 Day Pass Plus SALE,4913,1047,3748,4026,8,11,0,0
2022-02-10 8:00,2022-02-10 9:00,0173 1st & Columbia,0053 Keefer & Abbott,30 Day Pass,2076,818,3719,3802,9,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0035 Coal Harbour Community Centre,0230 Alexander & Railway,365 Standard,3065,811,3637,3731,8,10,0,0
2022-02-10 8:00,2022-02-10 9:00,0017 Marinaside & Davie,0028 Davie & Beach,Community Pass,3553,840,4005,4121,9,11,0,0
2022-02-10 8:00,2022-02-10 9:00,0092 Chilco & Barclay,0190 Melville & Bute,30 Day Pass,2585,6791,3869,3984,8,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0019 Robson & Hornby,0015 Granville & Georgia,365 Corporate Plus,383,123,3545,3648,9,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0096 Nicola & Robson,0063 Robson & Granville,30 Day Pass,1280,302,3769,3897,8,11,0,0
2022-02-10 9:00,2022-02-10 9:00,0186 10th & Kingsway,0070 10th & Granville,365 Corporate Plus Renewal,3097,829,3750,3921,8,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0089 Burrard & Drake,0014 Canada Place,365 Standard,1872,417,3537,3711,9,11,0,0
2022-02-10 9:00,2022-02-10 9:00,0030 Abbott & Cordova,0053 Keefer & Abbott,Community Pass,383,345,3764,3866,9,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0249 7th & Woodland,0242 8th & Commercial,365 Plus,369,196,3753,3752,9,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0215 Princess & Union,0053 Keefer & Abbott,365 Standard,1560,328,4014,4171,8,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0001 10th & Cambie,0089 Burrard & Drake,30 Day Pass,4755,1197,3777,4059,8,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0305 Georgia & Homer,0016 Pender & Burrard,365 Day Pass Plus SALE,1027,293,3731,3805,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0057 Marinaside & Cooperage,0004 Yaletown-Roundhouse Station,365 Standard,694,230,3481,3639,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0002 Burrard Station (Melville & Dunsmuir),0187 Bute & Davie,365 Day Founding Standard,1308,507,3766,3900,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0050 Bute & Comox,0032 Comox & Denman,30 Day Pass,867,593,3710,3864,8,7,0,0
2022-02-10 9:00,2022-02-10 9:00,0193 Science World,0006 Olympic Village Station,365 Plus,1627,552,3853,4067,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0122 Haro & Denman,0034 Cordova & Bute,365 Standard,1727,465,3860,3984,8,11,0,0
2022-02-10 9:00,2022-02-10 9:00,0072 14th & Cambie,0070 10th & Granville,365 Day Founding Standard,2201,508,3705,3802,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0206 8th & Scotia,0258 13th & St George,365 Standard,1018,318,3964,4079,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0187 Bute & Davie,0123 Georgia & Thurlow,365 Corporate Plus Renewal,1002,320,3715,3750,9,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0019 Robson & Hornby,0024 Hornby & Pender,365 Standard,590,152,3773,3879,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,24 Hour,3506,1712,3539,3653,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0225 McLean & Pender,0981 Workshop - Service Complete,VIP,520,544,3619,3689,9,7,0,0
2022-02-10 9:00,2022-02-10 9:00,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,24 Hour,0,17,3439,3463,8,7,0,0
2022-02-10 9:00,2022-02-10 9:00,0044 Pacific & Richards,0099 Vancouver Art Gallery - North Plaza,365 Standard,1588,391,3777,3877,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0228 Keefer & Hawks,0177 Quebec & 1st,365 Day Founding Standard,2442,1191,3848,4019,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0206 8th & Scotia,0258 13th & St George,Community Pass,1006,363,3650,3734,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0213 Pender & Gore,0230 Alexander & Railway,365 Standard,951,290,3611,3674,8,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0102 Stanley Park - Second Beach North,0028 Davie & Beach,365 Corporate Plus,1243,392,3837,3953,8,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Standard Renewal,1243,505,3660,3715,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0126 Thurlow & Pendrell,0014 Canada Place,30 Day Pass,1909,471,3677,3842,9,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0037 Hornby & Nelson,0024 Hornby & Pender,365 Corporate Plus Renewal,871,235,3939,4047,9,10,0,0
2022-02-10 9:00,2022-02-10 9:00,0048 Comox & Broughton,0025 Homer & Robson (Vancouver Public Library),365 Corporate Standard Renewal,1890,433,3568,3694,8,8,0,0
2022-02-10 9:00,2022-02-10 9:00,0300 Bute & Barclay,0019 Robson & Hornby,365 Standard,690,268,3569,3647,8,9,0,0
2022-02-10 9:00,2022-02-10 9:00,0041 Cardero & Robson,0201 Shaw Tower,365 Corporate Standard,1227,258,3985,4067,8,11,0,0
