Departure,Return,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2021-11-03 21:00,2021-11-03 21:00,0087 Broughton & Burnaby,0040 Cardero & Davie,365 Corporate Plus,400,158,3827,3895,13,14,0,0
2021-11-03 21:00,2021-11-03 21:00,0015 Granville & Georgia,0088 Harwood & Bute,365 Standard,1829,510,3842,3992,13,16,0,0
2021-11-03 21:00,2021-11-03 21:00,0010 Stamps Landing,0174 1st & Manitoba,365 Corporate Plus Renewal,0,313,3461,3511,13,11,0,0
2021-11-03 21:00,2021-11-03 21:00,0025 Homer & Robson (Vancouver Public Library),0088 Harwood & Bute,30 Day Pass,1970,696,3966,4127,13,14,0,0
2021-11-03 21:00,2021-11-03 21:00,0244 10th & Commercial,0001 10th & Cambie,30 Day Pass,3305,766,3864,4029,13,14,0,0
2021-11-03 21:00,2021-11-03 21:00,0028 Davie & Beach,0177 Quebec & 1st,30 Day Pass,5397,942,4026,4245,13,16,0,0
2021-11-03 21:00,2021-11-03 21:00,0187 Bute & Davie,0047 Chilco & Beach,365 Plus,1304,357,3752,3821,13,14,0,0
2021-11-03 21:00,2021-11-03 22:00,0045 Beach & Hornby,0055 Keefer & Columbia,Community Pass,2472,902,3753,3947,13,14,0,0
2021-11-03 21:00,2021-11-03 22:00,0213 Pender & Gore,0066 Anderson & 2nd,Community Pass,4586,1535,3887,4022,12,12,0,0
2021-11-03 21:00,2021-11-03 22:00,0078 Nelson & Mainland,0002 Burrard Station (Melville & Dunsmuir),365 Day Founding Plus,7114,3450,4175,4225,14,15,1348,5
2021-11-03 22:00,2021-11-03 22:00,0218 Carrall & Seawall,0030 Abbott & Cordova,30 Day Pass,0,182,3790,3872,13,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0024 Hornby & Pender,0122 Haro & Denman,365 Standard,1937,536,3921,4064,13,15,0,0
2021-11-03 22:00,2021-11-03 22:00,0037 Hornby & Nelson,0032 Comox & Denman,30 Day Pass,1647,408,3887,4067,13,16,0,0
2021-11-03 22:00,2021-11-03 22:00,0045 Beach & Hornby,0053 Keefer & Abbott,365 Plus,2648,593,3939,4171,13,13,0,0
2021-11-03 22:00,2021-11-03 22:00,0123 Georgia & Thurlow,0199 Georgia & Main,30 Day Pass,2427,643,3837,3881,14,15,0,0
2021-11-03 22:00,2021-11-03 22:00,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,365 Standard,898,473,3934,4047,13,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0298 6th & Carolina,0298 6th & Carolina,365 Standard,0,365,3744,3826,13,12,0,0
2021-11-03 22:00,2021-11-03 22:00,0079 Nelson & Richards,0044 Pacific & Richards,365 Plus,759,177,3908,4009,13,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0148 Creekside Park North,0077 Vanier Park,365 Plus,4684,794,3866,4013,13,15,0,0
2021-11-03 22:00,2021-11-03 22:00,0079 Nelson & Richards,0044 Pacific & Richards,30 Day Pass,700,198,4053,4132,14,15,0,0
2021-11-03 22:00,2021-11-03 22:00,0011 Ontario & Seawall,0098 Carrall & Hastings,Community Pass,1480,568,3843,3943,12,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0287 Carolina & Great Northern Way,0218 Carrall & Seawall,365 Corporate Plus Renewal,2131,474,3784,3958,13,13,0,0
2021-11-03 22:00,2021-11-03 22:00,0138 Richards & Helmcken,0124 Richards & Cordova,30 Day Pass,1210,365,3963,4071,13,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0138 Richards & Helmcken,0197 1st & Scotia,30 Day Pass,3393,1166,3908,4153,13,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0001 10th & Cambie,0001 10th & Cambie,365 Plus,2,23,3702,3724,13,12,0,0
2021-11-03 22:00,2021-11-03 22:00,0005 Dunsmuir & Beatty,0199 Georgia & Main,365 Day Founding Standard,961,211,3930,4003,13,14,0,0
2021-11-03 22:00,2021-11-03 22:00,0227 Campbell & Hastings,0221 Glen & Union,Community Pass,1121,1002,4022,4121,13,12,0,0
2021-11-03 22:00,2021-11-03 22:00,0227 Campbell & Hastings,0221 Glen & Union,Community Pass,1121,1003,3877,4119,13,13,0,0
2021-11-03 22:00,2021-11-03 22:00,0005 Dunsmuir & Beatty,0187 Bute & Davie,365 Corporate Plus Renewal,2444,924,3897,4085,13,12,0,0
2021-11-03 22:00,2021-11-03 22:00,0016 Pender & Burrard,0032 Comox & Denman,365 Standard,1939,511,4011,4114,13,15,0,0
2021-11-03 22:00,2021-11-03 23:00,0005 Dunsmuir & Beatty,0215 Princess & Union,365 Standard,1566,432,3803,3910,13,15,0,0
2021-11-03 22:00,2021-11-03 23:00,0197 1st & Scotia,0273 Victoria & 4th,30 Day Pass,3303,896,3932,4103,13,15,0,0
2021-11-03 22:00,2021-11-03 23:00,0035 Coal Harbour Community Centre,0235 Charles & Commercial,365 Plus,5682,1356,3792,4047,13,13,0,0
2021-11-03 22:00,2021-11-03 23:00,0030 Abbott & Cordova,0032 Comox & Denman,365 Standard,3406,1179,3882,4067,13,15,0,0
2021-11-03 22:00,2021-11-03 23:00,0002 Burrard Station (Melville & Dunsmuir),0096 Nicola & Robson,365 Day Founding Plus,3610,3083,4169,4203,15,15,1589,4
2021-11-03 23:00,2021-11-03 23:00,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,30 Day Pass,992,542,3718,3805,12,13,0,0
2021-11-03 23:00,2021-11-03 23:00,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,30 Day Pass,1000,675,3782,3866,13,14,0,0
2021-11-03 23:00,2021-11-03 23:00,0027 Beatty & Nelson,0174 1st & Manitoba,365 Standard,2248,653,3876,4084,13,15,0,0
2021-11-03 23:00,2021-11-03 23:00,0179 11th & Kingsway,0079 Nelson & Richards,30 Day Pass,4145,913,3826,4040,13,13,0,0
2021-11-03 23:00,2021-11-03 23:00,0138 Richards & Helmcken,0036 Bute & Robson,30 Day Pass,1445,542,3813,3824,13,13,0,0
2021-11-03 23:00,2021-11-03 23:00,0088 Harwood & Bute,0096 Nicola & Robson,365 Standard,1259,327,3998,4103,13,16,0,0
2021-11-03 23:00,2021-11-03 23:00,0173 1st & Columbia,0070 10th & Granville,30 Day Pass,2991,780,3869,3979,13,16,0,0
2021-11-03 23:00,2021-11-03 23:00,0041 Cardero & Robson,0209 Stanley Park - Information Booth,30 Day Pass,2054,894,4006,4092,14,14,0,0
2021-11-03 23:00,2021-11-03 23:00,0041 Cardero & Robson,0209 Stanley Park - Information Booth,30 Day Pass,1848,895,3748,3874,13,14,0,0
2021-11-03 23:00,2021-11-03 23:00,0063 Robson & Granville,0041 Cardero & Robson,30 Day Pass,1349,663,3726,3835,13,14,0,0
2021-11-03 23:00,2021-11-03 23:00,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,0,16,3740,3802,13,12,0,0
2021-11-03 23:00,2021-11-03 23:00,0063 Robson & Granville,0041 Cardero & Robson,30 Day Pass,1304,777,3816,3953,13,12,0,0
2021-11-03 23:00,2021-11-04 0:00,0174 1st & Manitoba,0076 Cypress & 4th,30 Day Pass,3887,822,3694,3758,13,12,0,0
2021-11-03 23:00,2021-11-04 0:00,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,30 Day Pass,7447,2578,3782,4042,14,13,0,0
2021-11-03 23:00,2021-11-04 0:00,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,30 Day Pass,7449,2651,3666,3892,14,13,0,0
2021-11-03 23:00,2021-11-04 0:00,0005 Dunsmuir & Beatty,0084 Beach & Broughton,365 Plus,3730,1029,3911,4079,13,15,0,0
2021-11-04 0:00,2021-11-04 0:00,0102 Stanley Park - Second Beach North,0028 Davie & Beach,30 Day Pass,1210,519,3947,4029,13,13,0,0
2021-11-04 0:00,2021-11-04 0:00,0102 Stanley Park - Second Beach North,0028 Davie & Beach,30 Day Pass,1190,500,4009,4088,12,12,0,0
2021-11-04 0:00,2021-11-04 0:00,0019 Robson & Hornby,0048 Comox & Broughton,365 Standard,1306,468,3934,4048,13,15,0,0
2021-11-04 0:00,2021-11-04 0:00,0064 Expo & Smithe,0053 Keefer & Abbott,365 Plus,751,249,3679,3819,13,14,0,0
2021-11-04 0:00,2021-11-04 0:00,0122 Haro & Denman,0084 Beach & Broughton,365 Standard,1402,326,3843,4090,13,14,0,0
2021-11-04 0:00,2021-11-04 1:00,0239 Grant & Commercial,0190 Melville & Bute,365 Plus,5211,1220,3779,3974,12,15,0,0
2021-11-04 1:00,2021-11-04 1:00,0253 Charles & Woodland,0230 Alexander & Railway,365 Plus,2523,625,3960,4163,12,15,0,0
2021-11-04 1:00,2021-11-04 2:00,0173 1st & Columbia,0173 1st & Columbia,365 Plus,4790,2630,3843,4072,13,13,0,0
2021-11-04 2:00,2021-11-04 2:00,0096 Nicola & Robson,0093 Chilco & Robson,Community Pass,1000,578,3777,3908,13,14,0,0
2021-11-04 3:00,2021-11-04 3:00,0187 Bute & Davie,0032 Comox & Denman,30 Day Pass,1051,313,3835,3930,13,15,0,0
2021-11-04 4:00,2021-11-04 5:00,0124 Richards & Cordova,0079 Nelson & Richards,365 Plus,8016,3399,3814,3942,13,15,0,0
2021-11-04 5:00,2021-11-04 5:00,0093 Chilco & Robson,0073 Ontario & 5th,30 Day Pass,6556,1375,3989,4233,13,16,0,0
2021-11-04 5:00,2021-11-04 6:00,0079 Nelson & Richards,0079 Nelson & Richards,365 Plus,1888,638,3823,4000,15,15,0,0
2021-11-04 5:00,2021-11-04 7:00,0030 Abbott & Cordova,0193 Science World,30 Day Pass,1782,8172,3901,3863,14,13,0,0
2021-11-04 6:00,2021-11-04 6:00,0297 6th & Prince Edward,0297 6th & Prince Edward,365 Corporate Plus,0,19,3721,3848,13,12,0,0
2021-11-04 6:00,2021-11-04 6:00,0266 St Catherines & 7th,0225 McLean & Pender,365 Day Founding Standard,2666,864,3769,3884,14,16,0,0
2021-11-04 6:00,2021-11-04 6:00,0132 14th & Ontario,0001 10th & Cambie,365 Standard,1129,255,3669,3800,14,14,0,0
2021-11-04 6:00,2021-11-04 6:00,0041 Cardero & Robson,0002 Burrard Station (Melville & Dunsmuir),365 Plus,1402,403,3910,3985,13,16,0,0
2021-11-04 6:00,2021-11-04 6:00,0253 Charles & Woodland,0137 Beach & Seymour,30 Day Pass,5609,1379,3843,4056,13,16,0,0
2021-11-04 6:00,2021-11-04 6:00,0187 Bute & Davie,0102 Stanley Park - Second Beach North,30 Day Pass,3401,2788,3989,4151,13,15,0,0
2021-11-04 6:00,2021-11-04 6:00,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,974,274,3694,3882,14,16,0,0
2021-11-04 6:00,2021-11-04 7:00,0273 Victoria & 4th,0112 10th & Oak,365 Standard,5192,1283,3960,4167,13,15,0,0
2021-11-04 6:00,2021-11-04 7:00,0227 Campbell & Hastings,0227 Campbell & Hastings,365 Standard,1447,415,3982,4134,14,16,0,0
2021-11-04 6:00,2021-11-04 7:00,0032 Comox & Denman,0045 Beach & Hornby,365 Day Founding Plus,1958,426,3660,3784,13,15,0,0
2021-11-04 6:00,2021-11-04 7:00,0297 6th & Prince Edward,0024 Hornby & Pender,365 Corporate Plus,3693,1020,3689,3972,14,14,0,0
2021-11-04 6:00,2021-11-04 7:00,0297 6th & Prince Edward,0024 Hornby & Pender,365 Corporate Plus,3734,1071,3502,3653,14,16,0,0
2021-11-04 6:00,2021-11-04 7:00,0281 Windsor & 14th,0190 Melville & Bute,365 Standard,5752,1512,3989,4264,13,14,0,0
2021-11-04 7:00,2021-11-04 7:00,0176 10th & Ontario,0001 10th & Cambie,365 Day Pass Standard SALE,712,142,3882,4005,13,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0076 Cypress & 4th,0065 Cypress & Cornwall,30 Day Pass,510,144,3810,3926,13,14,0,0
2021-11-04 7:00,2021-11-04 7:00,0050 Bute & Comox,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus Renewal,1035,363,3856,3997,14,13,0,0
2021-11-04 7:00,2021-11-04 7:00,0088 Harwood & Bute,0024 Hornby & Pender,365 Corporate Standard Renewal,1974,422,3924,4077,14,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0187 Bute & Davie,0015 Granville & Georgia,365 Standard,1566,401,3924,4101,13,14,0,0
2021-11-04 7:00,2021-11-04 7:00,0076 Cypress & 4th,0065 Cypress & Cornwall,30 Day Pass,518,110,3992,4030,14,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0213 Pender & Gore,0190 Melville & Bute,365 Corporate Plus Renewal,3034,882,3877,3976,14,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0215 Princess & Union,0193 Science World,Community Pass,1315,290,3852,3992,13,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0265 St Catherines & 10th,0186 10th & Kingsway,365 Corporate Plus,949,357,3969,3997,14,13,0,0
2021-11-04 7:00,2021-11-04 7:00,0177 Quebec & 1st,0179 11th & Kingsway,365 Plus,1292,489,3929,4037,14,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0166 Alder & 11th,0001 10th & Cambie,365 Standard,1388,460,3808,3840,13,14,0,0
2021-11-04 7:00,2021-11-04 7:00,0187 Bute & Davie,0027 Beatty & Nelson,365 Standard,1711,527,3832,3940,14,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0087 Broughton & Burnaby,0039 Helmcken & Burrard,365 Standard,1131,315,3816,3879,14,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0138 Richards & Helmcken,0052 Cambie & Water,365 Standard,1480,458,3608,3750,14,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0089 Burrard & Drake,0021 Cordova & Granville,30 Day Pass,1903,533,3624,3776,14,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0007 12th & Yukon (City Hall),0039 Helmcken & Burrard,365 Standard,3308,764,3903,4034,14,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2191,751,4035,4187,14,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0123 Georgia & Thurlow,0021 Cordova & Granville,30 Day Pass,1151,297,3882,3995,15,14,0,0
2021-11-04 7:00,2021-11-04 7:00,0206 8th & Scotia,0221 Glen & Union,365 Plus,3222,655,3956,4103,14,16,0,0
2021-11-04 7:00,2021-11-04 7:00,0179 11th & Kingsway,0233 Thornton & National,365 Corporate Plus,2111,450,3950,4100,14,15,0,0
2021-11-04 7:00,2021-11-04 7:00,0174 1st & Manitoba,0197 1st & Scotia,365 Plus,712,252,3898,3971,14,15,0,0
2021-11-04 7:00,2021-11-04 8:00,0173 1st & Columbia,0039 Helmcken & Burrard,365 Corporate Standard Renewal,2987,945,3955,4156,13,14,0,0
2021-11-04 7:00,2021-11-04 8:00,0272 Pender & Victoria,0273 Victoria & 4th,365 Standard,1696,574,3924,4008,14,15,0,0
2021-11-04 7:00,2021-11-04 8:00,0087 Broughton & Burnaby,0073 Ontario & 5th,365 Corporate Plus Renewal,4678,1350,3863,4106,13,13,0,0
2021-11-04 7:00,2021-11-04 8:00,0115 Cypress & 16th,0099 Vancouver Art Gallery - North Plaza,365 Day Founding Standard,4290,1310,3763,3916,13,15,0,0
2021-11-04 7:00,2021-11-04 8:00,0096 Nicola & Robson,0137 Beach & Seymour,30 Day Pass,2603,912,3968,4111,14,16,0,0
2021-11-04 7:00,2021-11-04 8:00,0050 Bute & Comox,0006 Olympic Village Station,365 Corporate Plus Renewal,3007,949,3937,4101,13,16,0,0
2021-11-04 7:00,2021-11-04 8:00,0166 Alder & 11th,0014 Canada Place,365 Standard,5374,1454,3818,4088,13,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0229 Keefer & Princess,0222 Adanac & McLean,Community Pass,1535,427,3948,4048,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0005 Dunsmuir & Beatty,0212 Union & Dunlevy,30 Day Pass,1174,420,3810,3963,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0255 18th & Main,0112 10th & Oak,365 Day Founding Standard,2666,671,3839,3945,13,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0244 10th & Commercial,0980 Workshop - Balancer Bike Check In,VIP,2282,692,3752,3864,13,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0197 1st & Scotia,0053 Keefer & Abbott,365 Plus,1835,422,3905,4034,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0060 Bidwell & Burnaby,0052 Cambie & Water,365 Standard,3679,957,3716,3908,14,12,0,0
2021-11-04 8:00,2021-11-04 8:00,0180 Columbia & 14th,0198 5th & Main,365 Standard,1723,508,3843,3955,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0166 Alder & 11th,0008 8th & Ash,365 Corporate Plus,1290,369,3666,3784,14,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0298 6th & Carolina,0253 Charles & Woodland,365 Corporate Plus Renewal,0,797,3724,3774,14,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0079 Nelson & Richards,0005 Dunsmuir & Beatty,365 Plus,1131,305,3903,3922,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0148 Creekside Park North,0232 Britannia Parking Lot,Community Pass,2854,1015,3874,4132,13,11,0,0
2021-11-04 8:00,2021-11-04 8:00,0227 Campbell & Hastings,0232 Britannia Parking Lot,Community Pass,1496,547,3776,3879,13,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0174 1st & Manitoba,0053 Keefer & Abbott,365 Standard,1664,353,3956,4126,13,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0050 Bute & Comox,0050 Bute & Comox,365 Corporate Plus Renewal,1317,815,3855,3937,14,15,440,1
2021-11-04 8:00,2021-11-04 8:00,0171 5th & Yukon,0007 12th & Yukon (City Hall),365 Plus,757,424,3715,3782,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0190 Melville & Bute,0035 Coal Harbour Community Centre,365 Standard,488,103,3984,4072,15,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0060 Bidwell & Burnaby,0089 Burrard & Drake,365 Standard,1253,389,3935,4016,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0055 Keefer & Columbia,0053 Keefer & Abbott,365 Corporate Plus Renewal,506,135,4050,4117,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0227 Campbell & Hastings,0006 Olympic Village Station,365 Corporate Plus,3681,951,4034,4229,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0177 Quebec & 1st,0064 Expo & Smithe,365 Standard,1915,672,3939,4051,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0137 Beach & Seymour,0006 Olympic Village Station,365 Day Founding Plus,2762,645,3990,4106,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0050 Bute & Comox,0126 Thurlow & Pendrell,365 Day Founding Plus,402,127,3847,3905,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0173 1st & Columbia,0122 Haro & Denman,365 Corporate Standard Renewal,5948,1537,4021,4200,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0173 1st & Columbia,0161 Alexander & Dunlevy,365 Plus,2973,801,3706,3868,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0053 Keefer & Abbott,0054 Expo & Carrall,Community Pass,467,168,3919,3992,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,2395,695,3929,4090,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0143 South False Creek Seawall,0055 Keefer & Columbia,365 Day Founding Standard,3228,733,3890,4066,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0137 Beach & Seymour,0011 Ontario & Seawall,365 Corporate Plus,3183,746,3919,4087,15,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0075 Arbutus & 10th,0113 Arbutus & 16th,365 Day Pass Plus SALE,716,302,3924,4076,13,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0050 Bute & Comox,0005 Dunsmuir & Beatty,30 Day Pass,2199,845,3856,3960,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0027 Beatty & Nelson,0066 Anderson & 2nd,365 Corporate Plus,3259,669,4008,4164,13,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,943,383,3998,4084,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0110 5th & Arbutus,0066 Anderson & 2nd,365 Standard,1429,261,3673,3629,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0050 Bute & Comox,0099 Vancouver Art Gallery - North Plaza,365 Standard,1304,366,3856,3966,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0070 10th & Granville,0112 10th & Oak,365 Corporate Plus Renewal,996,355,3882,3945,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2360,872,3993,4113,15,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0186 10th & Kingsway,0193 Science World,365 Corporate Standard,1968,452,3939,4074,13,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0124 Richards & Cordova,0123 Georgia & Thurlow,365 Plus,1294,433,3932,4050,15,17,0,0
2021-11-04 8:00,2021-11-04 8:00,0134 14th & Main,0001 10th & Cambie,365 Plus,1433,407,3752,3863,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0026 Beatty & Robson,0078 Nelson & Mainland,365 Standard,481,181,3921,4005,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0004 Yaletown-Roundhouse Station,0024 Hornby & Pender,365 Plus,16,468,3637,3698,14,12,0,0
2021-11-04 8:00,2021-11-04 8:00,0283 15th & Knight,0244 10th & Commercial,365 Standard,910,279,3700,3853,13,12,0,0
2021-11-04 8:00,2021-11-04 8:00,0045 Beach & Hornby,0161 Alexander & Dunlevy,Community Pass,4257,907,3864,4090,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0093 Chilco & Robson,0201 Shaw Tower,365 Plus,2235,522,3929,4121,13,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0197 1st & Scotia,0174 1st & Manitoba,365 Plus,718,339,3905,3964,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0140 Burrard & 7th,0112 10th & Oak,30 Day Pass,1833,657,3715,3829,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0096 Nicola & Robson,0014 Canada Place,365 Standard,1703,633,3918,4061,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0104 Stanley Park - Second Beach South,0011 Ontario & Seawall,365 Standard,6248,1133,4035,4306,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0282 14th & Fraser,0079 Nelson & Richards,365 Corporate Plus,4623,1097,4058,4250,14,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0174 1st & Manitoba,0191 7th & Laurel,365 Corporate Plus Renewal,1607,374,3958,4119,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0174 1st & Manitoba,0010 Stamps Landing,365 Corporate Plus Renewal,0,274,3460,3507,14,13,0,0
2021-11-04 8:00,2021-11-04 8:00,0092 Chilco & Barclay,0039 Helmcken & Burrard,365 Standard,2007,728,3963,4058,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0089 Burrard & Drake,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Standard,1104,393,4034,4121,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0087 Broughton & Burnaby,0201 Shaw Tower,365 Corporate Plus Renewal,1809,564,4016,4151,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0005 Dunsmuir & Beatty,0136 David Lam Park - West,365 Plus,2205,611,3889,4121,14,17,0,0
2021-11-04 8:00,2021-11-04 8:00,0148 Creekside Park North,0028 Davie & Beach,365 Corporate Standard,4778,1085,3980,4229,14,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0087 Broughton & Burnaby,0193 Science World,365 Day Founding Plus,3710,928,3814,3976,14,17,0,0
2021-11-04 8:00,2021-11-04 8:00,0193 Science World,0006 Olympic Village Station,Community Pass,1784,381,3926,4072,14,14,0,0
2021-11-04 8:00,2021-11-04 8:00,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,737,165,3821,3885,14,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0072 14th & Cambie,0071 14th & Granville,Archived Monthly Plus,1843,602,3939,4079,13,15,0,0
2021-11-04 8:00,2021-11-04 8:00,0219 Hawks & Union,0024 Hornby & Pender,365 Standard,2860,674,3893,4051,13,16,0,0
2021-11-04 8:00,2021-11-04 8:00,0192 7th &  Alder,0159 Vine & 4th,365 Standard,2284,632,3942,4100,14,16,0,0
2021-11-04 8:00,2021-11-04 9:00,0228 Keefer & Hawks,0177 Quebec & 1st,365 Day Founding Standard,2142,601,3900,4088,13,15,0,0
2021-11-04 8:00,2021-11-04 9:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Plus,1482,432,3735,3797,14,15,0,0
2021-11-04 8:00,2021-11-04 9:00,0219 Hawks & Union,0148 Creekside Park North,365 Corporate Plus,1386,287,3995,4103,14,15,0,0
2021-11-04 8:00,2021-11-04 9:00,0050 Bute & Comox,0143 South False Creek Seawall,365 Corporate Plus,3998,715,4006,4196,13,15,0,0
2021-11-04 8:00,2021-11-04 9:00,0198 5th & Main,0230 Alexander & Railway,365 Standard,2650,628,3913,4040,14,16,0,0
2021-11-04 8:00,2021-11-04 9:00,0213 Pender & Gore,0148 Creekside Park North,30 Day Pass,951,389,3785,3926,14,13,0,0
2021-11-04 8:00,2021-11-04 9:00,0065 Cypress & Cornwall,0024 Hornby & Pender,30 Day Pass,3038,1018,3763,3960,14,16,0,0
2021-11-04 8:00,2021-11-04 9:00,0053 Keefer & Abbott,0019 Robson & Hornby,30 Day Pass,1619,613,4011,4171,14,13,0,0
2021-11-04 8:00,2021-11-04 9:00,0159 Vine & 4th,0016 Pender & Burrard,365 Plus,4102,900,4006,4187,14,15,0,0
2021-11-04 8:00,2021-11-04 9:00,0176 10th & Ontario,0224 Pender & Commercial,365 Plus,4684,1269,3921,4138,14,16,0,0
2021-11-04 8:00,2021-11-04 13:00,0001 10th & Cambie,0112 10th & Oak,365 Day Pass Plus SALE,925,327,3782,3734,13,13,0,0
2021-11-04 9:00,2021-11-04 9:00,0050 Bute & Comox,0012 Dunsmuir & Richards,30 Day Pass,2338,975,3942,4093,14,15,0,0
2021-11-04 9:00,2021-11-04 9:00,0205 Pine & 10th,0019 Robson & Hornby,365 Standard,3502,1045,3814,4026,13,14,0,0
2021-11-04 9:00,2021-11-04 9:00,0186 10th & Kingsway,0070 10th & Granville,365 Corporate Plus Renewal,3126,806,3947,4126,13,15,0,0
2021-11-04 9:00,2021-11-04 9:00,0193 Science World,0066 Anderson & 2nd,365 Plus,3438,824,3637,3803,14,14,0,0
2021-11-04 9:00,2021-11-04 9:00,0190 Melville & Bute,0230 Alexander & Railway,365 Corporate Plus Renewal,3154,1356,3916,3998,14,15,234,1
2021-11-04 9:00,2021-11-04 9:00,0027 Beatty & Nelson,0073 Ontario & 5th,365 Standard,2558,614,3805,3989,14,16,0,0
2021-11-04 9:00,2021-11-04 9:00,0126 Thurlow & Pendrell,0014 Canada Place,30 Day Pass,1921,541,3843,3935,15,17,0,0
2021-11-04 9:00,2021-11-04 9:00,0112 10th & Oak,0193 Science World,30 Day Pass,3022,669,4021,4172,13,16,0,0
2021-11-04 9:00,2021-11-04 9:00,0212 Union & Dunlevy,0232 Britannia Parking Lot,Community Pass,1980,558,4055,4196,13,15,0,0
