Departure,Return,Departure station,Return station,Memebership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2022-01-02 15:00,2022-01-02 15:00,0100 Stanley Park - Prospect Point,0102 Stanley Park - Second Beach North,30 Day Pass,2971,974,4008,4113,6,5,0,0
2022-01-02 15:00,2022-01-02 15:00,0190 Melville & Bute,0125 Hamilton & Robson,365 Day Pass Plus SALE,1705,646,3706,3850,6,7,0,0
2022-01-02 15:00,2022-01-02 15:00,0009 Spyglass & Seawall,0212 Union & Dunlevy,Community Pass,2544,3019,3547,3616,7,6,0,0
2022-01-02 15:00,2022-01-02 15:00,0223 Commercial & Adanac,0222 Adanac & McLean,365 Day Pass Standard SALE,251,1984,3676,3671,6,5,0,0
2022-01-02 15:00,2022-01-02 15:00,0014 Canada Place,0122 Haro & Denman,365 Day Founding Plus,2470,785,3816,4108,6,7,0,0
2022-01-02 15:00,2022-01-02 15:00,0206 8th & Scotia,0266 St Catherines & 7th,30 Day Pass,1315,398,3842,3935,7,8,0,0
2022-01-02 15:00,2022-01-02 16:00,0227 Campbell & Hastings,0227 Campbell & Hastings,Community Pass,387,826,3616,3713,6,6,542,1
2022-01-02 15:00,2022-01-02 16:00,0098 Carrall & Hastings,0223 Commercial & Adanac,Community Pass,8261,2888,3410,3690,6,7,0,0
2022-01-02 16:00,2022-01-02 16:00,0187 Bute & Davie,0036 Bute & Robson,365 Standard,628,351,3934,3968,5,4,0,0
2022-01-02 16:00,2022-01-02 16:00,0089 Burrard & Drake,0063 Robson & Granville,365 Corporate Plus,1092,421,3784,3863,6,7,0,0
2022-01-02 16:00,2022-01-02 16:00,0030 Abbott & Cordova,0030 Abbott & Cordova,365 Corporate Plus Renewal,2180,887,3779,3860,7,6,287,1
2022-01-02 16:00,2022-01-02 16:00,0058 Homer & Smithe,0064 Expo & Smithe,365 Corporate Plus Renewal,461,211,3782,3881,6,4,0,0
2022-01-02 16:00,2022-01-02 16:00,0300 Bute & Barclay,0040 Cardero & Davie,365 Standard,1008,425,3895,3976,7,7,0,0
2022-01-02 16:00,2022-01-02 16:00,0215 Princess & Union,0137 Beach & Seymour,365 Standard,3726,756,3842,4042,5,6,0,0
2022-01-02 16:00,2022-01-02 16:00,0053 Keefer & Abbott,0081 7th & Heather,365 Standard,3150,780,3694,3826,8,10,0,0
2022-01-02 16:00,2022-01-02 16:00,0136 David Lam Park - West,0011 Ontario & Seawall,30 Day Pass,2764,1044,3779,3956,5,6,0,0
2022-01-02 16:00,2022-01-02 16:00,0300 Bute & Barclay,0047 Chilco & Beach,30 Day Pass,1566,463,3821,3947,6,8,0,0
2022-01-02 16:00,2022-01-02 16:00,0173 1st & Columbia,0173 1st & Columbia,VIP,8,22,3660,3715,6,6,0,0
2022-01-02 16:00,2022-01-02 16:00,0045 Beach & Hornby,0078 Nelson & Mainland,Community Pass,1952,914,3821,3980,7,7,0,0
2022-01-02 16:00,2022-01-02 16:00,0028 Davie & Beach,0136 David Lam Park - West,30 Day Pass,2568,840,3926,4148,6,8,0,0
2022-01-02 16:00,2022-01-02 16:00,0136 David Lam Park - West,0053 Keefer & Abbott,365 Plus,2313,969,3566,3781,6,4,0,0
2022-01-02 16:00,2022-01-02 17:00,0040 Cardero & Davie,0089 Burrard & Drake,365 Day Founding Plus,1208,833,3521,3650,7,8,310,1
2022-01-02 16:00,2022-01-02 17:00,0035 Coal Harbour Community Centre,0035 Coal Harbour Community Centre,24 Hour,7865,3293,3853,4056,6,6,0,0
2022-01-02 16:00,2022-01-02 17:00,0035 Coal Harbour Community Centre,0035 Coal Harbour Community Centre,24 Hour,7647,3295,3756,4087,6,6,0,0
2022-01-02 16:00,2022-01-02 17:00,0035 Coal Harbour Community Centre,0035 Coal Harbour Community Centre,24 Hour,7704,3336,3569,3910,6,6,0,0
2022-01-02 17:00,2022-01-02 17:00,0087 Broughton & Burnaby,0037 Hornby & Nelson,30 Day Pass,1292,462,3698,3795,6,6,0,0
2022-01-02 17:00,2022-01-02 17:00,0223 Commercial & Adanac,0212 Union & Dunlevy,Community Pass,1943,596,3731,3856,5,7,0,0
2022-01-02 17:00,2022-01-02 17:00,0223 Commercial & Adanac,0223 Commercial & Adanac,Community Pass,0,17,3745,3797,5,5,0,0
2022-01-02 17:00,2022-01-02 17:00,0070 10th & Granville,0189 Granville Island,30 Day Pass,1429,373,3689,3747,6,8,0,0
2022-01-02 17:00,2022-01-02 17:00,0001 10th & Cambie,0179 11th & Kingsway,365 Corporate Plus Renewal,1294,456,3608,3732,5,6,0,0
2022-01-02 17:00,2022-01-02 17:00,0053 Keefer & Abbott,0148 Creekside Park North,365 Standard,843,291,3573,3744,7,8,0,0
2022-01-02 17:00,2022-01-02 18:00,0206 8th & Scotia,0058 Homer & Smithe,365 Standard,3342,1610,3594,3752,5,6,0,0
2022-01-02 17:00,2022-01-02 18:00,0129 Richards & Robson,0058 Homer & Smithe,365 Plus,1082,1825,3745,3813,7,7,1418,2
2022-01-02 18:00,2022-01-02 18:00,0063 Robson & Granville,0044 Pacific & Richards,30 Day Pass,1257,480,3613,3763,7,6,0,0
2022-01-02 18:00,2022-01-02 18:00,0037 Hornby & Nelson,0040 Cardero & Davie,30 Day Pass,1551,571,3578,3819,6,6,0,0
2022-01-02 18:00,2022-01-02 18:00,0089 Burrard & Drake,0040 Cardero & Davie,365 Day Founding Plus,1208,280,3763,3961,6,8,0,0
2022-01-02 18:00,2022-01-02 18:00,0096 Nicola & Robson,0019 Robson & Hornby,365 Day Founding Plus,1065,390,3922,4142,6,5,0,0
2022-01-02 18:00,2022-01-02 18:00,0005 Dunsmuir & Beatty,0030 Abbott & Cordova,365 Standard,500,250,3565,3744,5,4,0,0
2022-01-02 18:00,2022-01-02 18:00,0041 Cardero & Robson,0084 Beach & Broughton,30 Day Pass,1335,447,3689,3782,7,8,0,0
2022-01-02 18:00,2022-01-02 18:00,0058 Homer & Smithe,0044 Pacific & Richards,365 Corporate Plus Renewal,896,268,3742,3852,6,8,0,0
2022-01-02 18:00,2022-01-02 18:00,0044 Pacific & Richards,0063 Robson & Granville,30 Day Pass,1282,442,3608,3831,8,8,0,0
2022-01-02 18:00,2022-01-02 18:00,0044 Pacific & Richards,0044 Pacific & Richards,30 Day Pass,0,23,3632,3790,7,6,0,0
2022-01-02 18:00,2022-01-02 18:00,0044 Pacific & Richards,0044 Pacific & Richards,30 Day Pass,0,22,3692,3808,7,6,0,0
2022-01-02 19:00,2022-01-02 19:00,0139 Burrard & 4th,0147 Chestnut & McNicoll,365 Corporate Standard Renewal,1037,252,3597,3721,6,6,0,0
2022-01-02 19:00,2022-01-02 19:00,0081 7th & Heather,0172 10th & Columbia,365 Day Founding Standard,1055,394,3597,3795,7,9,0,0
2022-01-02 19:00,2022-01-02 19:00,0066 Anderson & 2nd,0140 Burrard & 7th,30 Day Pass,998,343,3658,3748,6,7,0,0
2022-01-02 19:00,2022-01-02 19:00,0193 Science World,0143 South False Creek Seawall,365 Corporate Standard Renewal,2474,491,3816,3919,5,7,0,0
2022-01-02 19:00,2022-01-02 20:00,0030 Abbott & Cordova,0174 1st & Manitoba,30 Day Pass,2029,676,3665,3785,6,5,0,0
2022-01-02 20:00,2022-01-02 20:00,0084 Beach & Broughton,0028 Davie & Beach,30 Day Pass,835,220,3650,3787,6,6,0,0
2022-01-02 20:00,2022-01-02 20:00,0124 Richards & Cordova,0150 Alexander & Main,Community Pass,1098,1298,3526,3703,6,8,863,1
2022-01-02 20:00,2022-01-02 21:00,0039 Helmcken & Burrard,0108 1st & Chestnut,30 Day Pass,2062,1751,3766,3771,6,7,18,1
2022-01-02 20:00,2022-01-02 21:00,0239 Grant & Commercial,0280 Triumph & Victoria,365 Standard,1880,628,3861,3990,7,8,0,0
2022-01-02 21:00,2022-01-02 21:00,0015 Granville & Georgia,0036 Bute & Robson,365 Standard,906,399,3732,3842,6,7,0,0
2022-01-02 21:00,2022-01-02 22:00,0028 Davie & Beach,0041 Cardero & Robson,30 Day Pass,1347,514,3706,3787,7,8,0,0
2022-01-02 22:00,2022-01-02 22:00,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),Community Pass,1306,403,3632,3756,6,8,0,0
2022-01-02 22:00,2022-01-02 22:00,0108 1st & Chestnut,0139 Burrard & 4th,365 Corporate Standard Renewal,394,184,3881,3911,3,4,0,0
2022-01-02 23:00,2022-01-02 23:00,0174 1st & Manitoba,0030 Abbott & Cordova,30 Day Pass,2058,575,3881,3982,5,6,0,0
2022-01-02 23:00,2022-01-02 23:00,0187 Bute & Davie,0122 Haro & Denman,365 Standard,0,1251,3713,3802,6,5,0,0
2022-01-02 23:00,2022-01-02 23:00,0066 Anderson & 2nd,0212 Union & Dunlevy,365 Standard,4292,1186,3898,4159,5,6,0,0
2022-01-03 0:00,2022-01-03 0:00,0036 Bute & Robson,0015 Granville & Georgia,365 Standard,1110,1592,3782,3985,5,4,0,0
2022-01-03 0:00,2022-01-03 0:00,0019 Robson & Hornby,0096 Nicola & Robson,365 Day Founding Plus,1039,303,3724,3831,5,7,0,0
2022-01-03 0:00,2022-01-03 0:00,0076 Cypress & 4th,0032 Comox & Denman,365 Plus,3516,986,3631,3811,5,6,0,0
2022-01-03 1:00,2022-01-03 1:00,0037 Hornby & Nelson,0126 Thurlow & Pendrell,30 Day Pass,739,229,3594,3810,6,7,0,0
2022-01-03 1:00,2022-01-03 2:00,0139 Burrard & 4th,0300 Bute & Barclay,365 Standard,2950,679,3893,3998,4,6,0,0
2022-01-03 2:00,2022-01-03 2:00,0255 18th & Main,0112 10th & Oak,365 Standard,2775,789,3735,3951,5,7,0,0
2022-01-03 2:00,2022-01-03 2:00,0187 Bute & Davie,0087 Broughton & Burnaby,30 Day Pass,410,117,3655,3777,6,6,0,0
2022-01-03 2:00,2022-01-03 2:00,0005 Dunsmuir & Beatty,0030 Abbott & Cordova,30 Day Pass,1799,1770,3723,3853,5,5,0,0
2022-01-03 4:00,2022-01-03 4:00,0173 1st & Columbia,0177 Quebec & 1st,365 Plus,639,221,3740,3860,6,7,0,0
2022-01-03 4:00,2022-01-03 4:00,0047 Chilco & Beach,0036 Bute & Robson,365 Standard,1768,737,3686,3803,6,5,0,0
2022-01-03 4:00,2022-01-03 4:00,0074 10th & Main,0001 10th & Cambie,365 Plus,912,324,3665,3724,6,7,0,0
2022-01-03 4:00,2022-01-03 4:00,0266 St Catherines & 7th,0225 McLean & Pender,365 Day Founding Standard,2697,965,3831,3951,5,8,0,0
2022-01-03 7:00,2022-01-03 7:00,0032 Comox & Denman,0089 Burrard & Drake,365 Standard,1647,616,3781,3895,5,6,0,0
2022-01-03 8:00,2022-01-03 8:00,0063 Robson & Granville,0089 Burrard & Drake,365 Corporate Standard,32,330,3744,3763,5,4,0,0
2022-01-03 8:00,2022-01-03 8:00,0025 Homer & Robson (Vancouver Public Library),0124 Richards & Cordova,30 Day Pass,786,362,3756,3842,4,5,0,0
2022-01-03 8:00,2022-01-03 8:00,0044 Pacific & Richards,0123 Georgia & Thurlow,365 Plus,1986,701,3595,3792,6,5,0,0
2022-01-03 8:00,2022-01-03 8:00,0089 Burrard & Drake,0063 Robson & Granville,365 Corporate Standard,0,366,3679,3790,5,4,0,0
2022-01-03 8:00,2022-01-03 8:00,0171 5th & Yukon,0081 7th & Heather,30 Day Pass,720,266,3847,3989,4,3,0,0
2022-01-03 8:00,2022-01-03 8:00,0069 7th & Granville,0075 Arbutus & 10th,365 Standard,1388,320,3550,3747,4,6,0,0
2022-01-03 8:00,2022-01-03 9:00,0089 Burrard & Drake,0081 7th & Heather,365 Standard,3042,758,3726,4018,4,7,0,0
2022-01-03 9:00,2022-01-03 9:00,0005 Dunsmuir & Beatty,0024 Hornby & Pender,365 Day Pass Plus SALE,1035,572,3845,3939,5,6,0,0
2022-01-03 9:00,2022-01-03 9:00,0207 Alberni & Jervis,0058 Homer & Smithe,365 Plus,1502,560,3761,3893,5,6,0,0
2022-01-03 9:00,2022-01-03 9:00,0170 8th & Yukon,0165 Columbia & 5th,365 Plus,510,213,3589,3700,4,5,0,0
2022-01-03 9:00,2022-01-03 9:00,0048 Comox & Broughton,0125 Hamilton & Robson,365 Corporate Standard Renewal,2046,486,3708,3911,4,7,0,0
2022-01-03 9:00,2022-01-03 9:00,0044 Pacific & Richards,0108 1st & Chestnut,30 Day Pass,1931,505,3698,3705,5,7,0,0
2022-01-03 9:00,2022-01-03 9:00,0011 Ontario & Seawall,0055 Keefer & Columbia,365 Plus,1027,221,3571,3769,4,4,0,0
2022-01-03 9:00,2022-01-03 9:00,0173 1st & Columbia,0011 Ontario & Seawall,365 Plus,520,184,3337,3531,4,5,0,0
2022-01-03 10:00,2022-01-03 10:00,0087 Broughton & Burnaby,0028 Davie & Beach,365 Day Founding Plus,686,173,3521,3624,6,6,0,0
2022-01-03 10:00,2022-01-03 10:00,0055 Keefer & Columbia,0174 1st & Manitoba,365 Plus,1329,399,3636,3797,5,5,0,0
2022-01-03 10:00,2022-01-03 10:00,0150 Alexander & Main,0014 Canada Place,365 Plus,1257,358,3879,3987,5,7,0,0
2022-01-03 10:00,2022-01-03 10:00,0174 1st & Manitoba,0053 Keefer & Abbott,365 Standard,1647,339,3619,3895,4,6,0,0
2022-01-03 10:00,2022-01-03 11:00,0032 Comox & Denman,0037 Hornby & Nelson,365 Day Founding Plus,1717,699,3666,3811,5,6,0,0
2022-01-03 10:00,2022-01-03 11:00,0087 Broughton & Burnaby,0093 Chilco & Robson,365 Corporate Standard Renewal,1929,547,3576,3713,4,6,0,0
2022-01-03 10:00,2022-01-03 11:00,0211 14th & Alder,0255 18th & Main,30 Day Pass,2740,1072,3552,3732,6,6,0,0
2022-01-03 11:00,2022-01-03 11:00,0266 St Catherines & 7th,0262 8th & Prince Edward,365 Corporate Standard,1045,279,3734,3881,5,7,0,0
2022-01-03 11:00,2022-01-03 11:00,0035 Coal Harbour Community Centre,0104 Stanley Park - Second Beach South,365 Plus,2338,695,3790,3956,6,4,0,0
2022-01-03 11:00,2022-01-03 11:00,0282 14th & Fraser,0012 Dunsmuir & Richards,30 Day Pass,4925,1338,3608,3829,6,7,0,0
2022-01-03 11:00,2022-01-03 11:00,0004 Yaletown-Roundhouse Station,0082 Richards & Davie,365 Plus,296,249,3872,3934,4,6,0,0
2022-01-03 11:00,2022-01-03 11:00,0079 Nelson & Richards,0079 Nelson & Richards,365 Day Founding Standard,11358.33,1363,3768,3840,6,7,63,1
2022-01-03 11:00,2022-01-03 11:00,0079 Nelson & Richards,0079 Nelson & Richards,365 Day Founding Standard,0,17,3342,3449,6,5,0,0
2022-01-03 11:00,2022-01-03 11:00,0201 Shaw Tower,0150 Alexander & Main,365 Plus,3305,898,3537,3806,6,8,0,0
2022-01-03 11:00,2022-01-03 11:00,0283 15th & Knight,0005 Dunsmuir & Beatty,365 Day Founding Plus,5380,1634,3608,3842,6,9,0,0
2022-01-03 11:00,2022-01-03 11:00,0088 Harwood & Bute,0036 Bute & Robson,Community Pass,894,359,3856,3939,6,7,0,0
2022-01-03 11:00,2022-01-03 11:00,0024 Hornby & Pender,0030 Abbott & Cordova,365 Day Pass Plus SALE,1100,556,3863,3964,7,7,0,0
2022-01-03 11:00,2022-01-03 12:00,0229 Keefer & Princess,0229 Keefer & Princess,365 Plus,1860,2634,3758,3940,5,6,1161,1
2022-01-03 12:00,2022-01-03 12:00,0187 Bute & Davie,0187 Bute & Davie,365 Corporate Plus Renewal,0,16,3616,3698,7,6,0,0
2022-01-03 12:00,2022-01-03 12:00,0212 Union & Dunlevy,0224 Pender & Commercial,365 Standard,2219,483,3537,3752,6,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0008 8th & Ash,0011 Ontario & Seawall,365 Plus,1950,644,3711,3969,7,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0039 Helmcken & Burrard,0088 Harwood & Bute,Community Pass,841,283,3814,3945,6,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0040 Cardero & Davie,0122 Haro & Denman,30 Day Pass,822,204,3810,3966,5,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0009 Spyglass & Seawall,0057 Marinaside & Cooperage,365 Day Founding Plus,1364,336,3487,3647,6,8,0,0
2022-01-03 12:00,2022-01-03 12:00,0031 Morton & Denman,0102 Stanley Park - Second Beach North,Community Pass,1131,624,3650,3715,7,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0262 8th & Prince Edward,0266 St Catherines & 7th,365 Corporate Standard,1063,306,3758,3887,6,8,0,0
2022-01-03 12:00,2022-01-03 12:00,0005 Dunsmuir & Beatty,0079 Nelson & Richards,365 Corporate Standard,1149,477,3656,3808,6,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0088 Harwood & Bute,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,1745,766,3621,3797,5,6,0,0
2022-01-03 12:00,2022-01-03 12:00,0074 10th & Main,0109 7th & Arbutus,365 Standard,4159,1454,3660,3819,7,9,0,0
2022-01-03 12:00,2022-01-03 12:00,0199 Georgia & Main,0019 Robson & Hornby,30 Day Pass,2256,814,3698,3947,5,7,0,0
2022-01-03 12:00,2022-01-03 12:00,0300 Bute & Barclay,0122 Haro & Denman,Community Pass,931,413,3640,3739,6,6,0,0
2022-01-03 12:00,2022-01-03 13:00,0187 Bute & Davie,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,2413,713,3589,3790,7,8,0,0
2022-01-03 12:00,2022-01-03 13:00,0142 Beach & Cardero,0087 Broughton & Burnaby,365 Day Founding Plus,8449,2686,3534,3811,6,9,0,0
2022-01-03 12:00,2022-01-03 13:00,0058 Homer & Smithe,0028 Davie & Beach,365 Day Founding Plus,4557,2066,3645,3855,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0079 Nelson & Richards,0015 Granville & Georgia,365 Day Founding Standard,824,356,3602,3719,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0089 Burrard & Drake,0087 Broughton & Burnaby,365 Standard,718,249,3698,3808,7,8,0,0
2022-01-03 13:00,2022-01-03 13:00,0174 1st & Manitoba,0010 Stamps Landing,365 Day Founding Standard,1212,281,3694,3806,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0039 Helmcken & Burrard,0177 Quebec & 1st,30 Day Pass,3246,844,3800,4000,6,9,0,0
2022-01-03 13:00,2022-01-03 13:00,0193 Science World,0024 Hornby & Pender,30 Day Pass,2184,1035,3507,3557,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0222 Adanac & McLean,0283 15th & Knight,365 Day Founding Plus,2646,1038,3589,3916,7,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0011 Ontario & Seawall,0008 8th & Ash,365 Plus,2393,1122,3497,3661,7,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0088 Harwood & Bute,0039 Helmcken & Burrard,365 Standard,5658.33,679,3756,3832,5,5,0,0
2022-01-03 13:00,2022-01-03 13:00,0036 Bute & Robson,0082 Richards & Davie,365 Day Founding Standard,1623,614,3761,3968,7,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0072 14th & Cambie,0071 14th & Granville,365 Plus,1799,645,3739,3895,5,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0142 Beach & Cardero,0045 Beach & Hornby,365 Standard,1237,411,3589,3710,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0110 5th & Arbutus,0203 Pine & 14th,365 Corporate Standard Renewal,1686,533,3715,3789,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0198 5th & Main,0019 Robson & Hornby,365 Plus,3730,998,3785,3924,6,7,0,0
2022-01-03 13:00,2022-01-03 13:00,0082 Richards & Davie,0011 Ontario & Seawall,365 Day Founding Standard,5637,1344,3727,3924,6,9,0,0
2022-01-03 13:00,2022-01-03 13:00,0005 Dunsmuir & Beatty,0222 Adanac & McLean,365 Day Founding Plus,2899,994,3623,3742,7,7,0,0
2022-01-03 13:00,2022-01-03 14:00,0073 Ontario & 5th,0053 Keefer & Abbott,365 Day Pass Plus SALE,0,807,3528,3563,8,6,0,0
2022-01-03 13:00,2022-01-03 14:00,0089 Burrard & Drake,0087 Broughton & Burnaby,365 Standard,812,320,3432,3661,7,9,0,0
2022-01-03 13:00,2022-01-03 14:00,0012 Dunsmuir & Richards,0212 Union & Dunlevy,365 Standard,1605,400,3750,3914,7,6,0,0
2022-01-03 13:00,2022-01-03 14:00,0209 Stanley Park - Information Booth,0100 Stanley Park - Prospect Point,30 Day Pass,5850,3329,3764,3913,6,5,25,1
2022-01-03 13:00,2022-01-03 14:00,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,30 Day Pass,1014,669,3740,3814,7,8,0,0
2022-01-03 13:00,2022-01-03 14:00,0230 Alexander & Railway,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Plus SALE,2546,722,3800,3926,6,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0087 Broughton & Burnaby,0126 Thurlow & Pendrell,365 Day Founding Plus,677,399,3668,3744,7,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0126 Thurlow & Pendrell,0045 Beach & Hornby,Community Pass,953,370,3679,3829,8,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0239 Grant & Commercial,0981 Workshop - Service Complete,VIP,1204,560,3565,3694,8,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0028 Davie & Beach,0104 Stanley Park - Second Beach South,365 Plus,1012,359,3642,3947,8,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0007 12th & Yukon (City Hall),0202 14th & Oak,365 Plus,1343,511,3735,3900,6,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0084 Beach & Broughton,0028 Davie & Beach,365 Plus,827,231,3710,3866,8,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0240 2nd & Commercial,0242 8th & Commercial,Community Pass,704,182,3499,3681,6,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0187 Bute & Davie,0036 Bute & Robson,365 Plus,628,197,3729,3806,6,8,0,0
2022-01-03 14:00,2022-01-03 14:00,0212 Union & Dunlevy,0011 Ontario & Seawall,30 Day Pass,1313,465,3658,3842,7,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0081 7th & Heather,0081 7th & Heather,365 Day Founding Standard,2789,1111,3744,3911,7,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0221 Glen & Union,0206 8th & Scotia,365 Plus,3789,927,3702,3834,7,9,0,0
2022-01-03 14:00,2022-01-03 14:00,0041 Cardero & Robson,0088 Harwood & Bute,365 Plus,1511,485,3827,3956,6,8,0,0
2022-01-03 14:00,2022-01-03 14:00,0082 Richards & Davie,0063 Robson & Granville,24 Hour,1474,748,3831,3926,7,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0221 Glen & Union,0197 1st & Scotia,365 Standard,2756,701,3666,3816,8,9,0,0
2022-01-03 14:00,2022-01-03 14:00,0176 10th & Ontario,0081 7th & Heather,365 Day Founding Standard,1402,380,3787,3877,5,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0187 Bute & Davie,0207 Alberni & Jervis,365 Standard,945,345,3682,3827,8,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0187 Bute & Davie,0036 Bute & Robson,365 Plus,665,402,3616,3721,6,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0019 Robson & Hornby,0052 Cambie & Water,30 Day Pass,1386,411,3723,3832,7,9,0,0
2022-01-03 14:00,2022-01-03 14:00,0057 Marinaside & Cooperage,0096 Nicola & Robson,365 Plus,3677,2814,3571,3716,6,8,0,0
2022-01-03 14:00,2022-01-03 14:00,0079 Nelson & Richards,0212 Union & Dunlevy,30 Day Pass,2299,614,3639,3831,6,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0009 Spyglass & Seawall,0212 Union & Dunlevy,365 Standard,2189,698,3534,3674,9,8,0,0
2022-01-03 14:00,2022-01-03 14:00,0036 Bute & Robson,0187 Bute & Davie,365 Standard,618,261,3671,3827,7,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0211 14th & Alder,0211 14th & Alder,Community Pass,0,20,3529,3634,7,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0015 Granville & Georgia,0058 Homer & Smithe,365 Day Founding Standard,3657,1464,3645,3724,7,8,20,1
2022-01-03 14:00,2022-01-03 14:00,0073 Ontario & 5th,0053 Keefer & Abbott,365 Day Pass Plus SALE,2082,641,3598,3734,8,9,0,0
2022-01-03 14:00,2022-01-03 14:00,0137 Beach & Seymour,0082 Richards & Davie,24 Hour,1325,722,3810,3905,6,7,0,0
2022-01-03 14:00,2022-01-03 14:00,0105 Stanley Park - Totem Poles,0100 Stanley Park - Prospect Point,30 Day Pass,4892,2774,3629,3773,10,6,0,0
2022-01-03 14:00,2022-01-03 14:00,0199 Georgia & Main,0052 Cambie & Water,365 Day Pass Standard SALE,1396,459,3603,3831,6,6,0,0
2022-01-03 14:00,2022-01-03 15:00,0260 10th & Fraser,0001 10th & Cambie,365 Plus,1890,508,3666,3793,6,8,0,0
2022-01-03 14:00,2022-01-03 15:00,0260 10th & Fraser,0186 10th & Kingsway,30 Day Pass,675,254,3561,3771,6,7,0,0
2022-01-03 14:00,2022-01-03 15:00,0089 Burrard & Drake,0199 Georgia & Main,365 Corporate Plus,4151,1014,3710,3985,6,8,0,0
2022-01-03 14:00,2022-01-03 15:00,0073 Ontario & 5th,0262 8th & Prince Edward,365 Corporate Plus,2334,960,3805,3980,7,8,0,0
2022-01-03 14:00,2022-01-03 15:00,0084 Beach & Broughton,0084 Beach & Broughton,365 Plus,13693,2919,3660,3916,7,9,0,0
2022-01-03 14:00,2022-01-03 15:00,0098 Carrall & Hastings,0019 Robson & Hornby,Community Pass,9973,3245,3940,4208,7,9,0,0
2022-01-03 15:00,2022-01-03 15:00,0174 1st & Manitoba,0006 Olympic Village Station,365 Corporate Plus Renewal,974,301,3611,3802,6,5,0,0
2022-01-03 15:00,2022-01-03 15:00,0057 Marinaside & Cooperage,0045 Beach & Hornby,365 Corporate Plus,2109,474,3495,3679,6,9,0,0
2022-01-03 15:00,2022-01-03 15:00,0088 Harwood & Bute,0102 Stanley Park - Second Beach North,Archived Monthly Plus,2352,534,3684,3847,6,9,0,0
2022-01-03 15:00,2022-01-03 15:00,0152 Arbutus Greenway & 14th,0070 10th & Granville,30 Day Pass,1457,418,3823,3964,5,5,0,0
2022-01-03 15:00,2022-01-03 15:00,0152 Arbutus Greenway & 14th,0152 Arbutus Greenway & 14th,30 Day Pass,0,23,3737,3814,6,3,0,0
2022-01-03 15:00,2022-01-03 15:00,0152 Arbutus Greenway & 14th,0070 10th & Granville,30 Day Pass,1480,529,3682,3863,6,5,0,0
