Date,Bike trips,Total distance (m),Total duration (sec),Mean departure temperature (C),Mean return temperature (C),Electric bike trips
2018-09-25,3083,8038391.0,4273693.0,17.410963347388908,18.065844956211482,
2018-09-26,2948,7332310.0,3422843.0,17.864993215739485,18.515943012211668,
2018-09-27,3123,7930318.99,3574720.0,18.665706051873197,19.300352225424273,
2018-09-28,2986,7862291.34,3700452.0,19.80408573342264,20.35063630274615,
2018-09-29,2383,7180222.0,3554376.0,17.893411665967268,18.46705832983634,
2018-09-30,469,1029858.0,446876.0,14.002132196162046,15.010660980810234,
2018-10-01,1672,4044705.66,1925537.0,16.582535885167463,17.51854066985646,
2018-10-02,2467,6275778.66,2681695.0,14.147547628698824,14.807863802188894,
2018-10-03,2305,5505429.67,2272037.0,11.410412147505424,12.525813449023861,
2018-10-04,2574,6243056.67,2691865.0,13.559052059052059,14.243201243201243,
2018-10-05,1916,4368419.33,2149991.0,13.912839248434238,14.78340292275574,
2018-10-06,2471,7481408.0,3346807.0,15.430190206394172,15.573452043707002,
2018-10-07,631,1547865.34,1009981.0,13.239302694136292,14.133122028526149,
2018-10-08,1058,2749685.0,1331711.0,13.761814744801512,14.462192816635161,
2018-10-09,2569,6626971.0,2616103.0,15.725574153367068,16.429349941611523,
2018-10-10,2577,6157829.66,3252192.0,15.558401241753977,16.264260768335273,
2018-10-11,2487,6032449.33,2726268.0,14.491757137112987,15.316445516686771,
2018-10-12,2653,6695366.0,2649794.0,14.531096871466264,15.427440633245382,
2018-10-13,2537,8020564.67,4287274.0,16.122979897516753,16.259361450532126,
2018-10-14,2165,6646465.0,3060737.0,16.4919168591224,16.578290993071594,
2018-10-15,2751,6546961.66,3171459.0,14.549618320610687,15.238458742275537,
2018-10-16,2601,6420662.33,2834480.0,14.99923106497501,15.92156862745098,
2018-10-17,2613,6330480.33,2652806.0,15.596632223497895,16.41944125526215,
2018-10-18,2693,6649310.0,4158481.0,15.418121054585963,16.17898254734497,
2018-10-19,2698,6937741.67,4117498.0,15.529280948851001,16.098591549295776,
2018-10-20,2576,7682510.67,3847748.0,15.167313664596273,15.414208074534162,
2018-10-21,2326,7345626.33,3425178.0,15.912295786758383,15.977644024075666,
2018-10-22,2600,6849255.33,3504900.0,13.766538461538461,14.528461538461539,
2018-10-23,2006,4686750.0,2067711.0,12.616151545363909,13.922731804586242,
2018-10-24,2118,4960347.0,2026944.0,15.517469310670444,16.415958451369217,
2018-10-25,1323,2900456.0,1223817.0,13.597883597883598,14.780045351473923,
2018-10-26,2129,5142768.0,2267827.0,16.67355565993424,17.197275716298734,
2018-10-27,1726,5147974.33,2936077.0,14.077636152954808,14.696987253765933,
2018-10-28,858,2123746.0,1121490.0,13.015151515151516,13.862470862470863,
2018-10-29,1236,2759425.67,1071307.0,11.324433656957929,12.578478964401295,
2018-10-30,1734,3844608.67,1924290.0,12.611880046136102,13.667820069204152,
2018-10-31,1230,2712033.67,1248449.0,11.960975609756098,13.147154471544715,
2018-11-01,760,1655161.0,617395.0,13.901315789473685,15.16578947368421,
2018-11-02,2076,5411101.0,2249800.0,15.270231213872833,16.02552986512524,
2018-11-03,412,870704.0,414119.0,12.524271844660195,13.655339805825243,
2018-11-04,1590,4936424.67,2176711.0,15.344025157232704,15.719496855345913,
2018-11-05,1738,3898833.0,1478303.0,12.77560414269275,13.863636363636363,
2018-11-06,1904,4271490.0,2078808.0,11.799894957983193,12.909138655462185,
2018-11-07,1862,4358786.33,1777970.0,9.839957035445757,10.967239527389903,
2018-11-08,1669,3710783.0,2069712.0,8.839424805272618,10.022768124625525,
2018-11-09,1197,2596421.0,1047889.0,8.324979114452798,9.477861319966584,
2018-11-10,1538,4366605.67,1856737.0,11.06371911573472,11.524707412223668,
2018-11-11,1455,4326098.34,2165476.0,9.784879725085911,10.261168384879726,
2018-11-12,1350,3706664.33,2161526.0,10.677037037037037,11.182222222222222,
2018-11-13,1424,3006657.0,1360957.0,10.077247191011235,11.349719101123595,
2018-11-14,1309,2890311.67,2531965.0,11.947288006111535,13.116119174942705,
2018-11-15,802,1765564.33,799780.0,11.567331670822943,12.86284289276808,
2018-11-16,1813,4506936.66,1836930.0,11.403750689464974,12.318808604522891,
2018-11-17,1649,4912658.01,3075402.0,10.177077016373559,10.677986658580958,
2018-11-18,1514,4011331.66,2213503.0,9.262879788639365,9.857331571994717,
2018-11-19,1684,3768261.66,1771406.0,7.935273159144893,9.056413301662708,
2018-11-20,1773,3882029.33,1710616.0,9.417935702199662,10.589960518894529,
2018-11-21,767,1633795.0,672899.0,10.898305084745763,12.136897001303781,
2018-11-22,950,2109695.0,804011.0,10.143157894736841,11.386315789473684,
2018-11-23,1310,3092911.33,1277391.0,9.648854961832061,10.799236641221373,
2018-11-24,946,2326612.0,1105759.0,9.069767441860465,9.97568710359408,
2018-11-25,597,1386081.0,684802.0,9.128978224455611,10.142378559463987,
2018-11-26,366,795732.67,453983.0,11.950819672131148,13.292349726775956,
2018-11-27,1141,2470336.0,1068425.0,13.458369851007888,14.4829097283085,
2018-11-28,1087,2314224.99,1036590.0,10.451701931922724,11.624655013799448,
2018-11-29,1396,3183324.0,1358245.0,10.00214899713467,11.03295128939828,
2018-11-30,1171,2550448.33,1241378.0,8.79077711357814,9.86934244235696,
2018-12-01,1130,2840453.0,2113327.0,9.146902654867256,10.001769911504425,
2018-12-02,1054,2954544.0,1506030.0,8.214421252371917,8.747628083491461,
2018-12-03,1403,3064642.33,1427873.0,6.305773342836778,7.506058446186743,
2018-12-04,1379,2893629.67,1421131.0,4.26178390137781,5.511240029006527,
2018-12-05,1401,2934686.33,1807812.0,4.640970735189151,5.80870806566738,
2018-12-06,1210,2524603.0,1524633.0,3.634710743801653,4.8661157024793384,
2018-12-07,1267,2834753.34,1585643.0,4.252565114443567,5.486187845303867,
2018-12-08,623,1479386.0,616069.0,7.967897271268058,8.940609951845907,
2018-12-09,254,505696.0,157508.0,8.362204724409448,9.594488188976378,
2018-12-10,1228,2771623.33,1337157.0,9.618078175895766,10.799674267100977,
2018-12-11,650,1224100.33,929920.0,8.169230769230769,9.452307692307693,
2018-12-12,1086,2254858.67,1145926.0,7.384898710865562,8.696132596685082,
2018-12-13,391,843282.67,362115.0,8.084398976982097,9.675191815856778,
2018-12-14,1242,2753438.34,1569578.0,11.793880837359099,13.105475040257648,
2018-12-15,991,2411251.33,1069012.0,9.492431886982846,10.41473259334006,
2018-12-16,406,1009581.0,511208.0,10.694581280788178,11.793103448275861,
2018-12-17,1009,2185606.0,1126681.0,10.922695738354808,12.137760158572844,
2018-12-18,962,2030430.66,854065.0,10.514553014553014,11.667359667359667,
2018-12-19,1226,2536463.0,1760517.0,10.179445350734095,11.393964110929852,
2018-12-20,899,1850602.67,879212.0,11.371523915461625,12.384872080088988,
2018-12-21,1246,2827392.67,1432861.0,6.702247191011236,7.715890850722311,
2018-12-22,476,1091880.0,539240.0,7.279411764705882,8.302521008403362,
2018-12-23,304,677812.0,574842.0,7.6644736842105265,8.56578947368421,
2018-12-24,745,1745877.0,977274.0,8.859060402684564,9.74228187919463,
2018-12-25,593,1969782.0,910266.0,7.102866779089376,7.7419898819561555,
2018-12-26,288,646040.0,269466.0,5.767361111111111,6.684027777777778,
2018-12-27,1036,2693413.33,1492902.0,6.902509652509653,7.665057915057915,
2018-12-28,197,391818.33,337573.0,5.375634517766497,6.50761421319797,
2018-12-29,473,1245568.0,637752.0,10.321353065539112,11.200845665961944,
2018-12-30,1117,3665851.67,2070002.0,7.984780662488809,8.418084153983886,
2018-12-31,1287,3769969.0,2036989.0,7.181041181041181,7.712509712509712,
2019-01-01,884,2574763.0,1338153.0,7.161764705882353,7.649321266968326,
2019-01-02,692,1633044.0,598100.0,5.997109826589595,7.218208092485549,
2019-01-03,256,537459.33,190887.0,9.3203125,10.75390625,
2019-01-04,869,2225882.0,976172.0,10.531645569620252,11.67433831990794,
2019-01-05,882,2542021.0,1225237.0,10.350340136054422,11.223356009070296,
2019-01-06,834,2223647.0,1135154.0,8.541966426858513,9.537170263788969,
2019-01-07,1349,3278753.0,1446215.0,6.338028169014085,7.355819125277984,
2019-01-08,969,2043245.67,1151550.0,5.868937048503612,7.165118679050567,
2019-01-09,856,1678475.0,808727.0,9.82943925233645,11.130841121495328,
2019-01-10,1313,2851935.0,1432471.0,11.894135567402895,13.051028179741051,
2019-01-11,1565,3789541.34,1782698.0,11.221086261980831,12.20447284345048,
2019-01-12,1433,4207561.67,2334994.0,11.002093510118632,11.591765526866713,
2019-01-13,1498,4878983.34,2062101.0,10.725634178905207,10.907877169559413,
2019-01-14,1346,3211526.0,1617927.0,5.953194650817236,7.024517087667162,
2019-01-15,1300,3000733.0,1113229.0,5.771538461538461,6.952307692307692,
2019-01-16,1335,2989286.66,1269649.0,6.782022471910112,8.005243445692884,
2019-01-17,1038,2223330.33,1046010.0,10.026011560693641,11.303468208092486,
2019-01-18,1142,2639170.0,1177602.0,10.424693520140105,11.656742556917688,
2019-01-19,1232,3314462.34,1776639.0,11.12987012987013,11.661525974025974,
2019-01-20,1218,3642213.0,1785260.0,9.151888341543515,9.737274220032841,
2019-01-21,1515,3817031.67,1595992.0,7.798679867986799,8.774257425742574,
2019-01-22,593,1230519.66,491468.0,6.441821247892074,7.829679595278246,
2019-01-23,1304,2787612.33,1152864.0,7.666411042944786,8.97239263803681,
2019-01-24,1410,3028640.0,1562787.0,8.664539007092198,9.831205673758864,
2019-01-25,1481,3456451.33,1806636.0,8.928426738690074,9.965563808237677,
2019-01-26,1354,3948453.0,2131715.0,9.375184638109305,10.104874446085672,
2019-01-27,1165,3463663.33,1492662.0,8.623175965665236,9.27725321888412,
2019-01-28,1450,3417985.0,1526422.0,7.904137931034483,9.026896551724137,
2019-01-29,1620,3957001.34,1859148.0,7.446913580246914,8.408024691358024,
2019-01-30,1492,3426143.0,1551570.0,7.8445040214477215,8.981233243967829,
2019-01-31,1361,3039028.33,1298924.0,9.75165319617928,10.910360029390155,
2019-02-01,580,1216137.0,546816.0,8.806896551724138,10.08448275862069,
2019-02-02,1278,3727184.66,1832184.0,9.21830985915493,9.672926447574335,
2019-02-03,561,1124023.0,576551.0,2.028520499108734,2.9393939393939394,
2019-02-04,935,1874190.0,1003026.0,1.3550802139037432,2.174331550802139,
2019-02-05,1127,2328115.33,896499.0,1.3682342502218279,2.505767524401065,
2019-02-06,1225,2572025.33,1420737.0,2.9861224489795917,3.8244897959183675,
2019-02-07,1224,2435059.33,1245860.0,2.8799019607843137,3.9869281045751634,
2019-02-08,1062,2183432.67,1026163.0,3.150659133709981,4.3841807909604515,
2019-02-09,891,2338056.0,1423030.0,5.402918069584736,5.958473625140292,
2019-02-10,418,851530.0,438537.0,0.22248803827751196,0.9665071770334929,
2019-02-11,336,699731.0,425311.0,0.5178571428571429,1.2886904761904763,
2019-02-12,222,429092.0,488754.0,1.8693693693693694,2.3603603603603602,
2019-02-13,508,1064962.0,892343.0,3.677165354330709,4.2362204724409445,
2019-02-14,546,1178497.67,991020.0,3.4652014652014653,4.327838827838828,
2019-02-15,397,825221.0,611328.0,5.002518891687657,6.1914357682619645,
2019-02-16,764,2092444.0,1500369.0,7.933246073298429,8.518324607329843,
2019-02-17,1148,3468366.0,1700325.0,9.087979094076655,9.12020905923345,
2019-02-18,901,2363727.0,1093955.0,5.995560488346282,6.620421753607103,
2019-02-19,873,2003610.67,910734.0,4.085910652920962,5.43184421534937,
2019-02-20,1496,3578107.0,2088186.0,7.11831550802139,7.852941176470588,
2019-02-21,1460,3541754.66,1593260.0,7.339041095890411,8.113698630136986,
2019-02-22,678,1486005.0,1059689.0,4.842182890855457,5.977876106194691,
2019-02-23,642,1398181.33,638468.0,6.271028037383178,7.17601246105919,
2019-02-24,1240,3447093.33,1575702.0,8.975806451612904,9.290322580645162,
2019-02-25,1369,3207577.67,1572096.0,6.449963476990504,7.192111029948868,
2019-02-26,1436,3252645.67,1607039.0,5.816155988857939,6.8245125348189415,
2019-02-27,1315,2953325.01,1422906.0,6.669201520912548,7.839543726235742,
2019-02-28,1465,3398613.0,1636554.0,6.914675767918089,7.892832764505119,
2019-03-01,1543,3903172.0,2278828.0,7.66299416720674,8.35191186001296,
2019-03-02,1396,4157115.67,2286627.0,9.78295128939828,9.73567335243553,
2019-03-03,1260,3777670.33,1912945.0,9.085714285714285,9.178571428571429,
2019-03-04,1479,3393104.67,1435964.0,6.517917511832319,7.426639621365788,
2019-03-05,1536,3652569.67,2079836.0,7.823567708333333,8.660807291666666,
2019-03-06,1074,2300512.99,1436682.0,4.9031657355679705,6.183426443202979,
2019-03-07,988,2195375.0,970353.0,5.5091093117408905,6.604251012145749,
2019-03-08,1484,3554437.0,2061683.0,7.2466307277628035,7.90633423180593,
2019-03-09,1671,4888742.34,2667952.0,9.875523638539796,9.847396768402154,
2019-03-10,1269,3626408.0,1885336.0,10.695823483057525,10.746256895193065,
2019-03-11,917,2068197.33,1005895.0,7.6401308615049075,8.868047982551799,
2019-03-12,1518,3669226.0,1989100.0,9.283926218708828,10.091567852437418,
2019-03-13,1624,3927716.0,2197804.0,9.681650246305418,10.667487684729064,
2019-03-14,1223,2898602.0,1851035.0,9.569910057236305,10.687653311529028,
2019-03-15,1709,4183869.0,2242126.0,12.81275599765945,13.471035693387947,
2019-03-16,1846,6014851.99,3159354.0,14.617551462621885,14.417118093174432,
2019-03-17,2287,7270676.0,3598979.0,16.425448185395716,16.023611718408397,
2019-03-18,2370,6864839.33,3135025.0,16.088185654008438,16.286919831223628,
2019-03-19,2527,7481830.67,3795058.0,16.730114760585675,17.089829837752276,
2019-03-20,2589,7664721.67,3714901.0,17.719969100038625,18.03630745461568,
2019-03-21,2542,7269294.0,3460005.0,18.321400472069236,18.661290322580644,
2019-03-22,2207,5836802.0,2781181.0,17.47802446760308,18.112369732668782,
2019-03-23,2128,6567666.67,3804272.0,15.56343984962406,15.655075187969924,
2019-03-24,2003,6291796.66,2920198.0,14.095856215676486,14.400898652021967,
2019-03-25,1991,5361434.67,2402158.0,13.10095429432446,13.919136112506278,
2019-03-26,1650,4143184.34,1904951.0,13.192727272727273,14.076363636363636,
2019-03-27,2357,6660330.67,3678130.0,14.486635553669919,15.035638523546881,
2019-03-28,2453,6919521.33,3238236.0,16.65144720750102,17.026090501426825,
2019-03-29,2802,8152842.67,3944764.0,16.509635974304068,16.84975017844397,
2019-03-30,2686,8716460.34,4249612.0,17.718168279970214,17.52866716306776,
2019-03-31,2333,7714464.0,3710116.0,18.332618945563652,17.882126018002573,
2019-04-01,2477,6815814.66,3384145.0,17.791279773920063,18.30036334275333,
2019-04-02,2432,6270737.66,3041586.0,18.185855263157894,18.80386513157895,
2019-04-03,1128,2642050.0,1514885.0,13.956560283687944,14.983156028368795,
2019-04-04,2294,6194487.66,2765219.0,16.25544899738448,16.75239755884917,
2019-04-05,1353,3349031.33,1426447.0,13.394678492239468,14.410938654841093,
2019-04-06,920,2449421.33,1318463.0,11.432608695652174,12.359782608695653,
2019-04-07,1674,5302003.0,2305141.0,15.063918757467144,15.303464755077659,
2019-04-08,1608,3799574.0,1576431.0,12.050995024875622,13.097014925373134,
2019-04-09,2306,5759803.0,2521008.0,15.098005203816133,15.693408499566349,
2019-04-10,1557,3712194.0,1819550.0,12.558766859344894,13.347463070006423,
2019-04-11,971,2205424.33,860628.0,10.054582904222451,11.337796086508753,
2019-04-12,2660,7690892.0,3403953.0,14.881203007518797,15.14624060150376,
2019-04-13,955,2608412.33,1611760.0,11.521465968586387,12.231413612565445,
2019-04-14,1694,4958591.67,3003736.0,12.601534828807557,13.097402597402597,
2019-04-15,2272,6037603.67,2599222.0,13.81161971830986,14.314260563380282,
2019-04-16,1966,4741622.67,1850460.0,12.84587995930824,13.780264496439472,
2019-04-17,1948,5083987.0,2590175.0,14.829568788501026,15.729979466119097,
2019-04-18,639,1442528.0,564000.0,12.112676056338028,13.383411580594679,
2019-04-19,2095,6596319.67,3321323.0,16.372315035799524,16.348926014319808,
2019-04-20,3342,10737311.0,6545852.0,17.83901855176541,17.482645122681028,
2019-04-21,2013,6388340.0,3257737.0,17.896671634376553,17.95330352707402,
2019-04-22,593,1350017.0,556575.0,11.264755480607082,12.610455311973018,
2019-04-23,1753,4766837.01,2443617.0,17.385054192812323,17.71306332002282,
2019-04-24,2193,6173455.33,2845368.0,16.58823529411765,16.610123119015046,
2019-04-25,2481,6295470.67,3061479.0,15.467956469165658,16.11527609834744,
2019-04-26,2683,7253589.67,4212136.0,15.651509504286247,16.106969809914276,
2019-04-27,2066,5813862.33,2918164.0,15.180058083252662,15.373668925459826,
2019-04-28,2494,8186170.67,4230695.0,17.777064955894147,17.698075380914194,
2019-04-29,2680,7243431.34,3774060.0,17.23134328358209,17.813805970149254,
2019-04-30,3159,8420495.68,3462370.0,19.127255460588795,19.34821145932257,
2019-05-01,3039,8458102.34,4048312.0,19.11648568608095,19.43928923988154,
2019-05-02,2782,7578982.01,3472644.0,15.675413371675054,16.39468008626887,
2019-05-03,2850,8059589.67,3912190.0,16.01157894736842,16.63438596491228,
2019-05-04,3020,10176039.34,5356514.0,19.524834437086092,19.43046357615894,
2019-05-05,3160,9800301.33,6416783.0,20.123417721518987,20.033227848101266,
2019-05-06,3171,8983987.67,4549807.0,20.085146641438033,20.481236203090507,
2019-05-07,3275,9081432.33,4490719.0,20.4006106870229,20.80916030534351,
2019-05-08,3243,9186603.67,4090241.0,20.94295405488745,21.368794326241133,
2019-05-09,3444,10018566.33,4223964.0,24.812427409988384,25.141695702671313,
2019-05-10,3630,10577823.67,4754954.0,25.465289256198346,25.499173553719007,
2019-05-11,3464,12667585.01,8309779.0,25.579387990762125,25.098729792147807,
2019-05-12,2559,8490957.67,3999558.0,19.308714341539662,19.577178585384917,
2019-05-13,2944,7942516.0,3286115.0,19.03736413043478,19.65013586956522,
2019-05-14,1236,2832483.67,1057815.0,14.83252427184466,15.931229773462784,
2019-05-15,2920,7970196.01,3072859.0,20.36609589041096,20.859931506849314,
2019-05-16,2967,7792945.99,3384555.0,20.13751263902932,20.82271654870239,
2019-05-17,2731,7331390.0,3782008.0,18.406810692054194,19.017209813255217,
2019-05-18,3094,10490610.0,5267799.0,22.01195862960569,21.75371687136393,
2019-05-19,3406,12349412.33,6091287.0,24.32442748091603,23.936876100998237,
2019-05-20,728,1889848.0,884988.0,15.112637362637363,15.902472527472527,
2019-05-21,3018,7978177.34,3134302.0,19.137839628893307,19.755135851557323,
2019-05-22,3529,9975058.33,5680416.0,22.731368659676964,23.15868517993766,
2019-05-23,3491,10115275.34,4356685.0,23.20853623603552,23.53136637066743,
2019-05-24,2733,7284231.34,2879315.0,17.00622027076473,17.861324551774608,
2019-05-25,1502,4193350.0,2463150.0,15.872170439414115,16.557256990679093,
2019-05-26,3810,14021095.34,6684338.0,24.433070866141733,24.126246719160104,
2019-05-27,3912,12143873.01,5556947.0,25.925613496932517,26.17331288343558,
2019-05-28,3523,10006421.0,4420289.0,20.62162929321601,21.195288106727222,
2019-05-29,3484,10076023.01,5507836.0,20.85304247990815,21.352181400688863,
2019-05-30,3635,10425749.67,5067855.0,23.595598349381017,23.960110041265473,
2019-05-31,4132,12608911.0,6171241.0,25.15295256534366,25.29428848015489,
2019-06-01,3630,11568150.0,5346391.0,24.919283746556474,24.72176308539945,
2019-06-02,3417,10867241.99,5315166.0,25.968393327480246,25.832309043020192,
2019-06-03,3564,9546246.67,4672584.0,21.45398428731762,22.058641975308642,
2019-06-04,3800,10538837.0,5527346.0,21.821315789473683,22.21842105263158,
2019-06-05,2786,7443179.34,3782116.0,17.839554917444364,18.788585786073224,
2019-06-06,3426,9434404.0,4867872.0,19.62142440163456,20.060712200817278,
2019-06-07,2988,7986110.0,4006394.0,18.39491298527443,18.938085676037485,
2019-06-08,3299,9812528.66,4573638.0,20.304031524704456,20.705365262200665,
2019-06-09,2924,9379123.34,4322670.0,22.321477428180575,22.40971272229822,
2019-06-10,3560,9593190.0,4341379.0,23.600280898876406,23.926404494382023,
2019-06-11,4143,11445747.0,5222435.0,26.616944243301955,26.87859039343471,
2019-06-12,4183,11211491.66,4745449.0,28.733205833134114,29.042792254362897,
2019-06-13,3742,10024976.67,4597851.0,26.607963655799036,26.822287546766436,
2019-06-14,3458,9170364.0,4017598.0,21.583574320416425,22.27241179872759,
2019-06-15,3846,11969562.0,5740890.0,25.497919916796672,25.333853354134167,
2019-06-16,3427,10904774.0,4985933.0,25.878902830463964,25.660636124890576,
2019-06-17,3796,10175882.33,4573723.0,25.541886195995787,25.892255005268705,
2019-06-18,3982,10603769.01,4533575.0,24.273229532898043,24.720492214967354,
2019-06-19,3736,9573230.66,4976667.0,21.457173447537475,21.9622591006424,
2019-06-20,3920,10342598.68,4947261.0,21.198724489795918,21.714030612244898,
2019-06-21,4635,12716384.99,6004234.0,22.91024811218986,23.27594390507012,
2019-06-22,3536,10473554.34,5070608.0,20.562217194570135,20.912330316742082,
2019-06-23,2853,8111239.0,3740238.0,18.922187171398527,19.33999298983526,
2019-06-24,3457,8937715.67,3487893.0,20.34162568701186,21.053803876193232,
2019-06-25,4211,11201348.01,4920838.0,23.598432676323913,23.991213488482547,
2019-06-26,4022,10440956.0,4733537.0,24.224763799104924,24.583291894579812,
2019-06-27,2901,7215563.67,3230609.0,19.947948983109274,20.693209238193727,
2019-06-28,3349,8844076.0,4195067.0,19.756345177664976,20.483427888922066,
2019-06-29,3972,12576354.99,5541042.0,23.467019133937562,23.56973816717019,
2019-06-30,4119,13018638.67,7176046.0,26.69652828356397,26.369264384559358,
2019-07-01,4384,13766231.0,7430211.0,27.607664233576642,27.201186131386862,
2019-07-02,3290,8408021.33,5469532.0,21.48693009118541,21.856534954407294,
2019-07-03,4029,10738351.34,5629446.0,21.995284189625217,22.552246214941672,
2019-07-04,4159,11166172.67,6137100.0,21.680932916566483,22.303438326520798,
2019-07-05,3306,8678149.67,5851646.0,19.458560193587417,20.1194797338173,
2019-07-06,3342,10102113.34,6220540.0,19.80849790544584,20.36624775583483,
2019-07-07,2199,6255413.0,2901641.0,18.447021373351525,19.19099590723056,
2019-07-08,4306,12045936.66,5056471.0,23.332326985601487,23.688109614491406,
2019-07-09,3997,11456708.01,4551475.0,24.82161621215912,25.14060545409057,
2019-07-10,3074,7372612.67,3052590.0,20.908588158750813,21.726089785296033,
2019-07-11,4307,12533071.33,6414976.0,23.76758764801486,24.255862549338286,
2019-07-12,4569,13453019.66,6244403.0,25.341650251696212,25.3917706281462,
2019-07-13,4149,12458109.0,5619930.0,26.499156423234513,26.496746203904554,
2019-07-14,3838,11358503.0,5189593.0,24.760031266284525,24.86998436685774,
2019-07-15,4518,12472484.33,5213027.0,26.098052235502436,26.361443116423196,
2019-07-16,4555,12359546.33,5885371.0,25.639297475301866,25.94643249176729,
2019-07-17,2840,6880020.0,2877734.0,21.633802816901408,22.307042253521125,
2019-07-18,4348,11793451.33,5510828.0,23.559567617295308,23.88914443422263,
2019-07-19,4272,11767232.0,4816684.0,22.640917602996254,23.029962546816478,
2019-07-20,4468,13189159.66,6686186.0,25.459713518352732,25.413160250671442,
2019-07-21,4133,13028552.67,6104675.0,29.40551657391725,29.099201548511978,
2019-07-22,4355,11379165.34,4453444.0,27.76854190585534,28.099196326061996,
2019-07-23,4870,13209418.33,5567117.0,25.315605749486654,25.614168377823407,
2019-07-24,4705,12239949.32,5237387.0,23.98065887353879,24.523698193411263,
2019-07-25,4782,12761634.68,5309916.0,26.226892513592638,26.453994144709327,
2019-07-26,4853,13408597.32,5800634.0,29.05810838656501,29.260045332783847,
2019-07-27,5008,15460556.99,8293139.0,26.19149361022364,26.20547124600639,
2019-07-28,4554,13945665.0,6459796.0,26.57290294246816,26.496706192358367,
2019-07-29,4541,12842887.0,5377631.0,26.48601629597005,26.64941642809954,
2019-07-30,4147,11185374.32,4845854.0,24.628647214854112,25.004340487099107,
2019-07-31,4872,13197447.67,5590484.0,25.549466338259442,25.792282430213465,
2019-08-01,4745,12615925.99,5175351.0,24.108113804004216,24.734878819810326,
2019-08-02,4581,12420662.67,5702678.0,25.815979043876883,26.0774939969439,
2019-08-03,5427,16424738.0,8417333.0,26.021743136170997,25.944720840243228,
2019-08-04,4634,14079619.66,7225076.0,27.634441087613293,27.516616314199396,
2019-08-05,4142,12487854.67,5288014.0,28.690729116368903,28.46040560115886,
2019-08-06,4913,13062217.33,5691810.0,26.928556889883982,27.034602076124568,
2019-08-07,4947,13283996.66,5654490.0,27.427329694764502,27.432989690721648,
2019-08-08,4801,12830082.33,5318050.0,24.84024161632993,25.08310768589877,
2019-08-09,4386,11907516.66,5709285.0,23.350661194710444,23.70018239854081,
2019-08-10,3009,8594293.66,4650527.0,21.361581920903955,21.903954802259886,
2019-08-11,2129,5878849.67,2811410.0,20.483795209018318,21.04744011272898,
2019-08-12,4644,12722744.0,5716092.0,25.113695090439276,25.310723514211887,
2019-08-13,4998,13273304.34,5290587.0,25.22128851540616,25.491796718687475,
2019-08-14,5168,13768069.33,5459578.0,26.80746904024768,27.027089783281735,
2019-08-15,5230,13883108.66,6009888.0,26.1395793499044,26.264053537284894,
2019-08-16,4822,13085389.67,6967056.0,21.709871422646206,22.318125259228538,
2019-08-17,4693,13524553.67,6482846.0,22.841039846580014,23.155124653739612,
2019-08-18,4563,13849941.67,7024063.0,24.815253122945432,24.67258382642998,
2019-08-19,4592,12449899.33,5288303.0,24.51633275261324,24.706881533101047,
2019-08-20,4912,13126216.67,5386583.0,24.901058631921824,25.34588762214984,
2019-08-21,2441,5828481.67,2337422.0,19.444899631298647,20.41130684145842,
2019-08-22,4752,12942631.67,5557986.0,23.051136363636363,23.329755892255893,
2019-08-23,3779,9922654.0,5585686.0,20.436358825086003,21.029108229690394,
2019-08-24,3925,11622002.67,5536704.0,23.6,23.585732484076434,
2019-08-25,3785,11852804.66,5744516.0,24.156935270805814,24.02906208718626,
2019-08-26,4521,12294502.66,5722962.0,23.36076089360761,23.64167219641672,
2019-08-27,4970,13709675.67,6354560.0,25.096177062374245,25.256338028169015,
2019-08-28,4592,12288673.33,4833633.0,25.675087108013937,25.9390243902439,
2019-08-29,4638,12693088.67,6265374.0,26.889176369124623,27.09422164726175,
2019-08-30,3932,10684309.66,4963873.0,22.477619532044763,23.067141403865715,
2019-08-31,3842,11791493.66,5298645.0,25.63560645497137,25.61790733992712,
2019-09-01,4016,12461059.66,5980883.0,25.40089641434263,25.289591633466134,
2019-09-02,4066,12741012.0,6174632.0,25.422036399409738,25.2314313821938,
2019-09-03,4247,10799428.33,7341931.0,25.049917588886274,25.36708264657405,
2019-09-04,4172,10344581.0,4107146.0,23.064717162032597,23.49856184084372,
2019-09-05,4387,11193724.33,4440021.0,24.15568725780716,24.55345338500114,
2019-09-06,4441,12125248.99,5344323.0,26.537941904976357,26.772123395631613,
2019-09-07,4363,15251756.33,8616703.0,22.37405454962182,22.349530139812057,
2019-09-08,2288,6105005.0,3724574.0,19.41826923076923,19.97333916083916,
2019-09-09,2303,5570587.0,2475642.0,18.700825010855407,19.389926183239254,
2019-09-10,4092,10784495.0,6514825.0,21.85410557184751,22.287145650048878,
2019-09-11,3813,9340908.0,3977296.0,20.77366902701285,21.503278258589038,
2019-09-12,1760,3993551.0,2822220.0,18.05965909090909,19.029545454545456,
2019-09-13,2538,6423237.0,2882764.0,19.42001576044129,20.124113475177303,
2019-09-14,1330,3564585.0,2424647.0,16.95263157894737,17.693233082706765,
2019-09-15,2248,6039640.33,3653348.0,18.180160142348754,18.67437722419929,
2019-09-16,3166,8107951.34,3492972.0,18.02779532533165,18.724573594440933,
2019-09-17,1415,2846222.0,1146337.0,15.314487632508834,16.147703180212016,
2019-09-18,3773,9749766.34,4434917.0,18.957063344818447,19.333421680360455,
2019-09-19,2889,7300622.67,3495181.0,16.526479750778815,17.29664243682935,
