Date,day_length,min_temp,max_temp,mean_temp,temp_diff,hdd,cdd,rain,snow,total_precip,snow_on_ground,max_gust,mean_dep_temp,mean_ret_temp,mean_ride_temp,total_dist,total_duration,ebike_trips,num_trips,adj_num_trips,temp_residuals
2017-05-10,907.25,9.9,17.4,13.7,7.499999999999998,4.3,0.0,0.2,0.0,0.2,0.0,2.0,18.306967984934087,19.01004394224733,18.658505963590702,3818014.0,1509705.0,0.0,1593,2840.2928317287706,-988.6129216103545
2017-05-11,909.25,9.1,13.6,11.4,4.5,6.6,0.0,19.8,0.0,19.8,0.0,8.0,13.89988358556461,14.984866123399302,14.442374854481956,1861004.0,826931.0,0.0,859,2105.377062943763,-1145.3547035057861
2017-05-12,912.25,7.2,13.8,10.5,6.6000000000000005,7.5,0.0,6.6,0.0,6.6,0.0,4.0,14.163018867924528,14.744150943396226,14.453584905660378,3265912.0,1509703.0,0.0,1325,2570.461294158756,-709.736714984974
2017-05-13,915.25,5.9,13.8,9.9,7.9,8.1,0.0,0.2,0.0,0.2,0.0,6.0,15.49635922330097,15.796723300970871,15.64654126213592,5435964.0,2623918.0,0.0,1648,2892.5455253737487,-386.736714984974
2017-05-14,918.25,8.2,13.9,11.1,5.700000000000001,6.9,0.0,2.8,0.0,2.8,0.0,0.0,16.6230407523511,16.947492163009404,16.78526645768025,3904517.0,1764506.0,0.0,1276,2519.6297565887417,-773.9277207245677
2017-05-15,921.25,6.6,10.9,8.8,4.300000000000001,9.2,0.0,17.2,0.0,17.2,0.0,6.0,11.250457038391223,12.442413162705668,11.846435100548446,1242884.0,527472.0,0.0,547,1789.7139878037342,-1047.197548536751
2017-05-16,923.25,5.9,13.2,9.6,7.299999999999999,8.4,0.0,14.8,0.0,14.8,0.0,8.0,14.118133935289691,14.960872836719338,14.539503386004515,3140343.0,1272572.0,0.0,1329,2570.7982190187267,-614.5906805474106
2017-05-17,926.25,9.3,15.8,12.6,6.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,15.966861598440548,16.83170890188434,16.399285250162443,4105745.0,1703126.0,0.0,1539,2779.8824502337197,-799.5568297768523
2017-05-18,928.25,11.1,16.6,13.9,5.500000000000002,4.1,0.0,0.0,0.0,0.0,0.0,0.0,18.761046511627907,19.373837209302327,19.06744186046512,4494818.0,1779501.0,0.0,1720,2959.9666814487127,-740.0848756936039
2017-05-19,931.25,10.6,17.8,14.2,7.200000000000001,3.8,0.0,0.0,0.0,0.0,0.0,0.0,18.997150997151,19.664957264957263,19.33105413105413,4979010.0,2082907.0,0.0,1755,2994.0509126637053,-887.3769445687303
2017-05-20,933.25,7.8,18.7,13.3,10.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0,23.33986405437825,23.124750099960018,23.23230707716913,9113991.0,4021802.0,0.0,2501,3739.135143878698,-278.0959962250754
2017-05-21,936.25,8.4,19.8,14.1,11.4,3.9,0.0,0.0,0.0,0.0,0.0,2.0,23.228357510528777,23.17033224145999,23.199344875994385,7331569.0,3476913.0,0.0,2137,3374.219375093691,-809.1970593606084
2017-05-22,938.25,9.9,21.7,15.8,11.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,26.25022065313328,25.66946160635481,25.95984112974404,7952851.0,3646411.0,0.0,2266,3502.303606308684,-968.826168412892
2017-05-23,940.25,10.0,22.4,16.2,12.4,1.8,0.0,0.0,0.0,0.0,0.0,47.0,24.049135577798,24.29253867151956,24.17083712465878,6093604.0,2741831.0,0.0,2198,3433.3878375236764,-1143.16320859005
2017-05-24,943.25,9.8,17.0,13.4,7.199999999999999,4.6,0.0,0.0,0.0,0.0,0.0,56.0,18.6513671875,19.1630859375,18.9072265625,5446964.0,2252249.0,0.0,2048,3282.472068738669,-472.84889865197874
2017-05-25,945.25,7.8,17.6,12.7,9.8,5.3,0.0,0.0,0.0,0.0,0.0,1.0,20.915425065731814,21.471078001752847,21.19325153374233,6334968.0,2572402.0,0.0,2282,3515.556299953662,-329.9949330895424
2017-05-26,947.25,8.6,20.4,14.5,11.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,23.431062449310623,23.596512570965125,23.51378751013788,7036672.0,2856747.0,0.0,2466,3698.6405311686544,-571.3430937981711
2017-05-27,949.25,9.7,22.2,16.0,12.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.492890995260662,26.05280974949221,26.27285037237644,10063091.0,4679949.0,0.0,2954,4185.724762383647,-356.7811971108622
2017-05-28,951.25,10.9,25.9,18.4,14.999999999999998,0.0,0.4,0.0,0.0,0.0,0.0,0.0,28.05518917042693,27.474488024991324,27.76483859770913,10000997.0,4256843.0,0.0,2881,4111.80899359864,-991.848409475836
2017-05-29,953.25,12.3,22.9,17.6,10.599999999999998,0.4,0.0,0.0,0.0,0.0,0.0,2.0,25.63170254403131,25.677103718199607,25.65440313111546,7322065.0,3251458.0,0.0,2555,3784.893224813633,-862.1182372880194
2017-05-30,955.25,11.8,15.7,13.8,3.899999999999999,4.2,0.0,8.2,0.0,8.2,0.0,17.0,15.054755043227663,16.177713736791546,15.616234390009604,2158989.0,1305851.0,0.0,1041,2269.9774560286255,-1282.3658240372579
2017-05-31,956.25,11.3,18.2,14.8,6.899999999999999,3.2,0.0,1.2,0.0,1.2,0.0,1.0,18.194690265486727,19.010619469026548,18.60265486725664,4389964.0,1758821.0,0.0,1695,2923.0616872436185,-1008.1409675271061
2017-06-01,958.25,12.5,18.1,15.3,5.600000000000001,2.7,0.0,1.2,0.0,1.2,0.0,0.0,18.698421645997744,19.54340473506201,19.12091319052988,4184644.0,1590428.0,0.0,1774,3001.145918458611,-913.9499617875126
2017-06-02,960.2666666666668,12.2,19.3,15.8,7.100000000000001,2.2,0.0,1.2,0.0,1.2,0.0,4.0,20.23839662447257,20.759915611814343,20.499156118143457,6367342.0,2843834.0,0.0,2370,3596.230149673604,-500.2420306626391
2017-06-03,961.2666666666668,11.6,17.9,14.8,6.299999999999999,3.2,0.0,0.0,0.0,0.0,0.0,6.0,20.11762311762312,20.221408221408225,20.169515669515672,7430852.0,3447053.0,0.0,2457,3682.3143808885966,-200.56795030832382
2017-06-04,963.2666666666668,9.4,18.1,13.8,8.700000000000001,4.2,0.0,0.0,0.0,0.0,0.0,4.0,21.853338795575585,21.788611224907825,21.820975010241703,8441036.0,3659506.0,0.0,2441,3665.3986121035896,-246.94996178751262
