Departure,Return,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure slot,Return slot,Stopover duration (sec.),Number of bike stopovers
2021-12-01 0:00,2021-12-01 0:00,0016 Pender & Burrard,0035 Coal Harbour Community Centre,30 Day Pass,1523,498,4019,4135,23,20,0,0
2021-12-01 0:00,2021-12-01 0:00,0070 10th & Granville,0114 Cypress & 14th,365 Day Pass Standard SALE,1114,419,3808,3916,9,10,0,0
2021-12-01 1:00,2021-12-01 1:00,0037 Hornby & Nelson,0087 Broughton & Burnaby,30 Day Pass,1327,360,3829,4008,17,2,0,0
2021-12-01 1:00,2021-12-01 1:00,0078 Nelson & Mainland,0300 Bute & Barclay,365 Plus,1400,444,3852,3987,4,7,0,0
2021-12-01 2:00,2021-12-01 2:00,0280 Triumph & Victoria,0280 Triumph & Victoria,365 Standard,0,18,3877,3948,9,9,0,0
2021-12-01 2:00,2021-12-01 2:00,0239 Grant & Commercial,0272 Pender & Victoria,365 Standard,1339,407,3776,3842,6,12,0,0
2021-12-01 3:00,2021-12-01 4:00,0075 Arbutus & 10th,0060 Bidwell & Burnaby,30 Day Pass,3928,812,3968,4164,5,7,0,0
2021-12-01 4:00,2021-12-01 4:00,0255 18th & Main,0074 10th & Main,365 Plus,925,204,3653,3784,15,16,0,0
2021-12-01 5:00,2021-12-01 6:00,0089 Burrard & Drake,0201 Shaw Tower,365 Day Founding Plus,2066,576,3589,3731,4,18,0,0
2021-12-01 6:00,2021-12-01 6:00,0032 Comox & Denman,0083 Aquatic Centre,365 Standard,1488,394,3660,3821,18,8,0,0
2021-12-01 6:00,2021-12-01 6:00,0140 Burrard & 7th,0139 Burrard & 4th,365 Plus,283,80,3706,3758,8,10,0,0
2021-12-01 6:00,2021-12-01 6:00,0050 Bute & Comox,0024 Hornby & Pender,30 Day Pass,1511,358,3921,4056,21,5,0,0
2021-12-01 6:00,2021-12-01 6:00,0212 Union & Dunlevy,0190 Melville & Bute,Community Pass,2570,539,3976,4134,1,1,0,0
2021-12-01 6:00,2021-12-01 6:00,0215 Princess & Union,0124 Richards & Cordova,365 Standard,2321,591,3615,3647,1,21,0,0
2021-12-01 6:00,2021-12-01 6:00,0266 St Catherines & 7th,0225 McLean & Pender,365 Day Founding Standard,2668,876,3792,3884,18,13,0,0
2021-12-01 6:00,2021-12-01 6:00,0150 Alexander & Main,0124 Richards & Cordova,365 Plus,876,271,3802,3950,1,23,0,0
2021-12-01 6:00,2021-12-01 6:00,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus,1266,328,3839,3932,9,10,0,0
2021-12-01 6:00,2021-12-01 6:00,0096 Nicola & Robson,0032 Comox & Denman,365 Day Pass Plus SALE,753,189,3926,4038,3,8,0,0
2021-12-01 6:00,2021-12-01 6:00,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,853,239,3748,3893,13,12,0,0
2021-12-01 6:00,2021-12-01 6:00,0064 Expo & Smithe,0081 7th & Heather,365 Corporate Standard,1696,478,3698,3805,2,2,0,0
2021-12-01 6:00,2021-12-01 6:00,0206 8th & Scotia,0258 13th & St George,365 Standard,1018,312,3916,4021,9,7,0,0
2021-12-01 6:00,2021-12-01 15:00,0041 Cardero & Robson,0063 Robson & Granville,365 Standard,1786,797,0,3814,,25,0,0
2021-12-01 7:00,2021-12-01 7:00,0215 Princess & Union,0234 Station & National,Community Pass,947,279,3724,3853,8,10,0,0
2021-12-01 7:00,2021-12-01 7:00,0034 Cordova & Bute,0021 Cordova & Granville,30 Day Pass,767,327,3872,3963,8,12,0,0
2021-12-01 7:00,2021-12-01 7:00,0166 Alder & 11th,0165 Columbia & 5th,365 Standard,2229,536,3885,4082,5,12,0,0
2021-12-01 7:00,2021-12-01 7:00,0064 Expo & Smithe,0119 3rd & Quebec,30 Day Pass,2530,643,3843,3937,8,14,0,0
2021-12-01 7:00,2021-12-01 7:00,0019 Robson & Hornby,0024 Hornby & Pender,365 Standard,600,134,3808,3900,24,17,0,0
2021-12-01 7:00,2021-12-01 7:00,0201 Shaw Tower,0089 Burrard & Drake,365 Day Founding Plus,2060,684,3898,4047,4,2,0,0
2021-12-01 7:00,2021-12-01 7:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2207,708,3750,3914,3,7,0,0
2021-12-01 7:00,2021-12-01 7:00,0187 Bute & Davie,0027 Beatty & Nelson,365 Standard,1690,497,3966,4076,17,2,0,0
2021-12-01 7:00,2021-12-01 7:00,0126 Thurlow & Pendrell,0123 Georgia & Thurlow,365 Standard,1178,431,3926,4048,10,1,0,0
2021-12-01 7:00,2021-12-01 7:00,0040 Cardero & Davie,0123 Georgia & Thurlow,30 Day Pass,1570,519,3963,4106,1,10,0,0
2021-12-01 7:00,2021-12-01 7:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,365 Standard,2,27,3586,3698,12,12,0,0
2021-12-01 7:00,2021-12-01 7:00,0206 8th & Scotia,0221 Glen & Union,365 Plus,3097,497,3872,4008,8,14,0,0
2021-12-01 7:00,2021-12-01 7:00,0088 Harwood & Bute,0021 Cordova & Granville,30 Day Pass,2336,565,3816,3976,12,7,0,0
2021-12-01 7:00,2021-12-01 7:00,0123 Georgia & Thurlow,0021 Cordova & Granville,30 Day Pass,1135,217,3947,4037,10,1,0,0
2021-12-01 7:00,2021-12-01 7:00,0088 Harwood & Bute,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,1747,498,3769,3897,6,20,0,0
2021-12-01 7:00,2021-12-01 7:00,0055 Keefer & Columbia,0150 Alexander & Main,365 Plus,728,281,3947,4050,5,12,0,0
2021-12-01 7:00,2021-12-01 7:00,0031 Morton & Denman,0124 Richards & Cordova,30 Day Pass,3573,968,3947,4101,3,22,0,0
2021-12-01 7:00,2021-12-01 7:00,0032 Comox & Denman,0045 Beach & Hornby,365 Day Founding Plus,1978,435,3932,4084,8,10,0,0
2021-12-01 7:00,2021-12-01 7:00,0273 Victoria & 4th,0001 10th & Cambie,365 Standard,4228,902,3723,3918,11,13,0,0
2021-12-01 7:00,2021-12-01 8:00,0193 Science World,0006 Olympic Village Station,Community Pass,1839,424,3934,4100,8,26,0,0
2021-12-01 7:00,2021-12-01 8:00,0244 10th & Commercial,0065 Cypress & Cornwall,Community Pass,7108,1909,3955,4246,25,22,0,0
2021-12-01 7:00,2021-12-01 8:00,0262 8th & Prince Edward,0161 Alexander & Dunlevy,365 Plus,3661,983,3768,3881,2,3,0,0
2021-12-01 7:00,2021-12-01 8:00,0300 Bute & Barclay,0124 Richards & Cordova,365 Plus,2154,510,3776,3897,9,6,0,0
2021-12-01 7:00,2021-12-01 8:00,0087 Broughton & Burnaby,0234 Station & National,365 Day Founding Plus,4228,1184,3861,4072,1,9,0,0
2021-12-01 7:00,2021-12-01 8:00,0242 8th & Commercial,0112 10th & Oak,365 Day Founding Standard,4451,1314,3908,4124,32,8,0,0
2021-12-01 7:00,2021-12-01 8:00,0166 Alder & 11th,0014 Canada Place,365 Standard,5405,1446,3792,3971,8,14,0,0
2021-12-01 8:00,2021-12-01 8:00,0241 4th & Commercial,0242 8th & Commercial,Community Pass,496,137,3871,3948,6,37,0,0
2021-12-01 8:00,2021-12-01 8:00,0228 Keefer & Hawks,0221 Glen & Union,365 Plus,686,164,3971,4076,6,13,0,0
2021-12-01 8:00,2021-12-01 8:00,0026 Beatty & Robson,0078 Nelson & Mainland,365 Standard,490,154,3922,4003,4,3,0,0
2021-12-01 8:00,2021-12-01 8:00,0026 Beatty & Robson,0171 5th & Yukon,365 Corporate Plus Renewal,1543,484,3866,4011,6,2,0,0
2021-12-01 8:00,2021-12-01 8:00,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),365 Corporate Plus,1027,356,3650,3729,9,3,0,0
2021-12-01 8:00,2021-12-01 8:00,0171 5th & Yukon,0177 Quebec & 1st,365 Plus,1182,435,3960,4109,1,18,0,0
2021-12-01 8:00,2021-12-01 8:00,0053 Keefer & Abbott,0081 7th & Heather,365 Plus,2464,661,3940,4130,23,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0129 Richards & Robson,0006 Olympic Village Station,365 Corporate Standard,2199,621,3660,3747,1,13,0,0
2021-12-01 8:00,2021-12-01 8:00,0068 Cypress & Broadway,0006 Olympic Village Station,365 Corporate Plus Renewal,2779,667,3919,4056,10,24,0,0
2021-12-01 8:00,2021-12-01 8:00,0244 10th & Commercial,0980 Workshop - Balancer Bike Check In,VIP,2252,553,3666,3793,13,2,0,0
2021-12-01 8:00,2021-12-01 8:00,0283 15th & Knight,0244 10th & Commercial,365 Standard,916,288,3689,3803,1,21,0,0
2021-12-01 8:00,2021-12-01 8:00,0065 Cypress & Cornwall,0099 Vancouver Art Gallery - North Plaza,365 Corporate Standard Renewal,2632,692,4098,4282,22,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0143 South False Creek Seawall,0017 Marinaside & Davie,365 Corporate Plus Renewal,2683,788,3940,4114,14,4,0,0
2021-12-01 8:00,2021-12-01 8:00,0166 Alder & 11th,0028 Davie & Beach,365 Standard,5309,1098,3679,3903,7,8,0,0
2021-12-01 8:00,2021-12-01 8:00,0074 10th & Main,0001 10th & Cambie,365 Corporate Plus,906,181,3787,3935,13,26,0,0
2021-12-01 8:00,2021-12-01 8:00,0060 Bidwell & Burnaby,0052 Cambie & Water,365 Standard,3620,958,4014,4201,7,12,0,0
2021-12-01 8:00,2021-12-01 8:00,0166 Alder & 11th,0166 Alder & 11th,365 Standard,0,17,3679,3724,7,7,0,0
2021-12-01 8:00,2021-12-01 8:00,0173 1st & Columbia,0030 Abbott & Cordova,30 Day Pass,2687,1067,3653,3660,8,5,219,1
2021-12-01 8:00,2021-12-01 8:00,0174 1st & Manitoba,0174 1st & Manitoba,365 Standard,1106,450,3642,3797,14,22,0,0
2021-12-01 8:00,2021-12-01 8:00,0123 Georgia & Thurlow,0040 Cardero & Davie,30 Day Pass,1513,497,3992,4132,10,7,0,0
2021-12-01 8:00,2021-12-01 8:00,0166 Alder & 11th,0166 Alder & 11th,365 Standard,0,36,3719,3750,7,7,0,0
2021-12-01 8:00,2021-12-01 8:00,0037 Hornby & Nelson,0041 Cardero & Robson,30 Day Pass,1437,415,3571,3760,16,7,0,0
2021-12-01 8:00,2021-12-01 8:00,0044 Pacific & Richards,0171 5th & Yukon,365 Corporate Plus Renewal,2554,776,3869,3977,10,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0174 1st & Manitoba,0045 Beach & Hornby,365 Corporate Plus,3930,888,3848,4095,11,13,0,0
2021-12-01 8:00,2021-12-01 8:00,0191 7th & Laurel,0039 Helmcken & Burrard,365 Corporate Standard,3140,1091,3840,4037,8,10,0,0
2021-12-01 8:00,2021-12-01 8:00,0137 Beach & Seymour,0006 Olympic Village Station,365 Day Founding Plus,2783,665,3882,4063,6,3,0,0
2021-12-01 8:00,2021-12-01 8:00,0255 18th & Main,0074 10th & Main,365 Standard,1072,326,3774,3935,2,13,0,0
2021-12-01 8:00,2021-12-01 8:00,0300 Bute & Barclay,0014 Canada Place,365 Standard,1723,454,3852,3964,14,20,0,0
2021-12-01 8:00,2021-12-01 8:00,0173 1st & Columbia,0122 Haro & Denman,365 Corporate Standard Renewal,5985,1503,3968,4254,3,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0053 Keefer & Abbott,0009 Spyglass & Seawall,30 Day Pass,2417,554,3840,3997,28,10,0,0
2021-12-01 8:00,2021-12-01 8:00,0005 Dunsmuir & Beatty,0222 Adanac & McLean,Community Pass,2862,826,3753,3943,19,9,0,0
2021-12-01 8:00,2021-12-01 8:00,0005 Dunsmuir & Beatty,0222 Adanac & McLean,Community Pass,2864,830,3964,4108,26,4,0,0
2021-12-01 8:00,2021-12-01 8:00,0079 Nelson & Richards,0005 Dunsmuir & Beatty,365 Plus,1123,280,3853,3995,9,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0150 Alexander & Main,0150 Alexander & Main,30 Day Pass,1070,963,3960,4032,12,18,0,0
2021-12-01 8:00,2021-12-01 8:00,0075 Arbutus & 10th,0113 Arbutus & 16th,365 Day Pass Plus SALE,702,283,3813,3898,14,35,0,0
2021-12-01 8:00,2021-12-01 8:00,0050 Bute & Comox,0039 Helmcken & Burrard,365 Corporate Standard,724,164,3639,3885,6,13,0,0
2021-12-01 8:00,2021-12-01 8:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2421,757,3795,3955,7,18,0,0
2021-12-01 8:00,2021-12-01 8:00,0129 Richards & Robson,0124 Richards & Cordova,30 Day Pass,688,361,3673,3798,8,2,0,0
2021-12-01 8:00,2021-12-01 8:00,0190 Melville & Bute,0075 Arbutus & 10th,365 Standard,4492,1445,4045,4209,1,14,0,0
2021-12-01 8:00,2021-12-01 8:00,0297 6th & Prince Edward,0253 Charles & Woodland,365 Corporate Plus Renewal,2750,730,3937,4182,3,6,0,0
2021-12-01 8:00,2021-12-01 8:00,0075 Arbutus & 10th,0112 10th & Oak,365 Corporate Plus Renewal,2019,525,3697,3829,10,9,0,0
2021-12-01 8:00,2021-12-01 8:00,0142 Beach & Cardero,0045 Beach & Hornby,365 Standard,1208,400,3947,4142,7,17,0,0
2021-12-01 8:00,2021-12-01 8:00,0122 Haro & Denman,0002 Burrard Station (Melville & Dunsmuir),365 Plus,1937,482,3895,4071,18,28,0,0
2021-12-01 8:00,2021-12-01 8:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,935,311,3898,3977,4,2,0,0
2021-12-01 8:00,2021-12-01 8:00,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),365 Standard,1247,301,3805,3864,15,26,0,0
2021-12-01 8:00,2021-12-01 8:00,0087 Broughton & Burnaby,0225 McLean & Pender,365 Standard,6820,1551,3911,4237,10,2,0,0
2021-12-01 8:00,2021-12-01 8:00,0297 6th & Prince Edward,0024 Hornby & Pender,365 Corporate Plus,3632,953,3665,3734,2,22,0,0
2021-12-01 8:00,2021-12-01 8:00,0180 Columbia & 14th,0171 5th & Yukon,365 Day Founding Standard,1545,362,3971,4085,13,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0266 St Catherines & 7th,0027 Beatty & Nelson,365 Day Founding Standard,4563,995,3748,3987,14,14,0,0
2021-12-01 8:00,2021-12-01 8:00,0282 14th & Fraser,0039 Helmcken & Burrard,365 Corporate Plus,5278,1373,3776,3987,4,3,0,0
2021-12-01 8:00,2021-12-01 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,2378,621,3877,4085,1,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0297 6th & Prince Edward,0005 Dunsmuir & Beatty,365 Standard,2781,721,3903,4085,7,15,0,0
2021-12-01 8:00,2021-12-01 8:00,0258 13th & St George,0244 10th & Commercial,365 Day Founding Standard,2060,1030,3881,4053,9,22,0,0
2021-12-01 8:00,2021-12-01 8:00,0084 Beach & Broughton,0073 Ontario & 5th,365 Day Pass Standard SALE,4810,990,3726,3845,3,13,0,0
2021-12-01 8:00,2021-12-01 8:00,0011 Ontario & Seawall,0066 Anderson & 2nd,365 Standard,3205,661,3942,4159,8,11,0,0
2021-12-01 8:00,2021-12-01 8:00,0075 Arbutus & 10th,0112 10th & Oak,365 Standard,1992,577,3660,3800,8,17,0,0
2021-12-01 8:00,2021-12-01 8:00,0110 5th & Arbutus,0066 Anderson & 2nd,365 Standard,1431,316,3760,3943,5,14,0,0
2021-12-01 8:00,2021-12-01 8:00,0204 York & Yew,0055 Keefer & Columbia,365 Day Pass Plus SALE,5880,1631,4022,4332,12,4,0,0
2021-12-01 8:00,2021-12-01 8:00,0087 Broughton & Burnaby,0034 Cordova & Bute,365 Corporate Plus Renewal,1504,485,3987,4087,3,7,0,0
2021-12-01 8:00,2021-12-01 8:00,0087 Broughton & Burnaby,0124 Richards & Cordova,365 Corporate Plus Renewal,2499,803,3805,3985,5,1,0,0
2021-12-01 8:00,2021-12-01 8:00,0187 Bute & Davie,0005 Dunsmuir & Beatty,30 Day Pass,2313,850,3624,3739,16,4,0,0
2021-12-01 8:00,2021-12-01 8:00,0005 Dunsmuir & Beatty,0221 Glen & Union,365 Plus,2315,614,3843,3964,1,15,0,0
2021-12-01 8:00,2021-12-01 8:00,0044 Pacific & Richards,0193 Science World,365 Standard,2685,542,3860,3974,2,4,0,0
2021-12-01 8:00,2021-12-01 8:00,0093 Chilco & Robson,0073 Ontario & 5th,30 Day Pass,6542,1319,3877,4126,7,10,0,0
2021-12-01 8:00,2021-12-01 8:00,0172 10th & Columbia,0064 Expo & Smithe,365 Standard,2152,870,3734,3876,5,7,0,0
2021-12-01 8:00,2021-12-01 8:00,0174 1st & Manitoba,0002 Burrard Station (Melville & Dunsmuir),365 Standard,3303,636,3932,4129,17,6,0,0
2021-12-01 8:00,2021-12-01 8:00,0134 14th & Main,0001 10th & Cambie,365 Plus,1429,380,3706,3837,12,9,0,0
2021-12-01 8:00,2021-12-01 8:00,0069 7th & Granville,0075 Arbutus & 10th,365 Standard,1402,402,3689,3805,3,10,0,0
2021-12-01 8:00,2021-12-01 8:00,0191 7th & Laurel,0024 Hornby & Pender,365 Day Founding Plus,3598,1122,3998,4145,7,9,0,0
2021-12-01 8:00,2021-12-01 8:00,0191 7th & Laurel,0191 7th & Laurel,365 Day Founding Plus,0,21,3872,3913,8,8,0,0
2021-12-01 8:00,2021-12-01 8:00,0272 Pender & Victoria,0232 Britannia Parking Lot,Community Pass,922,315,3785,3826,15,8,0,0
2021-12-01 8:00,2021-12-01 8:00,0083 Aquatic Centre,0032 Comox & Denman,365 Standard,1494,527,3697,3823,8,16,0,0
2021-12-01 8:00,2021-12-01 8:00,0001 10th & Cambie,0112 10th & Oak,365 Day Pass Plus SALE,900,222,3768,3895,13,4,0,0
2021-12-01 8:00,2021-12-01 9:00,0129 Richards & Robson,0287 Carolina & Great Northern Way,365 Plus,3520,875,3895,4155,20,15,0,0
2021-12-01 8:00,2021-12-01 9:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Plus,1660,361,3855,4061,2,7,0,0
2021-12-01 8:00,2021-12-01 9:00,0019 Robson & Hornby,0165 Columbia & 5th,365 Standard,3996,1005,3569,3656,18,10,0,0
2021-12-01 8:00,2021-12-01 9:00,0213 Pender & Gore,0009 Spyglass & Seawall,30 Day Pass,2419,823,3737,3855,10,2,0,0
2021-12-01 8:00,2021-12-01 9:00,0088 Harwood & Bute,0037 Hornby & Nelson,30 Day Pass,1176,404,3900,3982,3,17,0,0
2021-12-01 8:00,2021-12-01 9:00,0096 Nicola & Robson,0129 Richards & Robson,365 Corporate Standard,1915,1001,3855,3939,4,6,0,0
2021-12-01 8:00,2021-12-01 9:00,0173 1st & Columbia,0230 Alexander & Railway,365 Plus,2862,829,3827,4050,14,3,0,0
2021-12-01 8:00,2021-12-01 9:00,0172 10th & Columbia,0053 Keefer & Abbott,365 Standard,2742,671,3887,4019,7,28,0,0
2021-12-01 8:00,2021-12-01 9:00,0298 6th & Carolina,0230 Alexander & Railway,365 Standard,3816,1041,3939,4151,12,17,0,0
2021-12-01 8:00,2021-12-01 9:00,0028 Davie & Beach,0108 1st & Chestnut,30 Day Pass,2838,846,3911,4105,18,20,0,0
2021-12-01 8:00,2021-12-01 9:00,0246 Glen & Broadway,0246 Glen & Broadway,Community Pass,1892,967,3700,3893,14,4,0,0
2021-12-01 8:00,2021-12-01 12:00,0087 Broughton & Burnaby,0073 Ontario & 5th,365 Corporate Plus Renewal,4614,15368,3872,3855,2,17,0,0
2021-12-01 8:00,2021-12-01 13:00,0198 5th & Main,0112 10th & Oak,365 Standard,2417,499,3869,3953,18,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0174 1st & Manitoba,0193 Science World,365 Standard,606,135,3692,3814,8,9,0,0
2021-12-01 9:00,2021-12-01 9:00,0138 Richards & Helmcken,0057 Marinaside & Cooperage,365 Standard,890,286,3837,3987,14,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0229 Keefer & Princess,0230 Alexander & Railway,365 Corporate Plus Renewal,584,359,3779,3881,3,7,0,0
2021-12-01 9:00,2021-12-01 9:00,0211 14th & Alder,0174 1st & Manitoba,365 Plus,2897,638,3827,3979,3,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0179 11th & Kingsway,0189 Granville Island,30 Day Pass,3900,781,3843,3958,3,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0057 Marinaside & Cooperage,0004 Yaletown-Roundhouse Station,365 Standard,610,286,3921,4059,23,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0193 Science World,0027 Beatty & Nelson,365 Plus,1796,494,3831,3953,5,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0055 Keefer & Columbia,0030 Abbott & Cordova,30 Day Pass,814,255,3950,4088,11,17,0,0
2021-12-01 9:00,2021-12-01 9:00,0171 5th & Yukon,0007 12th & Yukon (City Hall),365 Plus,745,297,3918,3982,2,14,0,0
2021-12-01 9:00,2021-12-01 9:00,0191 7th & Laurel,0174 1st & Manitoba,365 Plus,1654,467,3694,3831,8,8,0,0
2021-12-01 9:00,2021-12-01 9:00,0011 Ontario & Seawall,0193 Science World,365 Plus,312,132,3737,3901,2,6,0,0
2021-12-01 9:00,2021-12-01 9:00,0187 Bute & Davie,0036 Bute & Robson,365 Corporate Plus Renewal,626,262,3650,3735,7,26,0,0
2021-12-01 9:00,2021-12-01 9:00,0250 Woodland & 4th,0283 15th & Knight,365 Standard,1274,422,3885,3980,7,12,0,0
2021-12-01 9:00,2021-12-01 9:00,0040 Cardero & Davie,0153 Arbutus Greenway & Fir,365 Day Pass Plus SALE,3444,1050,3555,3753,12,11,0,0
2021-12-01 9:00,2021-12-01 9:00,0057 Marinaside & Cooperage,0161 Alexander & Dunlevy,365 Corporate Standard,2487,678,3930,4047,22,10,0,0
2021-12-01 9:00,2021-12-01 9:00,0300 Bute & Barclay,0209 Stanley Park - Information Booth,365 Corporate Plus Renewal,2231,587,3930,4095,11,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0186 10th & Kingsway,0001 10th & Cambie,365 Standard,1243,448,3748,3882,13,35,0,0
2021-12-01 9:00,2021-12-01 9:00,0075 Arbutus & 10th,0019 Robson & Hornby,365 Day Founding Plus,3896,1165,4085,4259,14,8,0,0
2021-12-01 9:00,2021-12-01 9:00,0186 10th & Kingsway,0186 10th & Kingsway,365 Standard,16,36,3752,3802,19,3,0,0
2021-12-01 9:00,2021-12-01 9:00,0174 1st & Manitoba,0057 Marinaside & Cooperage,365 Standard,2029,549,4009,4156,28,4,0,0
2021-12-01 9:00,2021-12-01 9:00,0084 Beach & Broughton,0122 Haro & Denman,365 Standard,1411,325,3718,3811,9,18,0,0
2021-12-01 9:00,2021-12-01 9:00,0211 14th & Alder,0112 10th & Oak,365 Day Founding Standard,847,275,3930,4055,2,5,0,0
2021-12-01 9:00,2021-12-01 9:00,0030 Abbott & Cordova,0012 Dunsmuir & Richards,30 Day Pass,757,335,3921,4016,17,22,0,0
2021-12-01 9:00,2021-12-01 9:00,0218 Carrall & Seawall,0011 Ontario & Seawall,30 Day Pass,871,289,3574,3793,14,4,0,0
2021-12-01 9:00,2021-12-01 9:00,0064 Expo & Smithe,0052 Cambie & Water,30 Day Pass,1304,428,3774,3895,7,18,0,0
2021-12-01 9:00,2021-12-01 9:00,0239 Grant & Commercial,0024 Hornby & Pender,365 Corporate Standard,4927,1147,3795,4155,11,21,0,0
2021-12-01 9:00,2021-12-01 9:00,0174 1st & Manitoba,0006 Olympic Village Station,30 Day Pass,955,306,3827,3901,25,15,0,0
2021-12-01 9:00,2021-12-01 9:00,0048 Comox & Broughton,0125 Hamilton & Robson,365 Corporate Standard Renewal,2025,473,3647,3808,6,1,0,0
2021-12-01 9:00,2021-12-01 9:00,0248 St George & Broadway,0148 Creekside Park North,365 Standard,2683,685,3829,3984,9,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0249 7th & Woodland,0222 Adanac & McLean,365 Plus,1643,391,3789,3860,8,14,0,0
2021-12-01 9:00,2021-12-01 9:00,0087 Broughton & Burnaby,0019 Robson & Hornby,365 Standard,1549,468,3918,4043,14,29,0,0
2021-12-01 9:00,2021-12-01 9:00,0229 Keefer & Princess,0232 Britannia Parking Lot,Community Pass,1837,437,3782,3890,2,10,0,0
2021-12-01 9:00,2021-12-01 9:00,0037 Hornby & Nelson,0052 Cambie & Water,30 Day Pass,1670,479,3640,3821,2,30,0,0
2021-12-01 9:00,2021-12-01 9:00,0030 Abbott & Cordova,0030 Abbott & Cordova,365 Corporate Plus,1921,768,4072,4263,13,3,310,1
2021-12-01 9:00,2021-12-01 9:00,0087 Broughton & Burnaby,0052 Cambie & Water,365 Plus,2750,576,3827,3976,11,26,0,0
2021-12-01 9:00,2021-12-01 9:00,0006 Olympic Village Station,0002 Burrard Station (Melville & Dunsmuir),365 Plus,2971,875,3913,4111,3,16,0,0
2021-12-01 9:00,2021-12-01 9:00,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,365 Corporate Standard Renewal,1423,384,3856,3916,19,8,0,0
2021-12-01 9:00,2021-12-01 9:00,0138 Richards & Helmcken,0024 Hornby & Pender,365 Plus,1364,327,3710,3810,3,4,0,0
2021-12-01 9:00,2021-12-01 9:00,0240 2nd & Commercial,0287 Carolina & Great Northern Way,365 Corporate Plus Renewal,2264,638,3835,3877,3,3,0,0
2021-12-01 9:00,2021-12-01 9:00,0211 14th & Alder,0170 8th & Yukon,30 Day Pass,2107,588,3863,3968,1,14,0,0
2021-12-01 9:00,2021-12-01 9:00,0019 Robson & Hornby,0098 Carrall & Hastings,365 Corporate Standard,1725,460,3971,4129,2,13,0,0
2021-12-01 9:00,2021-12-01 9:00,0212 Union & Dunlevy,0232 Britannia Parking Lot,Community Pass,2003,551,3827,3943,14,12,0,0
2021-12-01 9:00,2021-12-01 9:00,0206 8th & Scotia,0236 Keith & 6th,365 Corporate Standard,1682,385,3752,3861,2,2,0,0
2021-12-01 9:00,2021-12-01 9:00,0009 Spyglass & Seawall,0193 Science World,365 Day Founding Plus,1219,361,3769,3900,6,3,0,0
2021-12-01 9:00,2021-12-01 9:00,0219 Hawks & Union,0016 Pender & Burrard,Community Pass,3054,853,3860,4100,6,14,0,0
2021-12-01 9:00,2021-12-01 9:00,0030 Abbott & Cordova,0161 Alexander & Dunlevy,30 Day Pass,1335,934,3777,3793,2,2,0,0
2021-12-01 9:00,2021-12-01 9:00,0035 Coal Harbour Community Centre,0161 Alexander & Dunlevy,Community Pass,2973,745,3955,4159,17,6,0,0
2021-12-01 9:00,2021-12-01 9:00,0254 Grandview Bike Lane & Commercial,0253 Charles & Woodland,Community Pass,1170,414,3803,3868,36,7,0,0
2021-12-01 9:00,2021-12-01 9:00,0054 Expo & Carrall,0287 Carolina & Great Northern Way,365 Corporate Plus Renewal,2691,732,3926,4138,10,6,0,0
2021-12-01 9:00,2021-12-01 9:00,0126 Thurlow & Pendrell,0014 Canada Place,30 Day Pass,1917,495,3768,3881,13,24,0,0
2021-12-01 9:00,2021-12-01 9:00,0039 Helmcken & Burrard,0119 3rd & Quebec,30 Day Pass,3393,924,3971,4138,10,5,0,0
2021-12-01 9:00,2021-12-01 9:00,0017 Marinaside & Davie,0148 Creekside Park North,365 Plus,1337,401,3889,4061,21,7,0,0
2021-12-01 9:00,2021-12-01 9:00,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,30 Day Pass,0,17,3663,3705,12,12,0,0
2021-12-01 9:00,2021-12-01 9:00,0187 Bute & Davie,0123 Georgia & Thurlow,365 Corporate Standard Renewal,1010,269,3840,3956,5,9,0,0
