Departure,Return,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure slot,Return slot,Stopover duration (sec.),Number of bike stopovers
2021-12-21 23:00,2021-12-22 0:00,0236 Keith & 6th,0011 Ontario & Seawall,365 Corporate Standard,2336,564,3702,3881,4,17,0,0
2021-12-21 23:00,2021-12-22 0:00,0113 Arbutus & 16th,0204 York & Yew,24 Hour,1982,533,3669,3832,36,8,0,0
2021-12-21 23:00,2021-12-22 0:00,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,1590,1224,3798,3858,10,29,0,0
2021-12-21 23:00,2021-12-23 20:00,0112 10th & Oak,0001 10th & Cambie,365 Corporate Plus,886,219,0,3436,,1,0,0
2021-12-22 0:00,2021-12-22 0:00,0014 Canada Place,0041 Cardero & Robson,365 Day Founding Standard,1672,460,3816,3963,5,10,0,0
2021-12-22 1:00,2021-12-22 1:00,0139 Burrard & 4th,0300 Bute & Barclay,365 Standard,2903,611,3647,3916,8,6,0,0
2021-12-22 1:00,2021-12-22 1:00,0139 Burrard & 4th,0139 Burrard & 4th,365 Standard,0,23,3660,3847,8,8,0,0
2021-12-22 1:00,2021-12-22 1:00,0079 Nelson & Richards,0063 Robson & Granville,30 Day Pass,1862,991,3918,4047,13,9,0,0
2021-12-22 1:00,2021-12-22 1:00,0253 Charles & Woodland,0225 McLean & Pender,365 Plus,927,221,3687,3818,3,3,0,0
2021-12-22 4:00,2021-12-22 5:00,0266 St Catherines & 7th,0225 McLean & Pender,365 Day Founding Standard,2652,937,3735,3926,19,13,0,0
2021-12-22 5:00,2021-12-22 5:00,0187 Bute & Davie,0064 Expo & Smithe,30 Day Pass,2027,530,3753,3874,20,3,0,0
2021-12-22 5:00,2021-12-22 5:00,0053 Keefer & Abbott,0017 Marinaside & Davie,Community Pass,1276,325,3705,3868,25,21,0,0
2021-12-22 5:00,2021-12-22 5:00,0212 Union & Dunlevy,0190 Melville & Bute,Community Pass,2536,661,3474,3668,1,9,0,0
2021-12-22 5:00,2021-12-22 5:00,0122 Haro & Denman,0019 Robson & Hornby,365 Standard,1600,726,3732,3929,9,15,207,1
2021-12-22 6:00,2021-12-22 6:00,0191 7th & Laurel,0006 Olympic Village Station,365 Corporate Plus Renewal,696,172,3619,3735,5,10,0,0
2021-12-22 6:00,2021-12-22 6:00,0064 Expo & Smithe,0008 8th & Ash,365 Corporate Standard,1654,409,3808,3834,1,3,0,0
2021-12-22 6:00,2021-12-22 6:00,0025 Homer & Robson (Vancouver Public Library),0124 Richards & Cordova,30 Day Pass,769,272,3792,3908,11,7,0,0
2021-12-22 6:00,2021-12-22 6:00,0108 1st & Chestnut,0153 Arbutus Greenway & Fir,Archived Monthly Standard,810,245,3752,3929,7,13,0,0
2021-12-22 6:00,2021-12-22 7:00,0122 Haro & Denman,0019 Robson & Hornby,365 Corporate Plus Renewal,2044,3186,3805,3971,18,28,2582,2
2021-12-22 6:00,2021-12-22 12:00,0150 Alexander & Main,0124 Richards & Cordova,365 Plus,886,20491,3785,3919,14,23,0,0
2021-12-22 7:00,2021-12-22 7:00,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,365 Plus,1382,300,3608,3697,4,8,0,0
2021-12-22 7:00,2021-12-22 7:00,0110 5th & Arbutus,0113 Arbutus & 16th,365 Day Founding Standard,1560,428,3829,3984,9,27,0,0
2021-12-22 7:00,2021-12-22 7:00,0138 Richards & Helmcken,0005 Dunsmuir & Beatty,30 Day Pass,1302,376,3658,3747,15,1,0,0
2021-12-22 7:00,2021-12-22 7:00,0174 1st & Manitoba,0002 Burrard Station (Melville & Dunsmuir),365 Standard,3295,590,3547,3676,8,9,0,0
2021-12-22 7:00,2021-12-22 7:00,0187 Bute & Davie,0027 Beatty & Nelson,365 Standard,1688,430,3893,4008,18,3,0,0
2021-12-22 7:00,2021-12-22 7:00,0166 Alder & 11th,0001 10th & Cambie,365 Standard,1429,720,3602,3573,9,2,0,0
2021-12-22 7:00,2021-12-22 7:00,0206 8th & Scotia,0161 Alexander & Dunlevy,365 Plus,3414,938,3803,3935,12,1,0,0
2021-12-22 7:00,2021-12-22 7:00,0273 Victoria & 4th,0001 10th & Cambie,365 Standard,4218,920,3734,3971,6,14,0,0
2021-12-22 7:00,2021-12-22 8:00,0087 Broughton & Burnaby,0234 Station & National,365 Day Founding Plus,4237,1011,3926,4184,6,6,0,0
2021-12-22 7:00,2021-12-22 19:00,0039 Helmcken & Burrard,0005 Dunsmuir & Beatty,365 Standard,1817,458,0,3465,,23,0,0
2021-12-22 8:00,2021-12-22 8:00,0282 14th & Fraser,0079 Nelson & Richards,365 Corporate Plus,4623,1168,3756,3960,14,4,0,0
2021-12-22 8:00,2021-12-22 8:00,0089 Burrard & Drake,0063 Robson & Granville,365 Corporate Standard,1086,328,3594,3710,5,25,0,0
2021-12-22 8:00,2021-12-22 8:00,0088 Harwood & Bute,0112 10th & Oak,365 Plus,4226,1375,3532,3735,7,28,0,0
2021-12-22 8:00,2021-12-22 8:00,0211 14th & Alder,0112 10th & Oak,365 Day Founding Standard,829,340,3689,3789,1,7,0,0
2021-12-22 8:00,2021-12-22 8:00,0032 Comox & Denman,0024 Hornby & Pender,365 Standard,2205,648,3932,4116,18,9,0,0
2021-12-22 8:00,2021-12-22 8:00,0027 Beatty & Nelson,0066 Anderson & 2nd,365 Corporate Plus,3369,699,3753,4030,7,6,0,0
2021-12-22 8:00,2021-12-22 8:00,0027 Beatty & Nelson,0027 Beatty & Nelson,365 Corporate Plus,0,23,3890,3890,7,7,0,0
2021-12-22 8:00,2021-12-22 8:00,0171 5th & Yukon,0174 1st & Manitoba,365 Plus,873,266,3748,3860,10,8,0,0
2021-12-22 8:00,2021-12-22 8:00,0148 Creekside Park North,0039 Helmcken & Burrard,365 Standard,0,700,3586,3708,2,12,0,0
2021-12-22 8:00,2021-12-22 8:00,0028 Davie & Beach,0177 Quebec & 1st,30 Day Pass,0,1150,3500,3674,30,13,0,0
2021-12-22 8:00,2021-12-22 8:00,0050 Bute & Comox,0039 Helmcken & Burrard,365 Corporate Standard,551,175,3521,3679,7,2,0,0
2021-12-22 8:00,2021-12-22 8:00,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Standard,947,264,3795,3898,2,10,0,0
2021-12-22 8:00,2021-12-22 8:00,0174 1st & Manitoba,0081 7th & Heather,30 Day Pass,1574,448,3940,4071,12,16,0,0
2021-12-22 8:00,2021-12-22 8:00,0082 Richards & Davie,0024 Hornby & Pender,365 Plus,1611,397,3942,4171,10,3,0,0
2021-12-22 8:00,2021-12-22 8:00,0089 Burrard & Drake,0024 Hornby & Pender,Archived Monthly Standard,1464,425,3663,3831,10,4,0,0
2021-12-22 8:00,2021-12-22 8:00,0205 Pine & 10th,0066 Anderson & 2nd,365 Standard,1082,287,3452,3642,16,13,0,0
2021-12-22 8:00,2021-12-22 8:00,0134 14th & Main,0001 10th & Cambie,365 Plus,1406,386,3831,3993,12,33,0,0
2021-12-22 8:00,2021-12-22 8:00,0069 7th & Granville,0075 Arbutus & 10th,365 Standard,1398,361,3552,3665,1,15,0,0
2021-12-22 8:00,2021-12-22 8:00,0148 Creekside Park North,0028 Davie & Beach,365 Corporate Standard,4790,1126,3531,3565,5,30,0,0
2021-12-22 8:00,2021-12-22 8:00,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,737,206,3534,3568,12,7,0,0
2021-12-22 8:00,2021-12-22 8:00,0011 Ontario & Seawall,0108 1st & Chestnut,365 Standard,3898,962,3748,3982,15,18,0,0
2021-12-22 8:00,2021-12-22 9:00,0283 15th & Knight,0244 10th & Commercial,365 Standard,920,298,3700,3840,1,25,0,0
2021-12-22 8:00,2021-12-22 9:00,0172 10th & Columbia,0053 Keefer & Abbott,365 Standard,2648,519,4013,4143,6,26,0,0
2021-12-22 8:00,2021-12-22 9:00,0026 Beatty & Robson,0173 1st & Columbia,365 Corporate Plus Renewal,1929,480,3607,3814,9,16,0,0
2021-12-22 8:00,2021-12-22 9:00,0044 Pacific & Richards,0171 5th & Yukon,365 Corporate Plus Renewal,2538,647,3721,3945,12,9,0,0
2021-12-22 8:00,2021-12-22 9:00,0070 10th & Granville,0070 10th & Granville,365 Corporate Plus Renewal,1521,2356,3827,3940,5,4,1994,1
2021-12-22 8:00,2021-12-22 9:00,0206 8th & Scotia,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,3983,1752,3856,4024,9,26,0,0
2021-12-22 8:00,2021-12-23 1:00,0075 Arbutus & 10th,0112 10th & Oak,365 Standard,1984,572,3557,3389,6,25,0,0
2021-12-22 9:00,2021-12-22 9:00,0140 Burrard & 7th,0069 7th & Granville,365 Day Founding Plus,594,169,3758,3898,9,8,0,0
2021-12-22 9:00,2021-12-22 9:00,0070 10th & Granville,0189 Granville Island,30 Day Pass,1388,334,3930,4040,12,13,0,0
2021-12-22 9:00,2021-12-22 9:00,0053 Keefer & Abbott,0234 Station & National,365 Plus,1439,463,4055,4145,26,13,0,0
2021-12-22 9:00,2021-12-22 9:00,0187 Bute & Davie,0005 Dunsmuir & Beatty,30 Day Pass,2287,704,3702,3824,17,4,0,0
2021-12-22 9:00,2021-12-22 9:00,0122 Haro & Denman,0040 Cardero & Davie,365 Plus,822,217,3637,3698,17,2,0,0
2021-12-22 9:00,2021-12-22 9:00,0040 Cardero & Davie,0153 Arbutus Greenway & Fir,365 Day Pass Plus SALE,3414,908,3694,3961,10,12,0,0
2021-12-22 9:00,2021-12-22 9:00,0207 Alberni & Jervis,0209 Stanley Park - Information Booth,365 Corporate Plus Renewal,1807,415,3631,3843,12,11,0,0
2021-12-22 9:00,2021-12-22 9:00,0186 10th & Kingsway,0070 10th & Granville,365 Corporate Plus Renewal,3105,923,3939,4105,18,5,0,0
2021-12-22 9:00,2021-12-22 9:00,0227 Campbell & Hastings,0006 Olympic Village Station,365 Corporate Plus,3628,890,3932,4117,12,24,0,0
2021-12-22 9:00,2021-12-22 9:00,0205 Pine & 10th,0153 Arbutus Greenway & Fir,365 Day Founding Plus,567,188,3769,3924,12,9,0,0
2021-12-22 9:00,2021-12-22 9:00,0048 Comox & Broughton,0125 Hamilton & Robson,365 Corporate Standard Renewal,2021,527,3286,3505,10,5,0,0
2021-12-22 9:00,2021-12-22 9:00,0126 Thurlow & Pendrell,0014 Canada Place,30 Day Pass,1925,466,3800,3932,10,5,0,0
2021-12-22 9:00,2021-12-22 9:00,0002 Burrard Station (Melville & Dunsmuir),0035 Coal Harbour Community Centre,365 Standard,794,213,3901,4035,3,8,0,0
2021-12-22 9:00,2021-12-22 9:00,0040 Cardero & Davie,0008 8th & Ash,365 Corporate Plus Renewal,4069,1186,3827,4037,5,8,0,0
2021-12-22 9:00,2021-12-22 9:00,0040 Cardero & Davie,0040 Cardero & Davie,365 Corporate Plus Renewal,0,17,3868,3919,5,5,0,0
2021-12-22 9:00,2021-12-22 9:00,0087 Broughton & Burnaby,0019 Robson & Hornby,365 Standard,1523,519,3753,3905,13,23,0,0
2021-12-22 9:00,2021-12-22 9:00,0199 Georgia & Main,0009 Spyglass & Seawall,30 Day Pass,1962,585,3903,4088,17,10,0,0
2021-12-22 9:00,2021-12-22 9:00,0089 Burrard & Drake,0079 Nelson & Richards,365 Day Founding Standard,1061,319,3597,3842,3,13,0,0
2021-12-22 9:00,2021-12-22 9:00,0228 Keefer & Hawks,0221 Glen & Union,365 Plus,688,179,3732,3819,2,16,0,0
2021-12-22 9:00,2021-12-22 9:00,0096 Nicola & Robson,0021 Cordova & Granville,30 Day Pass,1756,514,3666,3797,12,5,0,0
2021-12-22 9:00,2021-12-22 9:00,0179 11th & Kingsway,0001 10th & Cambie,365 Standard,1296,252,3710,3853,6,1,0,0
2021-12-22 9:00,2021-12-22 9:00,0089 Burrard & Drake,0024 Hornby & Pender,365 Plus,1482,340,3676,3821,4,10,0,0
2021-12-22 9:00,2021-12-22 9:00,0154 Kitsilano Beach Park,0026 Beatty & Robson,365 Standard,7769,1600,3831,4195,17,9,0,0
2021-12-22 9:00,2021-12-22 9:00,0084 Beach & Broughton,0122 Haro & Denman,365 Standard,1408,314,3578,3719,16,17,0,0
2021-12-22 9:00,2021-12-22 9:00,0133 Ontario & 16th,0070 10th & Granville,365 Day Founding Standard,3359,1012,3795,3950,10,3,0,0
2021-12-22 9:00,2021-12-22 10:00,0199 Georgia & Main,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,2086,464,3855,4009,15,3,0,0
2021-12-22 9:00,2021-12-22 10:00,0005 Dunsmuir & Beatty,0222 Adanac & McLean,30 Day Pass,4067,1502,3391,3568,23,4,0,0
2021-12-22 9:00,2021-12-22 10:00,0297 6th & Prince Edward,0052 Cambie & Water,365 Standard,3087,593,3790,3963,8,23,0,0
2021-12-22 9:00,2021-12-22 10:00,0228 Keefer & Hawks,0177 Quebec & 1st,365 Day Founding Standard,2160,596,3550,3763,16,15,0,0
2021-12-22 9:00,2021-12-22 10:00,0256 Prince Edward & 16th,0098 Carrall & Hastings,365 Plus,3816,891,3744,3960,7,6,0,0
2021-12-22 9:00,2021-12-22 10:00,0260 10th & Fraser,0282 14th & Fraser,365 Corporate Plus Renewal,483,2174,3663,3739,11,13,1917,1
2021-12-22 9:00,2021-12-22 10:00,0213 Pender & Gore,0230 Alexander & Railway,365 Corporate Plus Renewal,2815,1604,3553,3671,12,9,365,3
2021-12-22 9:00,2021-12-22 13:00,0088 Harwood & Bute,0037 Hornby & Nelson,30 Day Pass,1098,371,3916,4005,19,14,0,0
2021-12-22 10:00,2021-12-22 10:00,0050 Bute & Comox,0050 Bute & Comox,365 Corporate Plus,0,304,3698,3689,10,10,0,0
2021-12-22 10:00,2021-12-22 10:00,0050 Bute & Comox,0138 Richards & Helmcken,30 Day Pass,1049,342,3731,3930,13,5,0,0
2021-12-22 10:00,2021-12-22 10:00,0041 Cardero & Robson,0201 Shaw Tower,365 Corporate Standard,1245,320,3926,3995,5,5,0,0
2021-12-22 10:00,2021-12-22 10:00,0096 Nicola & Robson,0014 Canada Place,30 Day Pass,2276,744,3726,3892,14,9,0,0
2021-12-22 10:00,2021-12-22 10:00,0193 Science World,0073 Ontario & 5th,365 Day Founding Standard,898,293,3673,3773,12,4,0,0
2021-12-22 10:00,2021-12-22 10:00,0234 Station & National,0161 Alexander & Dunlevy,365 Corporate Plus Renewal,1590,598,3724,3797,3,4,0,0
2021-12-22 10:00,2021-12-22 10:00,0126 Thurlow & Pendrell,0024 Hornby & Pender,365 Plus,0,687,3619,3677,16,17,0,0
2021-12-22 10:00,2021-12-22 10:00,0174 1st & Manitoba,0174 1st & Manitoba,365 Corporate Plus,2548,954,3768,4013,32,30,0,0
2021-12-22 10:00,2021-12-22 10:00,0230 Alexander & Railway,0030 Abbott & Cordova,365 Plus,1298,335,4021,4098,1,9,0,0
2021-12-22 10:00,2021-12-22 10:00,0069 7th & Granville,0191 7th & Laurel,Community Pass,1082,287,3939,4022,7,6,0,0
2021-12-22 10:00,2021-12-22 10:00,0012 Dunsmuir & Richards,0028 Davie & Beach,30 Day Pass,5294,1239,3611,3790,7,5,0,0
2021-12-22 10:00,2021-12-22 10:00,0089 Burrard & Drake,0170 8th & Yukon,365 Day Founding Standard,3199,1056,3700,4008,12,17,0,0
2021-12-22 10:00,2021-12-22 10:00,0187 Bute & Davie,0092 Chilco & Barclay,365 Day Founding Plus,1605,284,3656,3758,7,17,0,0
2021-12-22 10:00,2021-12-22 10:00,0177 Quebec & 1st,0017 Marinaside & Davie,365 Day Founding Standard,2189,483,3881,3995,9,15,0,0
2021-12-22 10:00,2021-12-22 10:00,0174 1st & Manitoba,0057 Marinaside & Cooperage,365 Standard,1984,521,3997,4163,31,7,0,0
2021-12-22 10:00,2021-12-22 10:00,0024 Hornby & Pender,0032 Comox & Denman,365 Standard,2425,701,3918,4145,9,18,0,0
2021-12-22 10:00,2021-12-22 10:00,0040 Cardero & Davie,0002 Burrard Station (Melville & Dunsmuir),365 Plus,2027,766,3644,3735,2,6,0,0
2021-12-22 10:00,2021-12-22 10:00,0129 Richards & Robson,0005 Dunsmuir & Beatty,365 Corporate Standard,773,256,3697,3881,16,5,0,0
2021-12-22 10:00,2021-12-22 10:00,0035 Coal Harbour Community Centre,0014 Canada Place,30 Day Pass,1368,393,3752,3908,6,8,0,0
2021-12-22 10:00,2021-12-22 10:00,0187 Bute & Davie,0036 Bute & Robson,30 Day Pass,628,229,4035,4026,16,25,0,0
2021-12-22 10:00,2021-12-22 10:00,0244 10th & Commercial,0012 Dunsmuir & Richards,30 Day Pass,7140,1695,3524,3727,20,7,0,0
2021-12-22 10:00,2021-12-22 10:00,0255 18th & Main,0222 Adanac & McLean,VIP,5049,933,3887,4085,11,9,0,0
2021-12-22 10:00,2021-12-22 10:00,0192 7th &  Alder,0069 7th & Granville,30 Day Pass,1433.33,172,3753,3819,14,9,0,0
2021-12-22 10:00,2021-12-22 11:00,0050 Bute & Comox,0032 Comox & Denman,365 Corporate Plus,1315,887,3636,3716,10,7,471,1
2021-12-22 10:00,2021-12-22 11:00,0028 Davie & Beach,0148 Creekside Park North,30 Day Pass,4843,1041,3492,3677,5,14,0,0
2021-12-22 10:00,2021-12-22 11:00,0166 Alder & 11th,0130 Heather & 16th,365 Corporate Plus Renewal,1394,441,3648,3764,12,9,0,0
2021-12-22 10:00,2021-12-22 11:00,0002 Burrard Station (Melville & Dunsmuir),0142 Beach & Cardero,365 Plus,2509,1122,3653,3708,6,19,0,0
2021-12-22 10:00,2021-12-22 11:00,0209 Stanley Park - Information Booth,0101 Stanley Park - Vancouver Aquarium,24 Hour,3671,1673,3932,4074,1,14,0,0
2021-12-22 10:00,2021-12-22 11:00,0282 14th & Fraser,0256 Prince Edward & 16th,365 Corporate Plus Renewal,718,3111,3666,3753,13,2,2893,1
2021-12-22 11:00,2021-12-22 11:00,0057 Marinaside & Cooperage,0148 Creekside Park North,365 Standard,1151,284,3956,4166,7,11,0,0
2021-12-22 11:00,2021-12-22 11:00,0040 Cardero & Davie,0082 Richards & Davie,365 Standard,1582,376,3853,4030,15,11,0,0
2021-12-22 11:00,2021-12-22 11:00,0174 1st & Manitoba,0008 8th & Ash,365 Standard,1257,431,3758,3877,3,6,0,0
2021-12-22 11:00,2021-12-22 11:00,0227 Campbell & Hastings,0030 Abbott & Cordova,365 Plus,1809,537,3852,3985,5,5,0,0
2021-12-22 11:00,2021-12-22 11:00,0066 Anderson & 2nd,0191 7th & Laurel,30 Day Pass,1531,580,3550,3661,18,12,0,0
2021-12-22 11:00,2021-12-22 11:00,0004 Yaletown-Roundhouse Station,0005 Dunsmuir & Beatty,365 Corporate Plus,1198,388,3665,3769,16,2,0,0
2021-12-22 11:00,2021-12-22 11:00,0015 Granville & Georgia,0025 Homer & Robson (Vancouver Public Library),Community Pass,494,229,3819,3911,3,20,0,0
2021-12-22 11:00,2021-12-22 11:00,0256 Prince Edward & 16th,0274 Victoria & 10th,365 Corporate Plus Renewal,5599,1979,3653,3831,2,12,702,1
2021-12-22 11:00,2021-12-22 11:00,0030 Abbott & Cordova,0227 Campbell & Hastings,365 Plus,1809,484,3795,3879,16,2,0,0
2021-12-22 11:00,2021-12-22 11:00,0050 Bute & Comox,0089 Burrard & Drake,365 Plus,837,324,3932,4069,21,22,0,0
2021-12-22 11:00,2021-12-22 11:00,0101 Stanley Park - Vancouver Aquarium,0100 Stanley Park - Prospect Point,24 Hour,3906,1656,4019,4177,14,20,0,0
2021-12-22 11:00,2021-12-22 11:00,0032 Comox & Denman,0126 Thurlow & Pendrell,365 Day Pass Plus SALE,1217,501,3871,4029,16,4,0,0
2021-12-22 11:00,2021-12-22 11:00,0052 Cambie & Water,0063 Robson & Granville,30 Day Pass,1897,1677,3835,3964,23,27,391,1
2021-12-22 11:00,2021-12-22 11:00,0036 Bute & Robson,0087 Broughton & Burnaby,365 Corporate Plus Renewal,1029,338,3800,3900,9,6,0,0
2021-12-22 11:00,2021-12-22 11:00,0030 Abbott & Cordova,0150 Alexander & Main,365 Plus,1210,1149,3918,4145,9,18,0,0
2021-12-22 11:00,2021-12-22 12:00,0235 Charles & Commercial,0052 Cambie & Water,30 Day Pass,4220,1590,3942,4169,2,32,0,0
2021-12-22 11:00,2021-12-22 12:00,0011 Ontario & Seawall,0218 Carrall & Seawall,365 Standard,886,204,3563,3769,12,15,0,0
2021-12-22 11:00,2021-12-22 12:00,0076 Cypress & 4th,0153 Arbutus Greenway & Fir,Community Pass,784,315,3597,3732,3,11,0,0
2021-12-22 11:00,2021-12-22 12:00,0081 7th & Heather,0053 Keefer & Abbott,Community Pass,2266,601,3706,3758,17,6,0,0
2021-12-22 11:00,2021-12-22 12:00,0177 Quebec & 1st,0064 Expo & Smithe,365 Standard,1674,444,3934,4166,14,1,0,0
2021-12-22 11:00,2021-12-22 12:00,0084 Beach & Broughton,0122 Haro & Denman,365 Standard,2238,519,3697,3910,13,16,0,0
2021-12-22 11:00,2021-12-22 12:00,0274 Victoria & 10th,0272 Pender & Victoria,365 Corporate Plus Renewal,2395,2493,3740,3803,12,1,1921,1
2021-12-22 11:00,2021-12-22 12:00,0063 Robson & Granville,0024 Hornby & Pender,30 Day Pass,2513,1129,3842,3987,27,19,0,0
2021-12-22 11:00,2021-12-22 12:00,0100 Stanley Park - Prospect Point,0028 Davie & Beach,24 Hour,4831,1430,4037,4206,20,18,0,0
2021-12-22 11:00,2021-12-22 12:00,0025 Homer & Robson (Vancouver Public Library),0030 Abbott & Cordova,Community Pass,1127,1212,3779,3910,20,1,662,1
2021-12-22 11:00,2021-12-22 12:00,0035 Coal Harbour Community Centre,0084 Beach & Broughton,365 Plus,10700,2423,3951,4272,10,16,0,0
2021-12-22 11:00,2021-12-22 14:00,0035 Coal Harbour Community Centre,0028 Davie & Beach,24 Hour,13399,8737,3644,3847,14,6,0,0
2021-12-22 11:00,2021-12-22 14:00,0035 Coal Harbour Community Centre,0028 Davie & Beach,24 Hour,12948,8812,3816,4177,15,5,0,0
2021-12-22 12:00,2021-12-22 12:00,0126 Thurlow & Pendrell,0032 Comox & Denman,365 Day Pass Plus SALE,1221,266,3932,4035,4,17,0,0
2021-12-22 12:00,2021-12-22 12:00,0114 Cypress & 14th,0070 10th & Granville,365 Day Pass Standard SALE,1094,471,3753,3895,4,12,0,0
2021-12-22 12:00,2021-12-22 12:00,0050 Bute & Comox,0039 Helmcken & Burrard,365 Corporate Standard,559,240,3774,3823,8,6,0,0
2021-12-22 12:00,2021-12-22 12:00,0036 Bute & Robson,0096 Nicola & Robson,30 Day Pass,530,150,3763,3803,13,7,0,0
2021-12-22 12:00,2021-12-22 12:00,0287 Carolina & Great Northern Way,0197 1st & Scotia,30 Day Pass,741,249,3797,3913,12,6,0,0
2021-12-22 12:00,2021-12-22 12:00,0088 Harwood & Bute,0016 Pender & Burrard,365 Standard,1711,471,3852,4055,1,21,0,0
2021-12-22 12:00,2021-12-22 12:00,0055 Keefer & Columbia,0081 7th & Heather,Community Pass,2681,742,3705,3814,1,5,0,0
2021-12-22 12:00,2021-12-22 12:00,0089 Burrard & Drake,0096 Nicola & Robson,VIP,1607,489,3802,3942,11,13,0,0
2021-12-22 12:00,2021-12-22 12:00,0041 Cardero & Robson,0008 8th & Ash,365 Standard,4122,1100,3845,3979,10,16,0,0
2021-12-22 12:00,2021-12-22 12:00,0191 7th & Laurel,0129 Richards & Robson,30 Day Pass,2681,748,3976,4140,4,16,0,0
2021-12-22 12:00,2021-12-22 12:00,0030 Abbott & Cordova,0030 Abbott & Cordova,30 Day Pass,1619,817,3571,3721,11,17,117,1
2021-12-22 12:00,2021-12-22 12:00,0012 Dunsmuir & Richards,0024 Hornby & Pender,365 Plus,635,178,3710,3821,4,13,0,0
2021-12-22 12:00,2021-12-22 12:00,0010 Stamps Landing,0057 Marinaside & Cooperage,365 Standard,2871,1343,3726,3805,12,21,0,0
2021-12-22 12:00,2021-12-22 12:00,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,Archived Monthly Standard,1423,371,3814,3966,5,14,0,0
2021-12-22 12:00,2021-12-22 12:00,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,365 Plus,2873,960,3681,3806,2,6,188,1
2021-12-22 12:00,2021-12-22 12:00,0053 Keefer & Abbott,0055 Keefer & Columbia,Community Pass,514,146,3711,3737,6,1,0,0
2021-12-22 12:00,2021-12-22 12:00,0191 7th & Laurel,0140 Burrard & 7th,365 Day Founding Plus,1678,671,3600,3660,12,6,0,0
2021-12-22 12:00,2021-12-22 12:00,0058 Homer & Smithe,0004 Yaletown-Roundhouse Station,365 Plus,596,243,3872,4009,17,15,0,0
2021-12-22 12:00,2021-12-22 12:00,0087 Broughton & Burnaby,0037 Hornby & Nelson,30 Day Pass,1245,375,3782,3903,11,1,0,0
2021-12-22 12:00,2021-12-22 12:00,0173 1st & Columbia,0037 Hornby & Nelson,365 Corporate Standard Renewal,2719,810,3716,3810,16,6,0,0
2021-12-22 12:00,2021-12-22 12:00,0084 Beach & Broughton,0035 Coal Harbour Community Centre,365 Plus,4316,865,4196,4300,16,15,0,0
2021-12-22 12:00,2021-12-22 12:00,0300 Bute & Barclay,0031 Morton & Denman,30 Day Pass,1572,415,3827,3848,6,20,0,0
2021-12-22 12:00,2021-12-22 12:00,0011 Ontario & Seawall,0045 Beach & Hornby,30 Day Pass,3679,692,3666,3819,19,11,0,0
2021-12-22 12:00,2021-12-22 12:00,0084 Beach & Broughton,0105 Stanley Park - Totem Poles,365 Corporate Plus,4661,1269,3843,4109,7,9,0,0
2021-12-22 12:00,2021-12-22 12:00,0030 Abbott & Cordova,0030 Abbott & Cordova,30 Day Pass,1247,1448,3621,3695,22,11,506,3
2021-12-22 12:00,2021-12-22 12:00,0174 1st & Manitoba,0193 Science World,365 Plus,669,194,3581,3723,16,1,0,0
2021-12-22 12:00,2021-12-22 12:00,0041 Cardero & Robson,0099 Vancouver Art Gallery - North Plaza,365 Standard,1319,744,3753,3901,16,21,0,0
2021-12-22 12:00,2021-12-22 12:00,0041 Cardero & Robson,0099 Vancouver Art Gallery - North Plaza,365 Standard,1313,742,3985,4087,15,17,0,0
2021-12-22 12:00,2021-12-22 12:00,0024 Hornby & Pender,0078 Nelson & Mainland,30 Day Pass,2701,1385,3879,4000,19,18,347,1
2021-12-22 12:00,2021-12-22 12:00,0198 5th & Main,0012 Dunsmuir & Richards,365 Plus,2893,826,3731,3843,13,4,0,0
2021-12-22 12:00,2021-12-22 12:00,0066 Anderson & 2nd,0082 Richards & Davie,365 Corporate Plus Renewal,4065,2332,3979,4132,23,1,0,0
2021-12-22 12:00,2021-12-22 12:00,0088 Harwood & Bute,0024 Hornby & Pender,365 Corporate Standard Renewal,1964,486,3640,3789,15,22,0,0
2021-12-22 12:00,2021-12-22 12:00,0032 Comox & Denman,0004 Yaletown-Roundhouse Station,365 Standard,3567,824,3700,3860,17,16,0,0
2021-12-22 12:00,2021-12-22 13:00,0087 Broughton & Burnaby,0207 Alberni & Jervis,365 Day Founding Standard,1043,360,3837,3976,8,5,0,0
2021-12-22 12:00,2021-12-22 13:00,0130 Heather & 16th,0166 Alder & 11th,365 Corporate Plus Renewal,1406,402,3412,3603,5,9,0,0
2021-12-22 12:00,2021-12-22 13:00,0082 Richards & Davie,0047 Chilco & Beach,Community Pass,5268,3404,3984,4114,11,3,0,0
2021-12-22 12:00,2021-12-22 13:00,0073 Ontario & 5th,0222 Adanac & McLean,365 Standard,3589,1037,3942,4213,19,6,0,0
2021-12-22 12:00,2021-12-22 13:00,0122 Haro & Denman,0105 Stanley Park - Totem Poles,24 Hour,2491,1116,3715,3927,16,2,0,0
